Time,X,ES,k1,k2,k3,k4,A,B,V,value,default,Reaction1,Reaction2,Reaction6,Reaction7
3.15,5.040241784073212,-3.0402417840732197,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.443655454941316,0.05943442735992818,12.5,14.868713263015975
3.16,5.040395392880814,-3.040395392880822,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.443822838843199,0.059441501601886194,12.5,14.869166408998403
3.17,5.040546101086413,-3.04054610108642,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.443987067530923,0.05944844279429412,12.5,14.86961099820492
3.18,5.040693963510504,-3.0406939635105106,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4441482004312878,0.05945525343181184,12.5,14.870047192355988
3.19,5.040839033935686,-3.0408390339356934,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.444306295853677,0.05946193596261288,12.5,14.870475150110275
3.2,5.040981365126381,-3.040981365126388,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.444461411011006,0.059468492789240074,12.5,14.870895027122826
3.21,5.041121008848169,-3.0411210088481764,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.444613602040265,0.05947492626944518,12.5,14.8713069761021
3.22,5.041258015886765,-3.0412580158867715,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4447629240226956,0.05948123871701431,12.5,14.871711146865957
3.23,5.041392436066621,-3.0413924360666273,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4449094310035746,0.059487432402577735,12.5,14.872107686396534
3.24,5.041524318269185,-3.041524318269191,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4450531760116463,0.05949350955440583,12.5,14.872496738894098
3.25,5.041653710450799,-3.041653710450805,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.445194211078181,0.05949947235919011,12.5,14.872878445829857
3.2600000000000002,5.0417806596602635,-3.04178065966027,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.445332587255682,0.05950532296281062,12.5,14.873252945997779
3.27,5.041905212056064,-3.0419052120560717,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.445468354636245,0.05951106347108928,12.5,14.87362037556539
3.2800000000000002,5.042027412923269,-3.0420274129232765,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4456015623695735,0.05951669595052974,12.5,14.873980868123644
3.29,5.042147306690102,-3.042147306690109,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4457322586806574,0.05952222242904369,12.5,14.874334554735801
3.3000000000000003,5.042264936944201,-3.042264936944208,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4458604908871244,0.05952764489666424,12.5,14.874681563985392
3.31,5.042380346448569,-3.0423803464485757,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.445986305416267,0.059532965306246376,12.5,14.875022022023279
3.3200000000000003,5.042493577157217,-3.0424935771572232,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.446109747821748,0.05953818557415461,12.5,14.87535605261379
3.33,5.042604670230507,-3.0426046702305136,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.446230862800002,0.059543307580938315,12.5,14.875683777179997
3.34,5.042713666050211,-3.042713666050217,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4463496942063223,0.05954833317199466,12.5,14.876005314848125
3.35,5.0428206042342705,-3.042820604234276,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4464662850706507,0.059553264158219585,12.5,14.8763207824911
3.36,5.0429255236512835,-3.042925523651289,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4465806776130745,0.05955810231664701,12.5,14.876630294771287
3.37,5.043028462434716,-3.0430284624347212,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4466929132590325,0.059562849391076395,12.5,14.876933964182413
3.38,5.043129457996836,-3.0431294579968413,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4468030326542354,0.059567507092688786,12.5,14.877231901090669
3.39,5.043228547042388,-3.043228547042393,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.446911075679307,0.05957207710065171,12.5,14.877524213775047
3.4,5.043325765582004,-3.0433257655820087,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4470170814641565,0.059576561062713175,12.5,14.877811008466914
3.41,5.043421148945359,-3.043421148945363,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4471210884020755,0.05958096059578449,12.5,14.87809238938881
3.42,5.043514731794078,-3.0435147317940823,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4472231341635773,0.059585277286512986,12.5,14.878368458792531
3.43,5.043606548134397,-3.043606548134402,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4473232557099727,0.05958951269184371,12.5,14.878639316996471
3.44,5.043696631329583,-3.0436966313295875,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.447421489306696,0.05959366833957138,12.5,14.878905062422271
3.45,5.043785014112113,-3.0437850141121174,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4475178705363776,0.05959774572888174,12.5,14.879165791630735
3.46,5.0438717285956285,-3.043871728595633,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.447612434311675,0.05960174633088345,12.5,14.879421599357105
3.47,5.043956806286659,-3.0439568062866633,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.447705214887863,0.05960567158913009,12.5,14.879672578545646
3.48,5.044040278096122,-3.044040278096126,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4477962458751854,0.05960952292013235,12.5,14.87991882038356
3.49,5.044122174350604,-3.0441221743506084,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.447885560250983,0.05961330171386136,12.5,14.880160414334282
3.5,5.04420252480343,-3.0442025248034352,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4479731903715845,0.05961700933424229,12.5,14.88039744817012
3.5100000000000002,5.044281358645522,-3.044281358645527,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.448059167983983,0.05962064711963924,12.5,14.88063000800429
3.52,5.044358704516044,-3.044358704516048,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.448143524237288,0.059624216383330965,12.5,14.88085817832233
3.5300000000000002,5.044434590512854,-3.0444345905128585,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4482262896939675,0.05962771841397805,12.5,14.881082042012919
3.54,5.044509044202755,-3.04450904420276,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4483074943408765,0.05963115447608147,12.5,14.881301680398128
3.5500000000000003,5.044582092631548,-3.0445820926315523,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.448387167600081,0.05963452581043266,12.5,14.881517173263067
3.56,5.044653762333895,-3.044653762333899,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4484653383394757,0.059637833634555326,12.5,14.88172859888499
3.5700000000000003,5.044724079342997,-3.044724079343,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4485420348832054,0.05964107914313917,12.5,14.881936034061841
3.58,5.044793069200085,-3.044793069200088,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4486172850218955,0.059644263508465564,12.5,14.882139554140252
3.59,5.044860756963735,-3.0448607569637387,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.448691116022677,0.05964738788082546,12.5,14.88233923304302
3.6,5.044927167219003,-3.044927167219006,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.448763554639042,0.059650453388929534,12.5,14.882535143296058
3.61,5.044992324086382,-3.0449923240863854,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.448834627120496,0.05965346114031079,12.5,14.88272735605483
3.62,5.045056251230602,-3.045056251230606,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.448904359222045,0.05965641222171969,12.5,14.882915941130278
3.63,5.04511897186925,-3.045118971869254,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.448972776213495,0.05965930769951218,12.5,14.88310096701429
3.64,5.0451805087812325,-3.0451805087812356,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4490399028885785,0.059662148620030254,12.5,14.883282500904636
3.65,5.045240884315073,-3.0452408843150764,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4491057635739124,0.059664936009975716,12.5,14.883460608729468
3.66,5.045300120397063,-3.045300120397066,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.449170382137787,0.05966767087677697,12.5,14.883635355171338
3.67,5.045358238539243,-3.045358238539246,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.449233781998788,0.05967035420894911,12.5,14.883806803690767
3.68,5.045415259847243,-3.0454152598472457,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.449295986134261,0.059672986976447046,12.5,14.883975016549366
3.69,5.045471205027971,-3.045471205027973,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.449357017088612,0.05967557013101256,12.5,14.884140054832514
3.7,5.045526094397154,-3.045526094397156,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4494168969814534,0.05967810460651457,12.5,14.884301978471605
3.71,5.04557994788674,-3.0455799478867416,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.449475647515602,0.05968059131928324,12.5,14.884460846265883
3.72,5.045632785052154,-3.0456327850521565,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4495332899849207,0.05968303116843792,12.5,14.884616715903856
3.73,5.045684625079425,-3.045684625079427,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4495898452820173,0.059685425036209015,12.5,14.884769643984304
3.74,5.045735486792165,-3.0457354867921667,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4496453339057926,0.05968777378825372,12.5,14.884919686036888
3.75,5.045785388658429,-3.0457853886584307,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.449699775968856,0.05969007827396616,12.5,14.885066896542368
3.7600000000000002,5.045834348797437,-3.045834348797438,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4497531912047945,0.059692339326781585,12.5,14.88521132895244
3.77,5.04588238498617,-3.0458823849861716,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.449805598975306,0.059694557764475006,12.5,14.885353035709201
3.7800000000000002,5.045929514665843,-3.045929514665845,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4498570182772035,0.059696734389454345,12.5,14.88549206826424
3.79,5.045975754948255,-3.045975754948257,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.449907467749283,0.059698869989047935,12.5,14.885628477097354
3.8000000000000003,5.046021122622014,-3.0460211226220157,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4499569656790623,0.05970096533578689,12.5,14.885762311734943
3.81,5.04606563415865,-3.0460656341586514,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.450005530009394,0.0597030211876821,12.5,14.885893620768018
3.8200000000000003,5.04610930571861,-3.0461093057186113,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.450053178344961,0.05970503828849635,12.5,14.8860224518699
3.83,5.046152153157139,-3.04615215315714,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4500999279586346,0.05970701736801077,12.5,14.88614885181356
3.84,5.0461941920300495,-3.0461941920300504,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4501457957977304,0.05970895914228712,12.5,14.886272866488646
3.85,5.046235437599383,-3.046235437599383,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.450190798490134,0.0597108643139246,12.5,14.88639454091818
3.86,5.046275904838961,-3.046275904838961,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4502349523503173,0.0597127335723121,12.5,14.886513919274934
3.87,5.046315608439836,-3.046315608439836,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4502782733852415,0.05971456759387579,12.5,14.886631044897518
3.88,5.046354562815636,-3.046354562815636,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.450320777300146,0.05971636704232204,12.5,14.886745960306127
3.89,5.046392782107805,-3.0463927821078056,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.450362479504234,0.059718132568875856,12.5,14.886858707218027
3.9,5.046430280190753,-3.0464302801907537,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4504033951162443,0.059719864812514824,12.5,14.886969326562722
3.91,5.046467070676898,-3.0464670706768993,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.450443538969925,0.0597215644001987,12.5,14.88707785849685
3.92,5.04650316692162,-3.046503166921622,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4504829256193985,0.059723231947094835,12.5,14.88718434241878
3.93,5.046538582028119,-3.046538582028121,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.450521569344431,0.05972486805679923,12.5,14.887288816982952
3.94,5.046573328852179,-3.0465733288521806,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.450559484155598,0.05972647332155358,12.5,14.88739132011393
3.95,5.046607420006844,-3.046607420006846,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4505966837993554,0.05972804832245825,12.5,14.887491889020191
3.96,5.046640867867008,-3.0466408678670103,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4506331817630147,0.05972959362968124,12.5,14.887590560207673
3.97,5.04667368457391,-3.046673684573913,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.450668991279627,0.05973110980266342,12.5,14.887687369493035
3.98,5.0467058820395545,-3.0467058820395576,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4507041253327704,0.05973259739031962,12.5,14.887782352016687
3.99,5.046737471951039,-3.046737471951043,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4507385966612474,0.059734056931236214,12.5,14.887875542255568
4.0,5.046768465774807,-3.04676846577481,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4507724177637034,0.05973548895386506,12.5,14.887966974035683
4.01,5.046798874760811,-3.0467988747608143,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4508056009031414,0.05973689397671347,12.5,14.888056680544395
4.0200000000000005,5.046828709946611,-3.0468287099466145,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.450838158111372,0.05973827250853121,12.5,14.888144694342504
4.03,5.046857982161383,-3.0468579821613857,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4508701011933614,0.05973962504849336,12.5,14.88823104737608
4.04,5.046886702029852,-3.0468867020298553,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4509014417315083,0.05974095208638019,12.5,14.888315770988063
4.05,5.046914879976163,-3.046914879976167,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.450932191089837,0.059742254102753654,12.5,14.888398895929683
4.0600000000000005,5.046942526227666,-3.0469425262276704,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.450962360418116,0.05974353156913038,12.5,14.888480452371617
4.07,5.046969650818632,-3.0469696508186357,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.450991960655885,0.05974478494815148,12.5,14.888560469914964
4.08,5.0469962635939005,-3.046996263593905,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451021002536427,0.05974601469374935,12.5,14.888638977602007
4.09,5.047022374212463,-3.047022374212468,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4510494965906493,0.059747221251311204,12.5,14.888716003926767
4.1,5.0470479921509686,-3.0470479921509734,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4510774531508988,0.05974840505783963,12.5,14.888791576845358
4.11,5.047073126707169,-3.0470731267071742,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4511048823547017,0.059749566542109986,12.5,14.88886572378615
4.12,5.047097787003302,-3.047097787003306,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4511317941484387,0.059750706124825116,12.5,14.88893847165974
4.13,5.047121981989397,-3.0471219819894015,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451158198290942,0.05975182421876683,12.5,14.889009846868722
4.14,5.04714572044654,-3.0471457204465446,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451184104357034,0.05975292122894498,12.5,14.889079875317295
4.15,5.047169010990056,-3.0471690109900607,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451209521740994,0.05975399755274332,12.5,14.889148582420667
4.16,5.047191862072642,-3.0471918620726464,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.45123445965996,0.059755053580062875,12.5,14.889215993114297
4.17,5.047214281987439,-3.047214281987444,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451258927157265,0.059756089693462605,12.5,14.889282131862947
4.18,5.047236278871046,-3.047236278871051,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4512829331057198,0.05975710626829741,12.5,14.889347022669586
4.19,5.047257860706475,-3.04725786070648,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4513064862108194,0.059758103672853495,12.5,14.889410689084102
4.2,5.047279035326052,-3.0472790353260573,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4513295950138994,0.059759082268481256,12.5,14.889473154211855
4.21,5.0472998104142635,-3.0472998104142697,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4513522678952318,0.059760042409725704,12.5,14.889534440722079
4.22,5.047320193510549,-3.047320193510555,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4513745130770577,0.05976098444445446,12.5,14.88959457085612
4.23,5.0473401920120375,-3.0473401920120438,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4513963386265694,0.05976190871398315,12.5,14.889653566435511
4.24,5.047359813176238,-3.047359813176244,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451417752458827,0.059762815553198755,12.5,14.889711448869901
4.25,5.047379064123673,-3.0473790641236786,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451438762339635,0.05976370529068041,12.5,14.889768239164836
4.26,5.047397951840468,-3.0473979518404737,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451459375888346,0.05976457824881807,12.5,14.889823957929382
4.2700000000000005,5.047416483180888,-3.047416483180894,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4514796005806283,0.059765434743928855,12.5,14.889878625383622
4.28,5.047434664869829,-3.0474346648698347,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4514994437511732,0.059766275086371445,12.5,14.889932261365997
4.29,5.047452503505258,-3.0474525035052635,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4515189125963484,0.059767099580657825,12.5,14.889984885340512
4.3,5.047470005560611,-3.0474700055606165,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4515380141768106,0.05976790852556364,12.5,14.890036516403804
4.3100000000000005,5.047487177387146,-3.047487177387152,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4515567554200617,0.059768702214235796,12.5,14.890087173292082
4.32,5.047504025216249,-3.047504025216254,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451575143122958,0.059769480934298534,12.5,14.890136874387935
4.33,5.047520555161694,-3.047520555161699,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451593183954175,0.05977024496795721,12.5,14.890185637726997
4.34,5.04753677322187,-3.0475367732218746,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451610884456621,0.05977099459210035,12.5,14.890233481004516
4.3500000000000005,5.047552685281953,-3.047552685281958,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451628251049813,0.059771730078399636,12.5,14.890280421581764
4.36,5.04756829711605,-3.0475682971160545,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451645290032196,0.05977245169340805,12.5,14.890326476492348
4.37,5.04758361438929,-3.0475836143892945,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4516620075834354,0.059773159698656216,12.5,14.890371662448407
4.38,5.047598642659885,-3.04759864265989,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4516784097666435,0.05977385435074695,12.5,14.890415995846663
4.39,5.047613387381149,-3.047613387381154,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4516945025305894,0.05977453590144791,12.5,14.89045949277439
4.4,5.0476278539034745,-3.04762785390348,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4517102917118465,0.05977520459778268,12.5,14.890502169015251
4.41,5.047642047476281,-3.0476420474762866,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451725783036912,0.05977586068212001,12.5,14.890544040055032
4.42,5.047655973249918,-3.0476559732499227,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4517409821242793,0.059776504392261426,12.5,14.890585121087259
4.43,5.047669636277533,-3.0476696362775377,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4517558944864755,0.059777135961527145,12.5,14.890625427018723
4.44,5.047683041516913,-3.0476830415169176,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4517705255320625,0.059777755618840606,12.5,14.890664972474893
4.45,5.047696193832279,-3.0476961938322837,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451784880567592,0.059778363588811036,12.5,14.890703771805224
4.46,5.047709097996056,-3.04770909799606,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451798964799532,0.059778960091814756,12.5,14.890741839088365
4.47,5.047721758690602,-3.0477217586906065,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451812783336153,0.05977954534407488,12.5,14.890779188137277
4.48,5.047734180509913,-3.0477341805099174,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4518263411893804,0.059780119557739465,12.5,14.890815832504245
4.49,5.047746367961287,-3.047746367961292,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4518396432766094,0.059780682940958285,12.5,14.890851785485799
4.5,5.0477583254669645,-3.047758325466969,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4518526944224903,0.05978123569795804,12.5,14.890887060127547
4.51,5.047770057365728,-3.0477700573657325,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4518654993606734,0.05978177802911623,12.5,14.890921669228899
4.5200000000000005,5.047781567914485,-3.0477815679144897,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4518780627355277,0.05978231013103373,12.5,14.89095562534773
4.53,5.047792861289808,-3.0477928612898126,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451890389103825,0.059782832196605795,12.5,14.890988940804935
4.54,5.047803941589453,-3.0478039415894576,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4519024829363874,0.059783344415091894,12.5,14.891021627688886
4.55,5.047814812833847,-3.047814812833852,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4519143486197152,0.05978384697218417,12.5,14.89105369785985
4.5600000000000005,5.047825478967549,-3.0478254789675536,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4519259904575694,0.05978434005007458,12.5,14.891085162954269
4.57,5.047835943860678,-3.0478359438606826,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451937412672537,0.05978482382752088,12.5,14.891116034389
4.58,5.047846211310322,-3.0478462113103277,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451948619407558,0.0597852984799112,12.5,14.89114632336545
4.59,5.0478562850419175,-3.047856285041923,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451959614727433,0.05978576417932771,12.5,14.891176040873658
4.6000000000000005,5.0478661687105975,-3.047866168710602,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451970402620289,0.059786221094608655,12.5,14.891205197696264
4.61,5.04787586590252,-3.0478758659025242,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.451980986999031,0.059786669391409496,12.5,14.891233804412435
4.62,5.047885380136172,-3.0478853801361763,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.45199137170276,0.05978710923226305,12.5,14.89126187140171
4.63,5.047894714863645,-3.0478947148636495,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4520015604981613,0.059787540776638046,12.5,14.891289408847754
4.64,5.047903873471889,-3.0479038734718937,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.452011557080874,0.059787964180997064,12.5,14.891316426742074
4.65,5.047912859283941,-3.0479128592839464,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.452021365076828,0.05978837959885301,12.5,14.891342934887627
4.66,5.047921675560133,-3.0479216755601386,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4520309880435622,0.059788787180824816,12.5,14.891368942902393
4.67,5.047930325499273,-3.0479303254992787,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4520404294715106,0.05978918707469182,12.5,14.891394460222855
4.68,5.047938812239808,-3.047938812239814,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4520496927852684,0.05978957942544733,12.5,14.891419496107435
4.69,5.047947138860963,-3.0479471388609696,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.452058781344835,0.05978996437535111,12.5,14.891444059639843
4.7,5.04795530838386,-3.0479553083838664,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4520676984468315,0.05979034206398091,12.5,14.891468159732387
4.71,5.04796332377261,-3.0479633237726165,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.4520764473256964,0.0597907126282829,12.5,14.8914918051292
4.72,5.047971187935395,-3.0479711879354014,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.452085031154858,0.05979107620262139,12.5,14.891515004409415
