Time,X,ES,k1,k2,k3,k4,A,B,V,value,default,Reaction1,Reaction2,Reaction6,Reaction7
0.12,1.976253388527293,0.02374661147270795,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.23151888805659782,-4.39823126661853e-05,12.5,5.829947496155515
0.13,2.0443827233879834,-0.04438272338798234,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.25621415955591414,9.097185737323832e-05,12.5,6.030929033994552
0.14,2.1107757407610865,-0.1107757407610856,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.2813518184429313,0.0002493356488199555,12.5,6.226788435245206
0.15,2.17548673626722,-0.17548673626721892,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.30687069640888565,0.0004308138957507538,12.5,6.417685871988299
0.16,2.2385678517156364,-0.23856785171563546,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.3327141810022948,0.000634999259176359,12.5,6.603775162561128
0.17,2.3000691827499957,-0.3000691827499948,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.3588298875223485,0.000861390328760832,12.5,6.785204089112487
0.18,2.360038874788782,-0.3600388747887811,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.38516935388706225,0.001109407526212961,12.5,6.962114680626907
0.19,2.418523222382885,-0.41852322238288375,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.41168776257868905,0.0013784071120802642,12.5,7.134643506029511
0.2,2.4755667520276416,-0.4755667520276402,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.4383436790060455,0.001667693437574017,12.5,7.302921918481544
0.21,2.5312123212508517,-0.5312123212508505,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.46509881928015273,0.0019765297872067224,12.5,7.467076347690013
0.22,2.5855011819900913,-0.58550118199009,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.49191782160984815,0.0023041477279564554,12.5,7.62722848687077
0.23,2.6384730385631494,-0.6384730385631477,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.5187680323993811,0.0026497552156436732,12.5,7.783495463761291
0.24,2.6901661623759123,-0.6901661623759103,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.5456193382579717,0.003012544038428713,12.5,7.935990179008942
0.25,2.740617438617408,-0.7406174386174064,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.5724439807483721,0.0033916959581904976,12.5,8.084821443921355
0.26,2.789862416424654,-0.7898624164246525,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.5992163863384987,0.003786388022996606,12.5,8.23009412845273
0.27,2.8379353786318817,-0.8379353786318804,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.625913020159032,0.004195797308300665,12.5,8.37190936696405
0.28,2.884869401650404,-0.8848694016504031,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.6525122475514028,0.004619104976482961,12.5,8.510364734868693
0.29,2.930696398500704,-0.9306963985007033,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.6789941978021153,0.005055499635978427,12.5,8.645554375577078
0.3,2.975447180516126,-0.9754471805161251,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.7053406492230286,0.005504180380704136,12.5,8.777569182522573
0.31,3.0191514974751152,-1.0191514974751144,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.7315349120677339,0.005964359208713261,12.5,8.906496917551591
0.32,3.06183807226215,-1.0618380722621485,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.7575617170190218,0.006435262985752658,12.5,9.032422313173342
0.33,3.1035346842927054,-1.103534684292704,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.783407142277814,0.0069161356274095856,12.5,9.155427318663481
0.34,3.144268142919219,-1.1442681429192174,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.8090584813988946,0.0074062387681868526,12.5,9.275591021611696
0.35000000000000003,3.1840644117640715,-1.1840644117640702,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.8345042119798094,0.007904853910980104,12.5,9.392990014704012
0.36,3.2229485623186136,-1.2229485623186127,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.8597338647639606,0.008411282351117688,12.5,9.50769825883991
0.37,3.2609448558952114,-1.260944855895211,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.8847379796753075,0.00892484643429361,12.5,9.619787324890874
0.38,3.298076776230346,-1.2980767762303453,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.9095080374815525,0.009444890089997137,12.5,9.72932648987952
0.39,3.334367041132852,-1.3343670411328514,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.9340363828632239,0.009970778916093055,12.5,9.836382771341913
0.4,3.369837648170649,-1.3698376481706485,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.9583161752229172,0.010501900605370018,12.5,9.941021062103415
0.41000000000000003,3.404509897532259,-1.4045098975322587,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,0.9823413293835427,0.01103766495899346,12.5,10.043304197720165
0.42,3.4384044158689813,-1.4384044158689813,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.0061064613437996,0.011577503814649885,12.5,10.143293026813495
0.43,3.4715411853779297,-1.4715411853779292,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.0296068419676725,0.012120870981618685,12.5,10.241046496864893
0.44,3.5039395707151355,-1.5039395707151348,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.0528383533409877,0.012667242089248604,12.5,10.33662173360965
0.45,3.535618341940982,-1.5356183419409817,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.0757974461514221,0.013216114324187117,12.5,10.430074108725897
0.46,3.5665956960163503,-1.5665956960163496,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.0984810995391205,0.013767006101546355,12.5,10.521457303248233
0.47000000000000003,3.596889276983651,-1.5968892769836507,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.1208867832675586,0.014319456679301297,12.5,10.610823367101771
0.48,3.6265161976439164,-1.6265161976439158,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.1430124240955728,0.014873025775197493,12.5,10.698222783049554
0.49,3.6554930608270966,-1.655493060827096,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.164856374831355,0.015427293163148127,12.5,10.783704529439936
0.5,3.683835977144623,-1.6838359771446223,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.186417383523255,0.01598185819428997,12.5,10.867316132576638
0.51,3.711560581767348,-1.7115605817673476,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.2076945644434192,0.01653633929052834,12.5,10.949103716213678
0.52,3.7386820512491665,-1.7386820512491659,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.228687371490021,0.01709037343524973,12.5,11.029112051185042
0.53,3.765215120403654,-1.7652151204036535,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.249395573901518,0.017643615667330886,12.5,11.10738460519078
0.54,3.7911740984101114,-1.7911740984101108,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.2698192335254732,0.018195738566030465,12.5,11.18396359030983
0.55,3.8165728838332114,-1.8165728838332111,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.2899586832533294,0.01874643172210554,12.5,11.258890007307974
0.56,3.8414249787658425,-1.8414249787658425,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.309814506646437,0.019295401200708866,12.5,11.332203687359236
0.5700000000000001,3.865743502438257,-1.8657435024382572,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.3293875189046416,0.0198423690049508,12.5,11.403943332192858
0.58,3.8895412044101483,-1.889541204410149,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.3486787491673038,0.020387072544511674,12.5,11.474146553009938
0.59,3.9128304772735363,-1.912830477273537,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.3676894239928539,0.020929264109265745,12.5,11.542849907956933
0.6,3.935623368813211,-1.9356233688132118,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.3864209518802526,0.02146871034777339,12.5,11.610088937998974
0.61,3.9579315935467503,-1.957931593546751,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.4048749086778523,0.022005191749451775,12.5,11.675898200962914
0.62,3.97976654382362,-1.9797665438236205,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.4230530239417019,0.02253850213509451,12.5,11.74031130427968
0.63,4.001139300534617,-2.0011393005346174,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.4409571682097633,0.023068448157533023,12.5,11.803360936577121
0.64,4.0220606433981585,-2.022060643398158,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.45858934109291,0.023594848812032207,12.5,11.865078898024569
0.65,4.04254106081057,-2.0425410608105694,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.4759516601034652,0.024117534956262825,12.5,11.925496129391181
0.66,4.062590759294485,-2.0625907592944848,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.493046350185255,0.024636348840723715,12.5,11.984642739918732
0.67,4.082219672586316,-2.082219672586316,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.5098757339197295,0.025151143650626893,12.5,12.042548034129632
0.68,4.101437470381555,-2.1014374703815544,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.526442222368195,0.02566178305965615,12.5,12.099240537625587
0.6900000000000001,4.120253566742988,-2.1202535667429867,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.5427483065018388,0.026168140795577825,12.5,12.154748021891814
0.7000000000000001,4.138677128181565,-2.138677128181565,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.5587965491781972,0.026670100217726086,12.5,12.209097528135619
0.71,4.156717081427718,-2.156717081427718,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.5745895776326302,0.027167553906546793,12.5,12.26231539021177
0.72,4.174382120911003,-2.1743821209110017,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.5901300764564528,0.027660403265358048,12.5,12.314427256687459
0.73,4.191680715961177,-2.191680715961177,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.6054207810319558,0.02814855813432855,12.5,12.365458112085474
0.74,4.208621117741023,-2.2086211177410227,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.6204644713945613,0.02863193641656857,12.5,12.415432297336018
0.75,4.225211365921746,-2.225211365921745,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.6352639664951072,0.029110463716217522,12.5,12.464373529469151
0.76,4.241459295112832,-2.241459295112831,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.6498221188383448,0.029584072988423644,12.5,12.512304920582855
0.77,4.257372541057688,-2.2573725410576873,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.6641418094753166,0.03005270420108507,12.5,12.55924899612018
0.78,4.272958546605109,-2.2729585466051083,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.678225943328064,0.03051630400817555,12.5,12.605227712485071
0.79,4.28822456746576,-2.2882245674657598,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.6920774448261375,0.030974825434446858,12.5,12.650262474023993
0.8,4.303177677762414,-2.3031776777624136,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.705699253835637,0.031428227571281955,12.5,12.694374149399122
0.81,4.317824775383685,-2.3178247753836843,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.7190943218640182,0.03187647528350269,12.5,12.737583087381871
0.8200000000000001,4.332172587148526,-2.332172587148525,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.7322656085231154,0.032319538926862165,12.5,12.779909132088154
0.8300000000000001,4.346227673789441,-2.3462276737894396,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.745216078234848,0.032757394075975034,12.5,12.821371637678851
0.84,4.359996434762286,-2.359996434762286,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.7579486971653073,0.033190021262441055,12.5,12.861989482548745
0.85,4.373485112889843,-2.3734851128898424,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.770466430373509,0.03361740572290195,12.5,12.901781083025037
0.86,4.386699798845749,-2.3866997988457475,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.78277223916171,0.03403953715676031,12.5,12.94076440659496
0.87,4.399646435485179,-2.399646435485178,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.7948690786150718,0.03445640949328979,12.5,12.978956984681279
0.88,4.412330822028483,-2.412330822028481,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.8067598953192883,0.0348680206678694,12.5,13.016375924984027
0.89,4.424758618103736,-2.4247586181037333,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.8184476252455457,0.035274372407075275,12.5,13.053037923406022
0.9,4.43693534765384,-2.436935347653837,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.8299351917927515,0.03567547002236372,12.5,13.088959275578828
0.91,4.448866402713483,-2.44886640271348,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.8412255039775187,0.03607132221207796,12.5,13.124155888004776
0.92,4.460557047061061,-2.4605570470610596,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.8523214547630038,0.03646194087151605,12.5,13.158643288830131
0.93,4.472012419750453,-2.4720124197504507,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.8632259195182224,0.036847340910800025,12.5,13.192436638263839
0.9400000000000001,4.483237538527314,-2.4832375385273115,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.8739417545999766,0.037227540080291215,12.5,13.225550738655578
0.9500000000000001,4.494237303134368,-2.494237303134366,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.8844717960500135,0.03760255880330051,12.5,13.258000044246387
0.96,4.505016498509928,-2.5050164985099257,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.8948188584004069,0.03797242001584612,12.5,13.289798670604288
0.97,4.515579797883713,-2.51557979788371,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.9049857335806157,0.03833714901321665,12.5,13.320960403756953
0.98,4.525931765773863,-2.5259317657738602,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.9149751899200467,0.03869677330310305,12.5,13.351498709032896
0.99,4.5360768608888735,-2.5360768608888704,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.9247899712403103,0.03905132246506809,12.5,13.381426739622178
1.0,4.546019438937996,-2.5460194389379933,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.934432796031697,0.03940082801612704,12.5,13.41075734486709
1.01,4.555763755353527,-2.5557637553535244,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.9439063567087211,0.0397453232822198,12.5,13.439503078292905
1.02,4.56531396792823,-2.565313967928227,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.953213318939884,0.04008484327535953,12.5,13.467676205388278
1.03,4.574674139371019,-2.5746741393710164,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.962356321047074,0.04041942457624923,12.5,13.495288711144505
1.04,4.583848239783892,-2.5838482397838898,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.9713379734703194,0.040749105222163434,12.5,13.522352307362482
1.05,4.5928401490629716,-2.5928401490629702,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.9801608582938166,0.04107392459989761,12.5,13.548878439735766
1.06,4.601653659226397,-2.601653659226396,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.988827528829435,0.04139392334359433,12.5,13.574878294717871
1.07,4.610292476671696,-2.6102924766716957,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,1.9973405092540737,0.041709143237260174,12.5,13.600362806181504
1.08,4.618760224365156,-2.6187602243651558,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.005702294297501,0.04201962712179385,12.5,13.62534266187721
1.09,4.627060443965602,-2.627060443965602,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.0139153489774664,0.04232541880635107,12.5,13.649828309698528
1.1,4.63519659788491,-2.6351965978849092,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.0219821083790723,0.04262656298387751,12.5,13.673829963760486
1.11,4.643172071287459,-2.643172071287458,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.02990497747557,0.04292310515064661,12.5,13.697357610298006
1.12,4.650990174030674,-2.6509901740306723,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.037686330987904,0.04321509152964439,12.5,13.720421013390489
1.1300000000000001,4.65865414254868,-2.658654142548679,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.0453285132804755,0.04350256899764854,12.5,13.743029720518606
1.1400000000000001,4.666167141681057,-2.666167141681057,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.0528338382907485,0.04378558501585439,12.5,13.76519306795912
1.1500000000000001,4.673532266448555,-2.673532266448554,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.060204589490465,0.044064187563905254,12.5,13.786920186023236
1.16,4.68075254377759,-2.6807525437775896,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.0674430198763347,0.04433842507718966,12.5,13.808220004143891
1.17,4.68783093417527,-2.6878309341752704,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.074551351988238,0.04460834638727293,12.5,13.829101255817049
1.18,4.6947703333565975,-2.6947703333565975,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.0815317779530345,0.04487400066533479,12.5,13.849572483401964
1.19,4.701573573825465,-2.7015735738254656,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.088386459552219,0.04513543736848959,12.5,13.869642042785124
1.2,4.708243426410996,-2.708243426410997,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.0951175283117633,0.04539270618887028,12.5,13.88931810791244
1.21,4.7147826017606915,-2.7147826017606933,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.1017270856125547,0.045645857005361334,12.5,13.90860867519404
1.22,4.721193751791826,-2.721193751791828,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.1082172028199615,0.04589493983786976,12.5,13.927521567785886
1.23,4.727479471102453,-2.727479471102454,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.1145899214311212,0.04614000480402825,12.5,13.946064439752236
1.24,4.733642298343342,-2.733642298343344,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.1208472532386273,0.04638110207822723,12.5,13.964244780112859
1.25,4.739684717552124,-2.7396847175521257,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.126991180509404,0.04661828185287813,12.5,13.982069916778766
1.26,4.745609159450846,-2.7456091594508485,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.1330236561775506,0.04685159430181132,12.5,13.999547020379998
1.27,4.751418002708134,-2.751418002708137,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.1389466040500986,0.047081089545718956,12.5,14.016683107988998
1.28,4.757113575167075,-2.7571135751670783,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.1447619190246154,0.047306817619553236,12.5,14.033485046742873
1.29,4.762698155039922,-2.7626981550399248,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.1504714673176903,0.04752882844179661,12.5,14.04995955736777
1.3,4.7681739720706595,-2.768173972070663,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.1560770867033714,0.047747171785521667,12.5,14.066113217608446
1.31,4.773543208666457,-2.77354320866646,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.1615805867607034,0.04796189725116323,12.5,14.081952465566047
1.32,4.778808000998959,-2.778808000998962,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.1669837491295247,0.04817305424092675,12.5,14.09748360294693
1.33,4.7839704400763745,-2.783970440076378,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.17228832777378,0.04838069193476113,12.5,14.112712798225306
1.34,4.789032572787258,-2.789032572787262,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.1774960492516104,0.04858485926782647,12.5,14.127646089722413
1.35,4.793996402916852,-2.793996402916856,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.1826086129915434,0.048785604909389685,12.5,14.142289388604715
1.36,4.798863892136838,-2.7988638921368416,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.187627691574146,0.04898297724308432,12.5,14.156648481803673
1.37,4.803636960969306,-2.8036369609693095,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.1925549310185346,0.04917702434847256,12.5,14.170729034859454
1.3800000000000001,4.80831748972572,-2.8083174897257237,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.197391951073184,0.04936779398385075,12.5,14.184536594690876
1.3900000000000001,4.812907319421639,-2.8129073194216425,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.20214034551049,0.049555333570241236,12.5,14.198076592293837
1.4000000000000001,4.817408252667905,-2.8174082526679074,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.2068016824245915,0.04973969017651568,12.5,14.211354345370319
1.41,4.821822054539047,-2.82182205453905,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.211377504532013,0.04992091050559965,12.5,14.224375060890189
1.42,4.826150453419537,-2.82615045341954,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.2158693294746477,0.05009904088170577,12.5,14.237143837587634
1.43,4.8303951418285305,-2.830395141828533,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.2202786501246567,0.05027412723854749,12.5,14.249665668394165
1.44,4.83455777722378,-2.8345577772237824,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.2246069348909385,0.05044621510848851,12.5,14.261945442810152
1.45,4.838639982785306,-2.8386399827853093,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.228855628026794,0.05061534961258329,12.5,14.273987949216654
1.46,4.842643348179431,-2.8426433481794344,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.2330261499384467,0.05078157545146601,12.5,14.285797877129323
1.47,4.846569430303713,-2.846569430303717,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.2371198974940896,0.050944936897046815,12.5,14.297379819395955
1.48,4.850419754013359,-2.8504197540133624,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.2411382443331584,0.05110547778497643,12.5,14.30873827433941
1.49,4.854195812829632,-2.8541958128296354,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.245082541175572,0.05126324150784182,12.5,14.319877647847415
1.5,4.857899069630784,-2.8578990696307875,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.2489541161306628,0.05141827100905716,12.5,14.330802255410815
1.51,4.861530957326001,-2.8615309573260044,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.2527542750055676,0.05157060877741537,12.5,14.341516324111703
1.52,4.865092879512838,-2.865092879512841,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.2564843016128417,0.05172029684226762,12.5,14.352023994562874
1.53,4.868586211118618,-2.868586211118621,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.260145458077087,0.05186737676929844,12.5,14.362329322799924
1.54,4.872012299026239,-2.872012299026242,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.2637389851404044,0.05201188965686734,12.5,14.372436282127406
1.55,4.875372462684828,-2.875372462684831,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.2672661024664835,0.05215387613288706,12.5,14.382348764920243
1.56,4.8786679947056575,-2.87866799470566,3.0,0.6,0.25,2.95,1.0,2.0,25.0,1.0,1.0,2.2707280089431596,0.05229337635221101,12.5,14.39207058438169
