T,H17,H17INF,H18,H18INF,HKA,HKAINF,M17,M17INF,M18,M18INF,N,NKA,NKAINF,NKINF,S17,S17INF,V
2.9000001,0.41886976,0.41886625,0.99981004,0.99981022,0.97350395,0.97350329,0.0028910381,0.0028910378,0.0047685634,0.004768563,0.056177143,1.3311839e-07,3.0823145e-07,0.056177154,0.91058499,0.91058487,-66.477852
3.0,0.41886976,0.41886628,0.99981004,0.99981022,0.97350395,0.97350329,0.0028910378,0.0028910376,0.004768563,0.004768563,0.056177143,1.3649955e-07,3.0823139e-07,0.05617715,0.91058499,0.91058487,-66.477852
3.0999999,0.41886976,0.41886631,0.99981004,0.99981022,0.97350395,0.97350329,0.0028910376,0.0028910374,0.004768563,0.0047685625,0.056177143,1.3981541e-07,3.0823134e-07,0.05617715,0.91058499,0.91058487,-66.477852
3.2,0.41886973,0.41886634,0.99981004,0.99981022,0.97350395,0.97350329,0.0028910374,0.0028910371,0.0047685625,0.0047685625,0.056177143,1.4306725e-07,3.0823131e-07,0.056177147,0.91058499,0.91058487,-66.477852
3.3,0.41886973,0.41886637,0.9998101,0.99981022,0.97350395,0.97350329,0.0028910371,0.0028910369,0.0047685625,0.004768562,0.056177143,1.4625631e-07,3.0823125e-07,0.056177147,0.91058499,0.91058487,-66.477852
3.4000001,0.41886973,0.4188664,0.9998101,0.99981022,0.97350395,0.97350329,0.0028910369,0.0028910367,0.0047685625,0.004768562,0.056177143,1.4938378e-07,3.0823119e-07,0.056177143,0.91058499,0.91058487,-66.477859
3.5,0.41886973,0.41886643,0.9998101,0.99981022,0.97350395,0.97350335,0.0028910367,0.0028910364,0.004768562,0.0047685616,0.056177143,1.5245087e-07,3.0823111e-07,0.056177139,0.91058499,0.91058493,-66.477859
3.5999999,0.4188697,0.41886646,0.9998101,0.99981022,0.97350395,0.97350335,0.0028910362,0.002891036,0.004768562,0.0047685616,0.056177143,1.5545874e-07,3.0823105e-07,0.056177139,0.91058499,0.91058493,-66.477859
3.7,0.4188697,0.41886649,0.9998101,0.99981022,0.97350395,0.97350335,0.002891036,0.0028910358,0.0047685616,0.0047685611,0.056177143,1.5840853e-07,3.0823099e-07,0.056177136,0.91058499,0.91058493,-66.477859
3.8,0.4188697,0.41886654,0.9998101,0.99981022,0.97350395,0.97350335,0.0028910358,0.0028910355,0.0047685616,0.0047685611,0.056177143,1.6130136e-07,3.0823091e-07,0.056177132,0.91058499,0.91058493,-66.477859
3.9000001,0.4188697,0.41886657,0.9998101,0.99981022,0.97350395,0.97350335,0.0028910353,0.0028910351,0.0047685611,0.0047685606,0.056177143,1.6413834e-07,3.0823085e-07,0.056177132,0.91058499,0.91058493,-66.477859
4.0,0.41886967,0.4188666,0.9998101,0.99981022,0.97350395,0.97350335,0.0028910351,0.0028910348,0.0047685611,0.0047685606,0.056177139,1.6692053e-07,3.0823077e-07,0.056177128,0.91058499,0.91058493,-66.477859
4.0999999,0.41886967,0.41886666,0.9998101,0.99981022,0.97350395,0.97350335,0.0028910346,0.0028910344,0.0047685606,0.0047685602,0.056177139,1.69649e-07,3.0823071e-07,0.056177124,0.91058499,0.91058493,-66.477859
4.1999998,0.41886967,0.41886669,0.9998101,0.99981022,0.97350395,0.97350335,0.0028910344,0.0028910341,0.0047685602,0.0047685597,0.056177139,1.723248e-07,3.0823063e-07,0.056177121,0.91058499,0.91058493,-66.477867
4.3000002,0.41886967,0.41886672,0.9998101,0.99981022,0.97350395,0.97350335,0.0028910339,0.0028910337,0.0047685602,0.0047685597,0.056177136,1.7494892e-07,3.0823054e-07,0.056177117,0.91058499,0.91058493,-66.477867
4.4000001,0.41886967,0.41886678,0.9998101,0.99981022,0.97350395,0.97350335,0.0028910337,0.0028910334,0.0047685597,0.0047685592,0.056177136,1.7752238e-07,3.0823048e-07,0.056177117,0.91058499,0.91058493,-66.477867
4.5,0.41886964,0.41886681,0.9998101,0.99981022,0.97350395,0.97350335,0.0028910332,0.002891033,0.0047685597,0.0047685592,0.056177132,1.8004614e-07,3.082304e-07,0.056177113,0.91058499,0.91058499,-66.477867
4.5999999,0.41886964,0.41886684,0.9998101,0.99981022,0.97350395,0.97350341,0.002891033,0.0028910327,0.0047685592,0.0047685588,0.056177132,1.8252118e-07,3.0823031e-07,0.056177109,0.91058499,0.91058499,-66.477867
4.6999998,0.41886964,0.4188669,0.9998101,0.99981022,0.97350395,0.97350341,0.0028910325,0.0028910323,0.0047685588,0.0047685583,0.056177128,1.8494842e-07,3.0823023e-07,0.056177106,0.91058499,0.91058499,-66.477867
4.8000002,0.41886964,0.41886693,0.9998101,0.99981022,0.97350395,0.97350341,0.0028910323,0.002891032,0.0047685588,0.0047685583,0.056177128,1.8732879e-07,3.0823014e-07,0.056177102,0.91058499,0.91058499,-66.477867
4.9000001,0.41886961,0.41886699,0.9998101,0.99981022,0.97350395,0.97350341,0.0028910318,0.0028910316,0.0047685583,0.0047685578,0.056177124,1.896632e-07,3.0823009e-07,0.056177098,0.91058499,0.91058499,-66.477875
5.0,0.41886961,0.41886702,0.9998101,0.99981022,0.97350395,0.97350341,0.0028910313,0.0028910311,0.0047685578,0.0047685574,0.056177121,1.9195254e-07,3.0823e-07,0.056177098,0.91058499,0.91058499,-66.477875
5.0999999,0.41886961,0.41886705,0.9998101,0.99981022,0.97350395,0.97350341,0.0028910311,0.0028910309,0.0047685578,0.0047685574,0.056177121,1.9419767e-07,3.0822991e-07,0.056177095,0.91058499,0.91058499,-66.477875
5.1999998,0.41886961,0.41886711,0.9998101,0.99981022,0.97350395,0.97350341,0.0028910306,0.0028910304,0.0047685574,0.0047685569,0.056177117,1.9639945e-07,3.0822983e-07,0.056177091,0.91058499,0.91058499,-66.477875
5.3000002,0.41886961,0.41886714,0.9998101,0.99981022,0.97350395,0.97350341,0.0028910304,0.0028910302,0.0047685569,0.0047685564,0.056177113,1.9855872e-07,3.0822974e-07,0.056177087,0.91058499,0.91058505,-66.477875
5.4000001,0.41886958,0.4188672,0.9998101,0.99981022,0.97350395,0.97350341,0.0028910299,0.0028910297,0.0047685569,0.0047685564,0.056177113,2.006763e-07,3.0822966e-07,0.056177083,0.91058499,0.91058505,-66.477875
5.5,0.41886958,0.41886723,0.9998101,0.99981022,0.97350395,0.97350347,0.0028910295,0.0028910292,0.0047685564,0.004768556,0.056177109,2.0275297e-07,3.082296e-07,0.05617708,0.91058499,0.91058505,-66.477875
5.5999999,0.41886958,0.41886726,0.9998101,0.99981022,0.97350395,0.97350347,0.0028910292,0.002891029,0.004768556,0.004768556,0.056177106,2.0478956e-07,3.0822952e-07,0.05617708,0.91058499,0.91058505,-66.477882
5.6999998,0.41886958,0.41886732,0.9998101,0.99981022,0.97350395,0.97350347,0.0028910288,0.0028910285,0.004768556,0.0047685555,0.056177106,2.0678682e-07,3.0822943e-07,0.056177076,0.91058499,0.91058505,-66.477882
5.8000002,0.41886958,0.41886735,0.9998101,0.99981022,0.97350395,0.97350347,0.0028910285,0.0028910283,0.0047685555,0.0047685551,0.056177102,2.0874552e-07,3.0822935e-07,0.056177072,0.91058499,0.91058505,-66.477882
5.9000001,0.41886958,0.41886741,0.9998101,0.99981022,0.97350395,0.97350347,0.0028910281,0.0028910278,0.0047685555,0.0047685551,0.056177098,2.106664e-07,3.0822926e-07,0.056177069,0.91058499,0.91058505,-66.477882
6.0,0.41886955,0.41886744,0.9998101,0.99981022,0.97350395,0.97350347,0.0028910278,0.0028910274,0.0047685551,0.0047685546,0.056177095,2.1255018e-07,3.082292e-07,0.056177065,0.91058499,0.91058505,-66.477882
6.0999999,0.41886955,0.41886747,0.9998101,0.99981022,0.97350395,0.97350347,0.0028910274,0.0028910271,0.0047685546,0.0047685541,0.056177095,2.1439759e-07,3.0822912e-07,0.056177061,0.91058499,0.91058505,-66.477882
6.1999998,0.41886955,0.41886753,0.9998101,0.99981022,0.97350395,0.97350347,0.0028910269,0.0028910267,0.0047685546,0.0047685541,0.056177091,2.1620933e-07,3.0822903e-07,0.056177061,0.91058499,0.91058511,-66.477882
6.3000002,0.41886955,0.41886756,0.9998101,0.99981022,0.97350395,0.97350347,0.0028910267,0.0028910264,0.0047685541,0.0047685537,0.056177087,2.1798608e-07,3.0822898e-07,0.056177057,0.91058499,0.91058511,-66.47789
6.4000001,0.41886955,0.41886759,0.9998101,0.99981022,0.97350395,0.97350347,0.0028910262,0.002891026,0.0047685537,0.0047685537,0.056177083,2.1972853e-07,3.0822889e-07,0.056177054,0.91058499,0.91058511,-66.47789
6.5,0.41886955,0.41886765,0.9998101,0.99981022,0.97350395,0.97350353,0.002891026,0.0028910257,0.0047685537,0.0047685532,0.056177083,2.2143733e-07,3.0822881e-07,0.05617705,0.91058499,0.91058511,-66.47789
6.5999999,0.41886953,0.41886768,0.9998101,0.99981022,0.97350395,0.97350353,0.0028910255,0.0028910253,0.0047685532,0.0047685527,0.05617708,2.2311313e-07,3.0822875e-07,0.056177046,0.91058499,0.91058511,-66.47789
6.6999998,0.41886953,0.41886771,0.9998101,0.99981022,0.97350395,0.97350353,0.0028910253,0.002891025,0.0047685532,0.0047685527,0.056177076,2.2475658e-07,3.0822866e-07,0.056177046,0.91058499,0.91058511,-66.47789
6.8000002,0.41886953,0.41886774,0.9998101,0.99981022,0.97350395,0.97350353,0.002891025,0.0028910248,0.0047685527,0.0047685523,0.056177072,2.263683e-07,3.0822861e-07,0.056177042,0.91058499,0.91058511,-66.47789
6.9000001,0.41886953,0.4188678,0.9998101,0.99981022,0.97350395,0.97350353,0.0028910246,0.0028910243,0.0047685523,0.0047685523,0.056177069,2.2794889e-07,3.0822852e-07,0.056177039,0.91058499,0.91058511,-66.47789
7.0,0.41886953,0.41886783,0.9998101,0.99981022,0.97350395,0.97350353,0.0028910243,0.0028910241,0.0047685523,0.0047685518,0.056177069,2.2949897e-07,3.0822846e-07,0.056177035,0.91058499,0.91058511,-66.47789
7.0999999,0.41886953,0.41886786,0.9998101,0.99981022,0.97350395,0.97350353,0.0028910239,0.0028910236,0.0047685518,0.0047685513,0.056177065,2.310191e-07,3.0822838e-07,0.056177035,0.91058499,0.91058511,-66.477898
7.1999998,0.41886953,0.41886789,0.9998101,0.99981022,0.97350395,0.97350353,0.0028910236,0.0028910234,0.0047685518,0.0047685513,0.056177061,2.3250989e-07,3.0822832e-07,0.056177031,0.91058499,0.91058517,-66.477898
7.3000002,0.41886953,0.41886795,0.9998101,0.99981022,0.97350395,0.97350353,0.0028910234,0.0028910232,0.0047685513,0.0047685509,0.056177057,2.339719e-07,3.0822827e-07,0.056177028,0.91058499,0.91058517,-66.477898
7.4000001,0.4188695,0.41886798,0.9998101,0.99981022,0.97350395,0.97350353,0.0028910229,0.0028910227,0.0047685513,0.0047685509,0.056177057,2.3540566e-07,3.0822818e-07,0.056177028,0.91058499,0.91058517,-66.477898
7.5,0.4188695,0.41886801,0.99981016,0.99981022,0.97350395,0.97350353,0.0028910227,0.0028910225,0.0047685509,0.0047685504,0.056177054,2.3681176e-07,3.0822812e-07,0.056177024,0.91058499,0.91058517,-66.477898
7.5999999,0.4188695,0.41886804,0.99981016,0.99981022,0.97350395,0.97350353,0.0028910225,0.0028910222,0.0047685509,0.0047685504,0.05617705,2.3819069e-07,3.0822807e-07,0.05617702,0.91058499,0.91058517,-66.477898
7.6999998,0.4188695,0.41886806,0.99981016,0.99981022,0.97350395,0.97350359,0.002891022,0.002891022,0.0047685504,0.0047685499,0.056177046,2.39543e-07,3.0822798e-07,0.05617702,0.91058499,0.91058517,-66.477898
7.8000002,0.4188695,0.41886809,0.99981016,0.99981022,0.97350395,0.97350359,0.0028910218,0.0028910215,0.0047685504,0.0047685499,0.056177046,2.4086921e-07,3.0822792e-07,0.056177016,0.91058499,0.91058517,-66.477898
7.9000001,0.4188695,0.41886812,0.99981016,0.99981022,0.97350395,0.97350359,0.0028910215,0.0028910213,0.0047685499,0.0047685495,0.056177042,2.4216979e-07,3.0822787e-07,0.056177013,0.91058499,0.91058517,-66.477898
8.0,0.4188695,0.41886815,0.99981016,0.99981022,0.97350395,0.97350359,0.0028910213,0.0028910211,0.0047685499,0.0047685495,0.056177039,2.4344527e-07,3.0822781e-07,0.056177013,0.91058499,0.91058517,-66.477905
8.1000004,0.4188695,0.41886818,0.99981016,0.99981022,0.97350395,0.97350359,0.0028910211,0.0028910208,0.0047685495,0.004768549,0.056177039,2.4469611e-07,3.0822775e-07,0.056177009,0.91058499,0.91058517,-66.477905
8.1999998,0.4188695,0.41886821,0.99981016,0.99981022,0.97350395,0.97350359,0.0028910206,0.0028910206,0.0047685495,0.004768549,0.056177035,2.4592282e-07,3.082277e-07,0.056177005,0.91058499,0.91058517,-66.477905
8.3000002,0.41886947,0.41886824,0.99981016,0.99981022,0.97350395,0.97350359,0.0028910204,0.0028910202,0.004768549,0.0047685485,0.056177031,2.4712583e-07,3.0822764e-07,0.056177005,0.91058499,0.91058522,-66.477905
8.3999996,0.41886947,0.41886827,0.99981016,0.99981022,0.97350395,0.97350359,0.0028910202,0.0028910199,0.004768549,0.0047685485,0.056177028,2.4830561e-07,3.0822758e-07,0.056177001,0.91058499,0.91058522,-66.477905
8.5,0.41886947,0.4188683,0.99981016,0.99981022,0.97350395,0.97350359,0.0028910199,0.0028910197,0.0047685485,0.0047685481,0.056177028,2.494626e-07,3.0822753e-07,0.056177001,0.91058499,0.91058522,-66.477905
8.6000004,0.41886947,0.41886833,0.99981016,0.99981022,0.97350395,0.97350359,0.0028910197,0.0028910195,0.0047685485,0.0047685481,0.056177024,2.5059725e-07,3.0822747e-07,0.056176998,0.91058499,0.91058522,-66.477905
8.6999998,0.41886947,0.41886836,0.99981016,0.99981022,0.97350395,0.97350359,0.0028910195,0.0028910192,0.0047685481,0.0047685481,0.056177024,2.5171002e-07,3.0822741e-07,0.056176994,0.91058499,0.91058522,-66.477905
8.8000002,0.41886947,0.41886839,0.99981016,0.99981022,0.97350395,0.97350359,0.0028910192,0.002891019,0.0047685481,0.0047685476,0.05617702,2.5280127e-07,3.0822736e-07,0.056176994,0.91058499,0.91058522,-66.477905
8.8999996,0.41886947,0.41886842,0.99981016,0.99981022,0.97350395,0.97350359,0.002891019,0.0028910188,0.0047685476,0.0047685476,0.056177016,2.5387146e-07,3.0822733e-07,0.05617699,0.91058499,0.91058522,-66.477905
9.0,0.41886947,0.41886845,0.99981016,0.99981022,0.97350395,0.97350359,0.0028910188,0.0028910185,0.0047685476,0.0047685471,0.056177016,2.5492099e-07,3.0822727e-07,0.05617699,0.91058499,0.91058522,-66.477913
9.1000004,0.41886947,0.41886848,0.99981016,0.99981022,0.97350395,0.97350365,0.0028910185,0.0028910183,0.0047685476,0.0047685471,0.056177013,2.5595025e-07,3.0822721e-07,0.056176987,0.91058499,0.91058522,-66.477913
9.1999998,0.41886947,0.41886851,0.99981016,0.99981022,0.97350395,0.97350365,0.0028910183,0.0028910181,0.0047685471,0.0047685471,0.056177009,2.5695962e-07,3.0822716e-07,0.056176987,0.91058499,0.91058522,-66.477913
9.3000002,0.41886947,0.41886854,0.99981016,0.99981022,0.97350395,0.97350365,0.0028910181,0.0028910178,0.0047685471,0.0047685467,0.056177009,2.5794952e-07,3.0822713e-07,0.056176983,0.91058499,0.91058522,-66.477913
9.3999996,0.41886947,0.41886854,0.99981016,0.99981022,0.97350395,0.97350365,0.0028910178,0.0028910176,0.0047685467,0.0047685467,0.056177005,2.5892032e-07,3.0822707e-07,0.056176983,0.91058499,0.91058522,-66.477913
9.5,0.41886944,0.41886857,0.99981016,0.99981022,0.97350395,0.97350365,0.0028910176,0.0028910174,0.0047685467,0.0047685462,0.056177005,2.5987234e-07,3.0822702e-07,0.056176979,0.91058499,0.91058522,-66.477913
9.6000004,0.41886944,0.4188686,0.99981016,0.99981022,0.97350395,0.97350365,0.0028910174,0.0028910171,0.0047685467,0.0047685462,0.056177001,2.6080599e-07,3.0822699e-07,0.056176979,0.91058499,0.91058528,-66.477913
9.6999998,0.41886944,0.41886863,0.99981016,0.99981022,0.97350389,0.97350365,0.0028910171,0.0028910169,0.0047685462,0.0047685462,0.056176998,2.6172162e-07,3.0822693e-07,0.056176975,0.91058499,0.91058528,-66.477913
9.8000002,0.41886944,0.41886866,0.99981016,0.99981022,0.97350389,0.97350365,0.0028910169,0.0028910169,0.0047685462,0.0047685457,0.056176998,2.6261958e-07,3.082269e-07,0.056176975,0.91058499,0.91058528,-66.477913
9.8999996,0.41886944,0.41886866,0.99981016,0.99981022,0.97350389,0.97350365,0.0028910167,0.0028910167,0.0047685462,0.0047685457,0.056176994,2.6350017e-07,3.0822684e-07,0.056176972,0.91058499,0.91058528,-66.477913
10.0,0.41886944,0.41886869,0.99981016,0.99981022,0.97350389,0.97350365,0.0028910167,0.0028910164,0.0047685457,0.0047685457,0.056176994,2.6436376e-07,3.0822682e-07,0.056176972,0.91058499,0.91058528,-66.477913
10.1,0.41886944,0.41886872,0.99981016,0.99981022,0.97350389,0.97350365,0.0028910164,0.0028910162,0.0047685457,0.0047685453,0.05617699,2.652107e-07,3.0822676e-07,0.056176972,0.91058499,0.91058528,-66.477913
10.2,0.41886944,0.41886872,0.99981016,0.99981022,0.97350389,0.97350365,0.0028910162,0.002891016,0.0047685457,0.0047685453,0.05617699,2.6604127e-07,3.0822673e-07,0.056176968,0.91058499,0.91058528,-66.477921
10.3,0.41886944,0.41886875,0.99981016,0.99981022,0.97350389,0.97350365,0.002891016,0.002891016,0.0047685453,0.0047685453,0.056176987,2.6685581e-07,3.0822667e-07,0.056176968,0.91058499,0.91058528,-66.477921
10.4,0.41886944,0.41886878,0.99981016,0.99981022,0.97350389,0.97350365,0.0028910157,0.0028910157,0.0047685453,0.0047685448,0.056176987,2.6765463e-07,3.0822665e-07,0.056176964,0.91058499,0.91058528,-66.477921
10.5,0.41886944,0.41886878,0.99981016,0.99981022,0.97350389,0.97350365,0.0028910157,0.0028910155,0.0047685453,0.0047685448,0.056176983,2.6843799e-07,3.0822662e-07,0.056176964,0.91058499,0.91058528,-66.477921
10.6,0.41886944,0.41886881,0.99981016,0.99981022,0.97350389,0.97350365,0.0028910155,0.0028910153,0.0047685448,0.0047685448,0.056176983,2.6920625e-07,3.0822659e-07,0.056176964,0.91058499,0.91058528,-66.477921
10.7,0.41886944,0.41886884,0.99981016,0.99981022,0.97350389,0.97350365,0.0028910153,0.0028910153,0.0047685448,0.0047685448,0.056176979,2.6995968e-07,3.0822653e-07,0.05617696,0.91058499,0.91058528,-66.477921
10.8,0.41886944,0.41886884,0.99981016,0.99981022,0.97350389,0.97350365,0.002891015,0.002891015,0.0047685448,0.0047685443,0.056176979,2.7069856e-07,3.082265e-07,0.05617696,0.91058499,0.91058528,-66.477921
10.9,0.41886944,0.41886887,0.99981016,0.99981022,0.97350389,0.97350371,0.002891015,0.0028910148,0.0047685443,0.0047685443,0.056176975,2.7142315e-07,3.0822648e-07,0.056176957,0.91058499,0.91058528,-66.477921
11.0,0.41886944,0.4188689,0.99981016,0.99981022,0.97350389,0.97350371,0.0028910148,0.0028910146,0.0047685443,0.0047685443,0.056176975,2.7213378e-07,3.0822645e-07,0.056176957,0.91058499,0.91058528,-66.477921
11.1,0.41886944,0.4188689,0.99981016,0.99981022,0.97350389,0.97350371,0.0028910146,0.0028910146,0.0047685443,0.0047685439,0.056176972,2.7283068e-07,3.0822639e-07,0.056176957,0.91058499,0.91058528,-66.477921
11.2,0.41886944,0.41886893,0.99981016,0.99981022,0.97350389,0.97350371,0.0028910146,0.0028910143,0.0047685443,0.0047685439,0.056176972,2.735141e-07,3.0822636e-07,0.056176953,0.91058499,0.91058528,-66.477921
11.3,0.41886944,0.41886893,0.99981016,0.99981022,0.97350389,0.97350371,0.0028910143,0.0028910143,0.0047685439,0.0047685439,0.056176972,2.7418434e-07,3.0822633e-07,0.056176953,0.91058499,0.91058528,-66.477921
11.4,0.41886941,0.41886896,0.99981016,0.99981022,0.97350389,0.97350371,0.0028910141,0.0028910141,0.0047685439,0.0047685439,0.056176968,2.7484163e-07,3.082263e-07,0.056176953,0.91058499,0.91058528,-66.477921
11.5,0.41886941,0.41886896,0.99981016,0.99981022,0.97350389,0.97350371,0.0028910141,0.0028910139,0.0047685439,0.0047685434,0.056176968,2.7548623e-07,3.0822628e-07,0.056176949,0.91058499,0.91058534,-66.477921
11.6,0.41886941,0.41886899,0.99981016,0.99981022,0.97350389,0.97350371,0.0028910139,0.0028910139,0.0047685439,0.0047685434,0.056176964,2.7611841e-07,3.0822625e-07,0.056176949,0.91058499,0.91058534,-66.477921
11.7,0.41886941,0.41886899,0.99981016,0.99981022,0.97350389,0.97350371,0.0028910139,0.0028910136,0.0047685434,0.0047685434,0.056176964,2.7673835e-07,3.0822622e-07,0.056176949,0.91058499,0.91058534,-66.477921
11.8,0.41886941,0.41886902,0.99981016,0.99981022,0.97350389,0.97350371,0.0028910136,0.0028910136,0.0047685434,0.0047685434,0.056176964,2.7734635e-07,3.0822619e-07,0.056176946,0.91058499,0.91058534,-66.477921
