Time,f,k1,k2,a,compartment_,R1,R2,R3,R4
8.77,2.4482381341225972e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.2797822163773373e-09,6.830584394202045e-11,8.029687893752128e-14
8.78,2.4510313477894834e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.2835241450661815e-09,6.838377460332659e-11,8.048020610780874e-14
8.790000000000001,2.453824565119394e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.287266078662196e-09,6.846170536683109e-11,8.066374255904999e-14
8.8,2.4566177861123275e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.2910080171653795e-09,6.853963623253394e-11,8.084748829206736e-14
8.81,2.4594110107682848e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.2947499605757324e-09,6.861756720043514e-11,8.103144330768329e-14
8.82,2.462204239087266e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.2984919088932558e-09,6.869549827053472e-11,8.121560760672023e-14
8.83,2.464997471069271e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.3022338621179487e-09,6.877342944283266e-11,8.139998119000055e-14
8.84,2.4677907067142996e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.3059758202498112e-09,6.885136071732896e-11,8.158456405834668e-14
8.85,2.4705839460223524e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.309717783288844e-09,6.892929209402364e-11,8.176935621258105e-14
8.86,2.4733771889934283e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.313459751235046e-09,6.900722357291665e-11,8.195435765352602e-14
8.870000000000001,2.4761704356275293e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.3172017240884195e-09,6.908515515400807e-11,8.213956838200413e-14
8.88,2.4789636859246528e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.320943701848961e-09,6.916308683729781e-11,8.232498839883762e-14
8.89,2.4817569398848004e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.3246856845166727e-09,6.924101862278593e-11,8.2510617704849e-14
8.9,2.4845501975079718e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.3284276720915543e-09,6.931895051047241e-11,8.26964563008607e-14
8.91,2.4873434587941667e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.332169664573605e-09,6.939688250035725e-11,8.288250418769509e-14
8.92,2.4901367237433857e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.3359116619628267e-09,6.947481459244046e-11,8.306876136617466e-14
8.93,2.4929299923556285e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.3396536642592174e-09,6.955274678672204e-11,8.325522783712177e-14
8.94,2.4957232646308947e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.343395671462778e-09,6.963067908320196e-11,8.344190360135887e-14
8.950000000000001,2.4985165405691855e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.3471376835735093e-09,6.970861148188027e-11,8.362878865970842e-14
8.96,2.5013098201704993e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.350879700591409e-09,6.978654398275694e-11,8.381588301299275e-14
8.97,2.504103103434837e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.3546217225164794e-09,6.986447658583194e-11,8.400318666203435e-14
8.98,2.5068963903621984e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.358363749348719e-09,6.994240929110534e-11,8.419069960765562e-14
8.99,2.5096896809525836e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.3621057810881287e-09,7.002034209857708e-11,8.437842185067903e-14
9.0,2.5124829752059927e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.365847817734708e-09,7.00982750082472e-11,8.456635339192697e-14
9.01,2.5152762731224255e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.369589859288457e-09,7.017620802011567e-11,8.475449423222189e-14
9.02,2.518069574701882e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.373331905749376e-09,7.025414113418251e-11,8.494284437238622e-14
9.03,2.5208628799443625e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.377073957117465e-09,7.033207435044772e-11,8.513140381324238e-14
9.040000000000001,2.523656188849867e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.3808160133927244e-09,7.041000766891129e-11,8.532017255561284e-14
9.05,2.5264495014183948e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.3845580745751525e-09,7.048794108957322e-11,8.550915060031996e-14
9.06,2.5292428176499466e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.3883001406647506e-09,7.05658746124335e-11,8.569833794818624e-14
9.07,2.5320361375445222e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.392042211661519e-09,7.064380823749216e-11,8.588773460003411e-14
9.08,2.5348294611021212e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.3957842875654564e-09,7.072174196474918e-11,8.607734055668596e-14
9.09,2.537622788322744e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.399526368376564e-09,7.079967579420456e-11,8.626715581896429e-14
9.1,2.5404161192063907e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.4032684540948413e-09,7.08776097258583e-11,8.645718038769149e-14
9.11,2.5432094537530612e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.4070105447202885e-09,7.095554375971041e-11,8.664741426369005e-14
9.120000000000001,2.546002791962756e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.410752640252906e-09,7.10334778957609e-11,8.68378574477824e-14
9.13,2.548796133835474e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.414494740692693e-09,7.111141213400972e-11,8.702850994079095e-14
9.14,2.5515894793712157e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.418236846039649e-09,7.118934647445692e-11,8.721937174353814e-14
9.15,2.5543828285699813e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.4219789562937752e-09,7.126728091710248e-11,8.741044285684646e-14
9.16,2.5571761814317707e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.4257210714550715e-09,7.134521546194641e-11,8.760172328153833e-14
9.17,2.5599695379565836e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.429463191523537e-09,7.142315010898868e-11,8.77932130184362e-14
9.18,2.5627628981444206e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.433205316499173e-09,7.150108485822933e-11,8.798491206836253e-14
9.19,2.5655562619952814e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.436947446381979e-09,7.157901970966834e-11,8.817682043213977e-14
9.200000000000001,2.5683496295091664e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.4406895811719547e-09,7.165695466330574e-11,8.836893811059039e-14
9.21,2.5711430006860745e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.4444317208690997e-09,7.173488971914147e-11,8.856126510453676e-14
9.22,2.5739363755260063e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.4481738654734143e-09,7.181282487717557e-11,8.87538014148014e-14
9.23,2.576729754028962e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.451916014984899e-09,7.189076013740803e-11,8.894654704220673e-14
9.24,2.5795231361949414e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.455658169403553e-09,7.196869549983887e-11,8.913950198757524e-14
9.25,2.5823165220239447e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.4594003287293773e-09,7.204663096446806e-11,8.933266625172936e-14
9.26,2.5851099115159717e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.4631424929623714e-09,7.21245665312956e-11,8.952603983549158e-14
9.27,2.5879033046710226e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.466884662102535e-09,7.220250220032152e-11,8.971962273968433e-14
9.28,2.5906967014890972e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.470626836149869e-09,7.228043797154582e-11,8.991341496513007e-14
9.290000000000001,2.593490101970196e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.474369015104373e-09,7.235837384496847e-11,9.01074165126513e-14
9.3,2.596283506114318e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.478111198966046e-09,7.243630982058946e-11,9.03016273830704e-14
9.31,2.599076913921464e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.481853387734889e-09,7.251424589840884e-11,9.04960475772099e-14
9.32,2.6018703253916337e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.485595581410902e-09,7.259218207842658e-11,9.069067709589224e-14
9.33,2.604663740524827e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.4893377799940843e-09,7.267011836064268e-11,9.088551593993987e-14
9.34,2.607457159321044e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.4930799834844367e-09,7.274805474505713e-11,9.10805641101753e-14
9.35,2.6102505817802853e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.496822191881959e-09,7.282599123166996e-11,9.127582160742096e-14
9.36,2.6130440079025496e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.5005644051866507e-09,7.290392782048113e-11,9.14712884324993e-14
9.370000000000001,2.6158374376878388e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.504306623398513e-09,7.29818645114907e-11,9.166696458623289e-14
9.38,2.618630871136151e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.5080488465175445e-09,7.305980130469861e-11,9.186285006944407e-14
9.39,2.621424308247487e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.511791074543746e-09,7.31377382001049e-11,9.205894488295539e-14
9.4,2.624217749021847e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.515533307477117e-09,7.321567519770953e-11,9.225524902758929e-14
9.41,2.6270111934592303e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.519275545317658e-09,7.329361229751252e-11,9.245176250416823e-14
9.42,2.6298046415596377e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.5230177880653685e-09,7.33715494995139e-11,9.264848531351475e-14
9.43,2.632598093323069e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.526760035720249e-09,7.344948680371362e-11,9.284541745645127e-14
9.44,2.6353915487495237e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.5305022882822993e-09,7.352742421011171e-11,9.304255893380026e-14
9.450000000000001,2.638185007839003e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.53424454575152e-09,7.360536171870818e-11,9.323990974638427e-14
9.46,2.640978470591505e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.5379868081279097e-09,7.3683299329503e-11,9.343746989502568e-14
9.47,2.6437719370070315e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.54172907541147e-09,7.376123704249618e-11,9.363523938054704e-14
9.48,2.6465654070855814e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.5454713476021992e-09,7.383917485768772e-11,9.383321820377079e-14
9.49,2.649358880827155e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.549213624700098e-09,7.391711277507763e-11,9.403140636551942e-14
9.5,2.6521523582317526e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.552955906705167e-09,7.39950507946659e-11,9.422980386661544e-14
9.51,2.654945839299374e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.556698193617406e-09,7.407298891645253e-11,9.442841070788131e-14
9.52,2.657739324030019e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.560440485436815e-09,7.415092714043753e-11,9.462722689013953e-14
9.53,2.6605328124236874e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.564182782163393e-09,7.422886546662088e-11,9.482625241421254e-14
9.540000000000001,2.6633263044803808e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.567925083797142e-09,7.430680389500262e-11,9.502548728092296e-14
9.55,2.666119800200097e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.5716673903380597e-09,7.43847424255827e-11,9.522493149109309e-14
9.56,2.668913299582837e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.5754097017861477e-09,7.446268105836116e-11,9.542458504554555e-14
9.57,2.671706802628601e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.579152018141405e-09,7.454061979333796e-11,9.562444794510277e-14
9.58,2.6745003093373887e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.5828943394038324e-09,7.461855863051314e-11,9.582452019058729e-14
9.59,2.6772938197092e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.5866366655734296e-09,7.469649756988668e-11,9.602480178282155e-14
9.6,2.680087333744035e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.5903789966501963e-09,7.477443661145858e-11,9.622529272262808e-14
9.61,2.6828808514418943e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.5941213326341334e-09,7.485237575522885e-11,9.64259930108294e-14
9.620000000000001,2.6856743728027773e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.5978636735252405e-09,7.493031500119749e-11,9.662690264824797e-14
9.63,2.6884678978266838e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.6016060193235168e-09,7.500825434936448e-11,9.682802163570626e-14
9.64,2.691261426513614e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.605348370028963e-09,7.508619379972984e-11,9.702934997402681e-14
9.65,2.6940549588635682e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.609090725641579e-09,7.516413335229355e-11,9.723088766403209e-14
9.66,2.696848494876546e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.6128330861613647e-09,7.524207300705564e-11,9.743263470654463e-14
9.67,2.6996420345525474e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.61657545158832e-09,7.532001276401607e-11,9.76345911023869e-14
9.68,2.702435577891573e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.6203178219224455e-09,7.539795262317488e-11,9.783675685238144e-14
9.69,2.7052291248936218e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.6240601971637404e-09,7.547589258453204e-11,9.803913195735072e-14
9.700000000000001,2.708022675558695e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.6278025773122058e-09,7.55538326480876e-11,9.82417164181173e-14
9.71,2.710816229886792e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.6315449623678407e-09,7.56317728138415e-11,9.844451023550362e-14
9.72,2.7136097878779123e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.6352873523306452e-09,7.570971308179375e-11,9.86475134103322e-14
9.73,2.7164033495320564e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.6390297472006193e-09,7.578765345194437e-11,9.885072594342554e-14
9.74,2.7191969148492243e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.6427721469777634e-09,7.586559392429336e-11,9.90541478356062e-14
9.75,2.721990483829416e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.646514551662077e-09,7.59435344988407e-11,9.925777908769663e-14
9.76,2.7247840564726315e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.6502569612535607e-09,7.602147517558642e-11,9.946161970051938e-14
9.77,2.7275776327788708e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.6539993757522143e-09,7.609941595453049e-11,9.966566967489696e-14
9.78,2.730371212748134e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.6577417951580375e-09,7.617735683567294e-11,9.986992901165187e-14
9.790000000000001,2.733164796380421e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.661484219471031e-09,7.625529781901375e-11,1.0007439771160665e-13
9.8,2.7359583836757318e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.665226648691194e-09,7.633323890455292e-11,1.0027907577558378e-13
9.81,2.738751974634066e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.668969082818526e-09,7.641118009229043e-11,1.0048396320440577e-13
9.82,2.7415455692554242e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.672711521853029e-09,7.648912138222633e-11,1.0068905999889517e-13
9.83,2.744339167539806e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.6764539657947008e-09,7.656706277436058e-11,1.0089436615987447e-13
9.84,2.7471327694872118e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.680196414643543e-09,7.664500426869321e-11,1.0109988168816624e-13
9.85,2.749926375097641e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.6839388683995545e-09,7.672294586522418e-11,1.0130560658459293e-13
9.86,2.7527199843710942e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.6876813270627364e-09,7.680088756395353e-11,1.0151154084997712e-13
9.870000000000001,2.7555135973075718e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.6914237906330883e-09,7.687882936488125e-11,1.0171768448514134e-13
9.88,2.7583072139070725e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.6951662591106097e-09,7.695677126800732e-11,1.0192403749090805e-13
9.89,2.761100834169597e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.6989087324953007e-09,7.703471327333176e-11,1.0213059986809981e-13
9.9,2.763894458095145e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.702651210787161e-09,7.711265538085454e-11,1.0233737161753912e-13
9.91,2.766688085683717e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.7063936939861914e-09,7.71905975905757e-11,1.0254435274004856e-13
9.92,2.769481716935313e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.710136182092392e-09,7.726853990249522e-11,1.0275154323645064e-13
9.93,2.7722753518499323e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.7138786751057617e-09,7.734648231661311e-11,1.0295894310756785e-13
9.94,2.7750689904275757e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.7176211730263018e-09,7.742442483292936e-11,1.0316655235422279e-13
9.950000000000001,2.7778626326682434e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.7213636758540123e-09,7.750236745144398e-11,1.0337437097723797e-13
9.96,2.780656278571934e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.7251061835888915e-09,7.758031017215696e-11,1.0358239897743587e-13
9.97,2.783449928138649e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.728848696230941e-09,7.765825299506831e-11,1.0379063635563909e-13
9.98,2.7862435813683873e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.73259121378016e-09,7.773619592017801e-11,1.0399908311267008e-13
9.99,2.7890372382611494e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.7363337362365484e-09,7.781413894748607e-11,1.0420773924935145e-13
10.0,2.7918308988169353e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.740076263600108e-09,7.78920820769925e-11,1.0441660476650574e-13
