f,Time
2.4147198558358175e-05,8.65
2.4175130255464185e-05,8.66
2.4203061989200433e-05,8.67
2.4230993759566915e-05,8.68
2.425892556656364e-05,8.69
2.42868574101906e-05,8.700000000000001
2.4314789290447797e-05,8.71
2.4342721207335235e-05,8.72
2.4370653160852904e-05,8.73
2.4398585151000817e-05,8.74
2.4426517177778965e-05,8.75
2.4454449241187348e-05,8.76
2.4482381341225972e-05,8.77
2.4510313477894834e-05,8.78
2.453824565119394e-05,8.790000000000001
2.4566177861123275e-05,8.8
2.4594110107682848e-05,8.81
2.462204239087266e-05,8.82
2.464997471069271e-05,8.83
2.4677907067142996e-05,8.84
2.4705839460223524e-05,8.85
2.4733771889934283e-05,8.86
2.4761704356275293e-05,8.870000000000001
2.4789636859246528e-05,8.88
2.4817569398848004e-05,8.89
2.4845501975079718e-05,8.9
2.4873434587941667e-05,8.91
2.4901367237433857e-05,8.92
2.4929299923556285e-05,8.93
2.4957232646308947e-05,8.94
2.4985165405691855e-05,8.950000000000001
2.5013098201704993e-05,8.96
2.504103103434837e-05,8.97
2.5068963903621984e-05,8.98
2.5096896809525836e-05,8.99
2.5124829752059927e-05,9.0
2.5152762731224255e-05,9.01
2.518069574701882e-05,9.02
2.5208628799443625e-05,9.03
2.523656188849867e-05,9.040000000000001
2.5264495014183948e-05,9.05
2.5292428176499466e-05,9.06
2.5320361375445222e-05,9.07
2.5348294611021212e-05,9.08
2.537622788322744e-05,9.09
2.5404161192063907e-05,9.1
2.5432094537530612e-05,9.11
2.546002791962756e-05,9.120000000000001
2.548796133835474e-05,9.13
2.5515894793712157e-05,9.14
2.5543828285699813e-05,9.15
2.5571761814317707e-05,9.16
2.5599695379565836e-05,9.17
2.5627628981444206e-05,9.18
2.5655562619952814e-05,9.19
2.5683496295091664e-05,9.200000000000001
2.5711430006860745e-05,9.21
2.5739363755260063e-05,9.22
2.576729754028962e-05,9.23
2.5795231361949414e-05,9.24
2.5823165220239447e-05,9.25
2.5851099115159717e-05,9.26
2.5879033046710226e-05,9.27
2.5906967014890972e-05,9.28
2.593490101970196e-05,9.290000000000001
2.596283506114318e-05,9.3
2.599076913921464e-05,9.31
2.6018703253916337e-05,9.32
2.604663740524827e-05,9.33
2.607457159321044e-05,9.34
2.6102505817802853e-05,9.35
2.6130440079025496e-05,9.36
2.6158374376878388e-05,9.370000000000001
2.618630871136151e-05,9.38
2.621424308247487e-05,9.39
2.624217749021847e-05,9.4
2.6270111934592303e-05,9.41
2.6298046415596377e-05,9.42
2.632598093323069e-05,9.43
2.6353915487495237e-05,9.44
2.638185007839003e-05,9.450000000000001
2.640978470591505e-05,9.46
2.6437719370070315e-05,9.47
2.6465654070855814e-05,9.48
2.649358880827155e-05,9.49
2.6521523582317526e-05,9.5
2.654945839299374e-05,9.51
2.657739324030019e-05,9.52
2.6605328124236874e-05,9.53
2.6633263044803808e-05,9.540000000000001
2.666119800200097e-05,9.55
2.668913299582837e-05,9.56
2.671706802628601e-05,9.57
2.6745003093373887e-05,9.58
2.6772938197092e-05,9.59
2.680087333744035e-05,9.6
2.6828808514418943e-05,9.61
2.6856743728027773e-05,9.620000000000001
2.6884678978266838e-05,9.63
2.691261426513614e-05,9.64
2.6940549588635682e-05,9.65
2.696848494876546e-05,9.66
2.6996420345525474e-05,9.67
2.702435577891573e-05,9.68
2.7052291248936218e-05,9.69
2.708022675558695e-05,9.700000000000001
2.710816229886792e-05,9.71
2.7136097878779123e-05,9.72
2.7164033495320564e-05,9.73
2.7191969148492243e-05,9.74
2.721990483829416e-05,9.75
2.7247840564726315e-05,9.76
2.7275776327788708e-05,9.77
2.730371212748134e-05,9.78
2.733164796380421e-05,9.790000000000001
2.7359583836757318e-05,9.8
2.738751974634066e-05,9.81
2.7415455692554242e-05,9.82
2.744339167539806e-05,9.83
2.7471327694872118e-05,9.84
2.749926375097641e-05,9.85
2.7527199843710942e-05,9.86
2.7555135973075718e-05,9.870000000000001
2.7583072139070725e-05,9.88
2.761100834169597e-05,9.89
2.763894458095145e-05,9.9
2.766688085683717e-05,9.91
2.769481716935313e-05,9.92
2.7722753518499323e-05,9.93
2.7750689904275757e-05,9.94
2.7778626326682434e-05,9.950000000000001
2.780656278571934e-05,9.96
2.783449928138649e-05,9.97
2.7862435813683873e-05,9.98
2.7890372382611494e-05,9.99
2.7918308988169353e-05,10.0
