Time,R,S,Ep,E,k0,k2,k3,J3,k4,J4,Et,Km3,Km4,env,r0,r2,r3,r4
0.42,0.41532145669029497,0.0,0.04618754336113351,0.9538124566388665,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.9538124566388665,0.0,0.4110123044913432,0.4110123044913427
0.43,0.4248270247210649,0.0,0.05280521309287611,0.9471947869071239,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.9471947869071239,0.0,0.42038877421519105,0.4203887742151908
0.44,0.4342587473808037,0.0,0.06110582768887596,0.938894172311124,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.938894172311124,0.0,0.42968227552490446,0.4296822755249051
0.45,0.443596284647642,0.0,0.07179045111665494,0.9282095488833451,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.9282095488833451,0.0,0.43886816942886564,0.43886816942886586
0.46,0.45281028194344947,0.0,0.08598735393896273,0.9140126460610373,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.9140126460610373,0.0,0.447909804835547,0.447909804835547
0.47000000000000003,0.46185671697845226,0.0,0.10560668090243841,0.8943933190975616,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.8943933190975616,0.0,0.45674990440890223,0.45674990440890223
0.48,0.4706671303915893,0.0,0.1340665192145144,0.8659334807854856,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.8659334807854856,0.0,0.465293809920159,0.46529380992015895
0.49,0.4791235872862286,0.0,0.1777350686983593,0.8222649313016407,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.8222649313016407,0.0,0.47336672346479025,0.47336672346479025
0.5,0.4870212610294102,0.0,0.24811681792279228,0.7518831820772077,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.7518831820772077,0.0,0.48062892592494455,0.48062892592494455
0.51,0.49402317915531213,0.0,0.3586825260695745,0.6413174739304255,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.6413174739304255,0.0,0.48643819642524516,0.48643819642524516
0.52,0.49976022022025635,0.0,0.4938850459746509,0.5061149540253491,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.5061149540253491,0.0,0.4900771018311753,0.49007710183117537
0.53,0.504239527300722,0.0,0.6031589902836612,0.39684100971633884,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.39684100971633884,0.0,0.49184550813209654,0.4918455081320966
0.54,0.5078241002811041,0.0,0.6743631072078644,0.32563689279213565,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.32563689279213565,0.0,0.4926939369651302,0.4926939369651302
0.55,0.5108311204086406,0.0,0.7209326063740016,0.27906739362599836,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.27906739362599836,0.0,0.49315942406126345,0.4931594240612634
0.56,0.5134504396724391,0.0,0.7532881978109761,0.24671180218902392,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.24671180218902392,0.0,0.49344939432531587,0.4934493943253159
0.5700000000000001,0.5157926675188631,0.0,0.7770861490170492,0.2229138509829508,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.2229138509829508,0.0,0.4936474552293364,0.49364745522933634
0.58,0.517926361898217,0.0,0.7953996474354036,0.20460035256459638,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.20460035256459638,0.0,0.49379190192605465,0.4937919019260546
0.59,0.5198966393827265,0.0,0.80999540336675,0.19000459663325,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.19000459663325,0.0,0.4939024048434041,0.4939024048434041
0.6,0.5217350733128413,0.0,0.8219536385906439,0.17804636140935612,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.17804636140935612,0.0,0.4939900497238402,0.4939900497238402
0.61,0.523464283039535,0.0,0.8319676000246343,0.16803239997536565,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.16803239997536565,0.0,0.4940615292086611,0.4940615292086611
0.62,0.5251010523392297,0.0,0.8405028151436365,0.15949718485636355,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.15949718485636355,0.0,0.49412112469121505,0.49412112469121505
0.63,0.5266582851978013,0.0,0.8478843390842163,0.15211566091578363,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.15211566091578363,0.0,0.49417170850171077,0.49417170850171077
0.64,0.5281464121847677,0.0,0.8543474983197412,0.1456525016802588,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.1456525016802588,0.0,0.4942152895568972,0.49421528955689714
0.65,0.5295737910225183,0.0,0.8600660871233357,0.13993391287666432,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.13993391287666432,0.0,0.494253310094488,0.494253310094488
0.66,0.5309471659222664,0.0,0.8651712131555008,0.13482878684449917,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.13482878684449917,0.0,0.49428683219370056,0.49428683219370056
0.67,0.5322721314731027,0.0,0.8697640646516005,0.13023593534839945,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.13023593534839945,0.0,0.494316658066751,0.494316658066751
0.68,0.5335534011575807,0.0,0.8739241350630502,0.12607586493694975,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.12607586493694975,0.0,0.49434340595344944,0.4943434059534494
0.6900000000000001,0.5347949585898678,0.0,0.877714724156021,0.12228527584397893,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.12228527584397893,0.0,0.49436755991092335,0.4943675599109234
0.7000000000000001,0.536000189177309,0.0,0.8811868854159323,0.11881311458406772,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.11881311458406772,0.0,0.4943895045115409,0.4943895045115409
0.71,0.5371720768425449,0.0,0.8843825196641357,0.11561748033586425,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.11561748033586425,0.0,0.49440955084645705,0.494409550846457
0.72,0.5383132367275517,0.0,0.8873362754752837,0.11266372452471632,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.11266372452471632,0.0,0.4944279528905129,0.4944279528905129
0.73,0.5394260012823534,0.0,0.8900771363106041,0.10992286368939588,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.10992286368939588,0.0,0.494444920553704,0.49444492055370404
0.74,0.5405123687382216,0.0,0.8926293305330804,0.10737066946691959,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.10737066946691959,0.0,0.4944606276010917,0.4944606276010917
0.75,0.5415741059216078,0.0,0.8950133938354765,0.10498660616452349,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.10498660616452349,0.0,0.49447521988728826,0.49447521988728826
0.76,0.5426128336870113,0.0,0.8972469669997744,0.10275303300022567,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.10275303300022567,0.0,0.4944888214765437,0.49448882147654377
0.77,0.5436301670791555,0.0,0.8993455403959678,0.10065445960403223,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.10065445960403223,0.0,0.4945015400880255,0.49450154008802555
0.78,0.544627131434658,0.0,0.9013216399414489,0.09867836005855116,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.09867836005855116,0.0,0.4945134628863622,0.4945134628863623
0.79,0.5456046505970698,0.0,0.9031862158005465,0.09681378419945355,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.09681378419945355,0.0,0.4945246654915649,0.49452466549156493
0.8,0.5465640584129593,0.0,0.9049497880256951,0.09505021197430488,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.09505021197430488,0.0,0.4945352192377801,0.4945352192377801
0.81,0.5475061510158326,0.0,0.9066208212526585,0.0933791787473415,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.0933791787473415,0.0,0.49454518173265255,0.4945451817326526
0.8200000000000001,0.5484319041937519,0.0,0.9082072367122389,0.09179276328776115,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.09179276328776115,0.0,0.4945546061933653,0.49455460619336533
0.8300000000000001,0.5493421382623941,0.0,0.9097159213999446,0.09028407860005538,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.09028407860005538,0.0,0.4945635387148792,0.49456353871487924
0.84,0.5502376547057575,0.0,0.9111530789389001,0.0888469210610999,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.0888469210610999,0.0,0.494572020531311,0.494572020531311
0.85,0.551119175665776,0.0,0.9125242183280882,0.08747578167191182,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.08747578167191182,0.0,0.494580088088027,0.494580088088027
0.86,0.5519873248031302,0.0,0.9138342091272297,0.08616579087277033,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.08616579087277033,0.0,0.4945877734872758,0.4945877734872758
0.87,0.5528427071776932,0.0,0.9150874725774378,0.08491252742256215,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.08491252742256215,0.0,0.4945951057081454,0.4945951057081454
0.88,0.5536858579035091,0.0,0.9162879585846706,0.08371204141532938,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.08371204141532938,0.0,0.494602110549251,0.4946021105492511
0.89,0.5545173018679871,0.0,0.9174392797652778,0.08256072023472219,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.08256072023472219,0.0,0.49460881147791647,0.49460881147791647
0.9,0.5553374640477416,0.0,0.9185446269593593,0.08145537304064067,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.08145537304064067,0.0,0.4946152291932665,0.49461522919326656
0.91,0.5561467236476437,0.0,0.9196068852406402,0.08039311475935988,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.08039311475935988,0.0,0.49462138235055597,0.49462138235055597
0.92,0.55694556516169,0.0,0.9206288558643444,0.07937114413565559,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.07937114413565559,0.0,0.49462728888268126,0.49462728888268126
0.93,0.557734414766186,0.0,0.921613058683745,0.07838694131625504,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.07838694131625504,0.0,0.494632964884515,0.4946329648845151
0.9400000000000001,0.5585135551992051,0.0,0.9225616579373481,0.07743834206265189,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.07743834206265189,0.0,0.49463842421844895,0.49463842421844895
0.9500000000000001,0.5592833225769863,0.0,0.9234767302203427,0.07652326977965729,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.07652326977965729,0.0,0.4946436800852874,0.4946436800852874
0.96,0.5600441022464889,0.0,0.9243602655873687,0.0756397344126313,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.0756397344126313,0.0,0.49464874504604833,0.49464874504604833
0.97,0.5607961387769925,0.0,0.9252139602979267,0.07478603970207333,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.07478603970207333,0.0,0.49465362985128325,0.4946536298512833
0.98,0.5615396959063473,0.0,0.9260394212735503,0.07396057872644969,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.07396057872644969,0.0,0.494658344631258,0.494658344631258
0.99,0.562275151525755,0.0,0.926838274883059,0.07316172511694094,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.07316172511694094,0.0,0.49466289952700304,0.4946628995270031
1.0,0.5630027214049542,0.0,0.9276118717520414,0.07238812824795865,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.07238812824795865,0.0,0.49466730301669826,0.4946673030166983
1.01,0.563722652042555,0.0,0.9283615115162033,0.07163848848379673,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.07163848848379673,0.0,0.49467156321030153,0.49467156321030153
1.02,0.5644352106228668,0.0,0.9290884358266346,0.07091156417336543,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.07091156417336543,0.0,0.4946756878167723,0.4946756878167723
1.03,0.5651406346205968,0.0,0.9297937824048736,0.07020621759512638,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.07020621759512638,0.0,0.4946796838906453,0.4946796838906454
1.04,0.5658391386906384,0.0,0.9304786001873827,0.06952139981261733,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.06952139981261733,0.0,0.4946835579257159,0.49468355792571594
1.05,0.5665309281036308,0.0,0.9311438691197211,0.06885613088027888,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.06885613088027888,0.0,0.49468731597361765,0.4946873159736177
1.06,0.5672161910026575,0.0,0.9317904980638768,0.06820950193612318,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.06820950193612318,0.0,0.4946909636375829,0.49469096363758297
1.07,0.5678951107955037,0.0,0.9324193415184403,0.06758065848155967,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.06758065848155967,0.0,0.49469450617180255,0.4946945061718026
1.08,0.5685678572761543,0.0,0.9330311954616235,0.06696880453837646,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.06696880453837646,0.0,0.49469794846229614,0.49469794846229614
1.09,0.5692346057706261,0.0,0.9336268185285054,0.06637318147149465,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.06637318147149465,0.0,0.4947012951499227,0.4947012951499228
1.1,0.5698954936536896,0.0,0.9342068965681439,0.06579310343185603,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.06579310343185603,0.0,0.49470455043468414,0.4947045504346842
1.11,0.570550653904234,0.0,0.9347720767741391,0.06522792322586095,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.06522792322586095,0.0,0.49470771827098003,0.4947077182709801
1.12,0.5712002065941609,0.0,0.9353229630695731,0.06467703693042692,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.06467703693042692,0.0,0.49471080234445547,0.49471080234445547
1.1300000000000001,0.5718442588883852,0.0,0.9358601190387417,0.06413988096125836,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.06413988096125836,0.0,0.4947138060910302,0.4947138060910303
1.1400000000000001,0.5724831027362444,0.0,0.9363842314890125,0.06361576851098748,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.06361576851098748,0.0,0.49471673361237944,0.4947167336123795
1.1500000000000001,0.5731167655831849,0.0,0.9368957403321687,0.06310425966783133,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.06310425966783133,0.0,0.4947195876092483,0.49471958760924833
1.16,0.5737453515685902,0.0,0.9373951264061233,0.06260487359387673,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.06260487359387673,0.0,0.49472237099322314,0.49472237099322314
1.17,0.5743689595015414,0.0,0.9378828442236525,0.06211715577634749,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.06211715577634749,0.0,0.4947250865120413,0.49472508651204133
1.18,0.574987679242614,0.0,0.9383593208085149,0.061640679191485116,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.061640679191485116,0.0,0.4947277367446156,0.49472773674461556
1.19,0.575601728882591,0.0,0.9388250606507371,0.061174939349262825,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.061174939349262825,0.0,0.49473032468538425,0.49473032468538425
1.2,0.5762111857704719,0.0,0.9392804401653694,0.06071955983463067,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.06071955983463067,0.0,0.4947328526024101,0.4947328526024101
1.21,0.5768161227110438,0.0,0.939725816240369,0.06027418375963105,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.06027418375963105,0.0,0.4947353226431253,0.4947353226431254
1.22,0.5774166318828091,0.0,0.9401615445803019,0.059838455419698136,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.059838455419698136,0.0,0.4947377369369242,0.4947377369369242
1.23,0.5780128003031314,0.0,0.9405879621011688,0.05941203789883123,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.05941203789883123,0.0,0.49474009749823883,0.4947400974982389
1.24,0.5786047444016214,0.0,0.9410054122073267,0.05899458779267333,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.05899458779267333,0.0,0.49474240636717853,0.49474240636717853
1.25,0.5791925594757945,0.0,0.9414142092108579,0.0585857907891421,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.0585857907891421,0.0,0.49474466541324075,0.49474466541324075
1.26,0.5797763138246746,0.0,0.941814636099353,0.05818536390064695,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.05818536390064695,0.0,0.4947468763240597,0.49474687632405967
1.27,0.580356086626063,0.0,0.9422069718985348,0.057793028101465256,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.057793028101465256,0.0,0.4947490407573567,0.49474904075735665
1.28,0.5809319531917484,0.0,0.9425914819744278,0.05740851802557221,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.05740851802557221,0.0,0.49475116028789534,0.4947511602878953
1.29,0.5815040046414729,0.0,0.9429684316363701,0.05703156836362992,1.0,1.0,0.5,0.01,1.0,0.01,1.0,0.01,0.01,1.0,0.05703156836362992,0.0,0.49475323648296055,0.49475323648296055
