Time,As,Bs,Asyn,Bsyn,nA,k1,k2,qA,QBs,QBsyn,TAh1,TBh1,Vs,Vsyn,t1,t2,default_compartment,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17
0.47000000000000003,0.005999972019643507,8.459978359452838e-10,1.9585111505975825e-08,1.380780642843082e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999916058930522e-09,1.0151926688701322e-20,5.776199567853413e-08,4.167045006482722e-08,0.0,1.7999916058930522e-09,1.0151926688701322e-20,8.144458538129008e-16,4.167045006482722e-08,5.875533451792747e-15,5.408548571074948e-32,1.8854673362943453e-13,0.0,5.875533451792747e-15,5.408548571074948e-32,1.3292836243867097e-21
0.48,0.005999971424319184,8.639977428802289e-10,2.000181402104535e-08,1.4401610174899057e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799991427295755e-09,1.0367923535915295e-20,5.7761989947320574e-08,4.167044593023585e-08,0.0,1.799991427295755e-09,1.0367923535915295e-20,8.3177444373276e-16,4.167044593023585e-08,6.000544206313605e-15,5.761166566438507e-32,1.9255834714961065e-13,0.0,6.000544206313605e-15,5.761166566438507e-32,1.3864493733687086e-21
0.49,0.005999970828994961,8.819976478559176e-10,2.041851645340273e-08,1.5007914989801951e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799991248698488e-09,1.058392031675535e-20,5.7761984216107976e-08,4.1670441795645186e-08,0.0,1.799991248698488e-09,1.058392031675535e-20,8.491030317664343e-16,4.1670441795645186e-08,6.125554936020819e-15,6.128787183010813e-32,1.9656995987351328e-13,0.0,6.125554936020819e-15,6.128787183010813e-32,1.4448186057311892e-21
0.5,0.005999970233670838,8.9999755087235e-10,2.0835218803047976e-08,1.5626720870537787e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999910701012514e-09,1.0799917031221513e-20,5.7761978484896356e-08,4.167043766105522e-08,0.0,1.7999910701012514e-09,1.0799917031221513e-20,8.66431617913924e-16,4.167043766105522e-08,6.2505656409143925e-15,6.511722970236224e-32,2.0058157180114254e-13,0.0,6.2505656409143925e-15,6.511722970236224e-32,1.5043913212236834e-21
0.51,0.005999969638346816,9.179974519295265e-10,2.1251921069981103e-08,1.6258027814504853e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999908915040449e-09,1.1015913679313801e-20,5.77619727536857e-08,4.1670433526465954e-08,0.0,1.7999908915040449e-09,1.1015913679313801e-20,8.837602021752295e-16,4.1670433526465954e-08,6.375576320994331e-15,6.91028647734829e-32,2.0459318293249858e-13,0.0,6.375576320994331e-15,6.91028647734829e-32,1.5651675195957232e-21
0.52,0.005999969043022895,9.359973510274475e-10,2.1668623254202127e-08,1.6901835819101438e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999907129068684e-09,1.1231910261032239e-20,5.7761967022476017e-08,4.167042939187738e-08,0.0,1.7999907129068684e-09,1.1231910261032239e-20,9.010887845503509e-16,4.167042939187738e-08,6.5005869762606375e-15,7.324790253369758e-32,2.0860479326758152e-13,0.0,6.5005869762606375e-15,7.324790253369758e-32,1.627147200596841e-21
0.53,0.0059999684476990745,9.539972481661132e-10,2.2085325355711063e-08,1.755814488172583e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999905343097222e-09,1.1447906776376847e-20,5.776196129126729e-08,4.1670425257289515e-08,0.0,1.7999905343097222e-09,1.1447906776376847e-20,9.184173650392886e-16,4.1670425257289515e-08,6.625597606713318e-15,7.755546847112558e-32,2.126164028063916e-13,0.0,6.625597606713318e-15,7.755546847112558e-32,1.6903303639765685e-21
0.54,0.005999967852375354,9.719971433455242e-10,2.2502027374507925e-08,1.8226954999776317e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799990355712606e-09,1.1663903225347648e-20,5.7761955560059535e-08,4.167042112270233e-08,0.0,1.799990355712606e-09,1.1663903225347648e-20,9.35745943642043e-16,4.167042112270233e-08,6.7506082123523775e-15,8.202868807177817e-32,2.1662801154892884e-13,0.0,6.7506082123523775e-15,8.202868807177817e-32,1.754717009484438e-21
0.55,0.005999967257051733,9.899970365656805e-10,2.2918729310592732e-08,1.890826617065119e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.79999017711552e-09,1.1879899607944661e-20,5.776194982885274e-08,4.167041698811585e-08,0.0,1.79999017711552e-09,1.1879899607944661e-20,9.530745203586145e-16,4.167041698811585e-08,6.875618793177819e-15,8.667068681955849e-32,2.2063961949519352e-13,0.0,6.875618793177819e-15,8.667068681955849e-32,1.820307136869981e-21
0.56,0.005999966661728214,1.0079969278265823e-09,2.3335431163965497e-08,1.960207839174874e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799989998518464e-09,1.2095895924167909e-20,5.776194409764692e-08,4.1670412853530075e-08,0.0,1.799989998518464e-09,1.2095895924167909e-20,9.70403095189003e-16,4.1670412853530075e-08,7.0006293491896486e-15,9.148459019626164e-32,2.2465122664518566e-13,0.0,7.0006293491896486e-15,9.148459019626164e-32,1.887100745882731e-21
0.5700000000000001,0.005999966066404795,1.0259968171282302e-09,2.375213293462623e-08,2.0308391660467256e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999898199214382e-09,1.2311892174017414e-20,5.776193836644207e-08,4.167040871894499e-08,0.0,1.7999898199214382e-09,1.2311892174017414e-20,9.87731668133209e-16,4.167040871894499e-08,7.125639880387868e-15,9.647352368157461e-32,2.2866283299890546e-13,0.0,7.125639880387868e-15,9.647352368157461e-32,1.95509783627222e-21
0.58,0.005999965471081476,1.0439967044706243e-09,2.416883462257495e-08,2.102720597420503e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999896413244429e-09,1.2527888357493197e-20,5.776193263523818e-08,4.167040458436061e-08,0.0,1.7999896413244429e-09,1.2527888357493197e-20,1.005060239191233e-15,4.167040458436061e-08,7.250650386772485e-15,1.0164061275307627e-31,2.32674438556353e-13,0.0,7.250650386772485e-15,1.0164061275307627e-31,2.0242984077879796e-21
0.59,0.005999964875758258,1.0619965898537652e-09,2.458553622781168e-08,2.1758521330360358e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799989462727477e-09,1.274388447459528e-20,5.7761926904035255e-08,4.167040044977692e-08,0.0,1.799989462727477e-09,1.274388447459528e-20,1.0223888083630748e-15,4.167040044977692e-08,7.375660868343504e-15,1.0698898288623755e-31,2.366860433175286e-13,0.0,7.375660868343504e-15,1.0698898288623755e-31,2.0947024601795434e-21
0.6,0.0059999642804351395,1.0799964732776531e-09,2.5002237750336424e-08,2.250233772633153e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999892841305417e-09,1.2959880525323686e-20,5.776192117283331e-08,4.1670396315193926e-08,0.0,1.7999892841305417e-09,1.2959880525323686e-20,1.0397173756487355e-15,4.1670396315193926e-08,7.500671325100926e-15,1.1252175955442114e-31,2.4069764728243227e-13,0.0,7.500671325100926e-15,1.1252175955442114e-31,2.1663099931964432e-21
0.61,0.005999963685112122,1.0979963547422883e-09,2.5418939190149203e-08,2.325865515951684e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999891055336365e-09,1.3175876509678434e-20,5.776191544163231e-08,4.167039218061163e-08,0.0,1.7999891055336365e-09,1.3175876509678434e-20,1.0570459410482147e-15,4.167039218061163e-08,7.62568175704476e-15,1.1824206822888172e-31,2.4470925045106415e-13,0.0,7.62568175704476e-15,1.1824206822888172e-31,2.2391210065882113e-21
0.62,0.005999963089789205,1.1159962342476711e-09,2.5835640547250032e-08,2.4027473627314576e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999889269367615e-09,1.3391872427659549e-20,5.7761909710432293e-08,4.167038804603004e-08,0.0,1.7999889269367615e-09,1.3391872427659549e-20,1.0743745045615132e-15,4.167038804603004e-08,7.750692164175009e-15,1.2415303437876585e-31,2.4872085282342447e-13,0.0,7.750692164175009e-15,1.2415303437876585e-31,2.3131355001043807e-21
0.63,0.005999962494466389,1.1339961117938018e-09,2.6252341821638925e-08,2.4808793127123033e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999887483399167e-09,1.360786827926705e-20,5.776190397923325e-08,4.167038391144914e-08,0.0,1.7999887483399167e-09,1.360786827926705e-20,1.091703066188631e-15,4.167038391144914e-08,7.875702546491678e-15,1.302577834711121e-31,2.527324543995133e-13,0.0,7.875702546491678e-15,1.302577834711121e-31,2.388353473494483e-21
0.64,0.0059999618991436725,1.1519959873806808e-09,2.6669043013315897e-08,2.560261365634051e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999885697431016e-09,1.382386406450096e-20,5.7761898248035154e-08,4.167037977686894e-08,0.0,1.7999885697431016e-09,1.382386406450096e-20,1.1090316259295683e-15,4.167037977686894e-08,8.000712903994768e-15,1.365594409708508e-31,2.5674405517933086e-13,0.0,8.000712903994768e-15,1.365594409708508e-31,2.464774926508052e-21
0.65,0.005999961303821057,1.1699958610083082e-09,2.708574412228096e-08,2.6408935212365296e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799988391146317e-09,1.40398597833613e-20,5.776189251683804e-08,4.167037564228943e-08,0.0,1.799988391146317e-09,1.40398597833613e-20,1.1263601837843257e-15,4.167037564228943e-08,8.125723236684287e-15,1.4306113234080443e-31,2.6075565516287723e-13,0.0,8.125723236684287e-15,1.4306113234080443e-31,2.54239985889462e-21
0.66,0.0059999607084985414,1.1879957326766845e-09,2.7502445148534136e-08,2.722775779259569e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999882125495623e-09,1.4255855435848088e-20,5.7761886785641887e-08,4.167037150771063e-08,0.0,1.7999882125495623e-09,1.4255855435848088e-20,1.1436887397529032e-15,4.167037150771063e-08,8.250733544560241e-15,1.4976598304168718e-31,2.647672543501525e-13,0.0,8.250733544560241e-15,1.4976598304168718e-31,2.6212282704037194e-21
0.67,0.005999960113176127,1.2059956023858102e-09,2.7919146092075433e-08,2.8059081394429985e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999880339528379e-09,1.4471851021961353e-20,5.77618810544467e-08,4.167036737313252e-08,0.0,1.7999880339528379e-09,1.4471851021961353e-20,1.1610172938353015e-15,4.167036737313252e-08,8.37574382762263e-15,1.566771185321053e-31,2.6877885274115693e-13,0.0,8.37574382762263e-15,1.566771185321053e-31,2.7012601607848837e-21
0.68,0.005999959517853813,1.2239954701356853e-09,2.8335846952904873e-08,2.890290601526648e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999878553561438e-09,1.4687846541701117e-20,5.7761875323252483e-08,4.167036323855512e-08,0.0,1.7999878553561438e-09,1.4687846541701117e-20,1.1783458460315209e-15,4.167036323855512e-08,8.500754085871462e-15,1.6379766426855692e-31,2.727904503358907e-13,0.0,8.500754085871462e-15,1.6379766426855692e-31,2.7824955297876446e-21
0.6900000000000001,0.0059999589225315985,1.2419953359263104e-09,2.8752547731022465e-08,2.975923165250347e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999876767594795e-09,1.4903841995067392e-20,5.7761869592059234e-08,4.16703591039784e-08,0.0,1.7999876767594795e-09,1.4903841995067392e-20,1.1956743963415613e-15,4.16703591039784e-08,8.625764319306739e-15,1.7113074570543212e-31,2.768020471343538e-13,0.0,8.625764319306739e-15,1.7113074570543212e-31,2.864934377161536e-21
0.7000000000000001,0.005999958327209485,1.2599951997576856e-09,2.916924842642823e-08,3.062805830353925e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999874981628454e-09,1.5119837382060208e-20,5.776186386086695e-08,4.167035496940238e-08,0.0,1.7999874981628454e-09,1.5119837382060208e-20,1.2130029447654234e-15,4.167035496940238e-08,8.750774527928469e-15,1.7867948829501287e-31,2.808136431365465e-13,0.0,8.750774527928469e-15,1.7867948829501287e-31,2.9485767026560905e-21
0.71,0.005999957731887472,1.2779950616298112e-09,2.9585949039122173e-08,3.1509385965772108e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999873195662415e-09,1.5335832702679586e-20,5.776185812967563e-08,4.167035083482707e-08,0.0,1.7999873195662415e-09,1.5335832702679586e-20,1.230331491303107e-15,4.167035083482707e-08,8.875784711736651e-15,1.8644701748747302e-31,2.8482523834246885e-13,0.0,8.875784711736651e-15,1.8644701748747302e-31,3.0334225060208392e-21
0.72,0.005999957136565559,1.2959949215426877e-09,3.000264956910432e-08,3.2403214636600364e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999871409696678e-09,1.555182795692554e-20,5.7761852398485284e-08,4.1670346700252454e-08,0.0,1.7999871409696678e-09,1.555182795692554e-20,1.2476600359546132e-15,4.1670346700252454e-08,9.000794870731296e-15,1.9443645873087857e-31,2.8883683275212106e-13,0.0,9.000794870731296e-15,1.9443645873087857e-31,3.1194717870053185e-21
0.73,0.005999956541243748,1.3139947794963154e-09,3.0419350016374684e-08,3.3309544313422305e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999869623731241e-09,1.5767823144798106e-20,5.77618466672959e-08,4.167034256567853e-08,0.0,1.7999869623731241e-09,1.5767823144798106e-20,1.2649885787199418e-15,4.167034256567853e-08,9.125805004912405e-15,2.026509374711872e-31,2.928484263655033e-13,0.0,9.125805004912405e-15,2.026509374711872e-31,3.2067245453590593e-21
0.74,0.0059999559459220355,1.3319946354906944e-09,3.083605038093328e-08,3.422837499363623e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999867837766106e-09,1.5983818266297293e-20,5.776184093610748e-08,4.1670338431105304e-08,0.0,1.7999867837766106e-09,1.5983818266297293e-20,1.2823171195990928e-15,4.1670338431105304e-08,9.250815114279982e-15,2.1109357915224875e-31,2.9686001918261563e-13,0.0,9.250815114279982e-15,2.1109357915224875e-31,3.2951807808315956e-21
0.75,0.005999955350600424,1.3499944895258253e-09,3.1252750662780115e-08,3.5159706674640442e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999866051801272e-09,1.6199813321423127e-20,5.776183520492002e-08,4.167033429653277e-08,0.0,1.7999866051801272e-09,1.6199813321423127e-20,1.2996456585920672e-15,4.167033429653277e-08,9.375825198834034e-15,2.197675092158047e-31,3.0087161120345834e-13,0.0,9.375825198834034e-15,2.197675092158047e-31,3.38484049317246e-21
0.76,0.005999954755278913,1.3679943416017083e-09,3.166945086191521e-08,3.610353935383323e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999864265836739e-09,1.641580831017563e-20,5.776182947373354e-08,4.1670330161960946e-08,0.0,1.7999864265836739e-09,1.641580831017563e-20,1.316974195698865e-15,4.1670330161960946e-08,9.500835258574563e-15,2.2867585310148873e-31,3.0488320242803136e-13,0.0,9.500835258574563e-15,2.2867585310148873e-31,3.4757036821311855e-21
0.77,0.005999954159957503,1.3859941917183438e-09,3.208615097833859e-08,3.705987302861291e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999862479872507e-09,1.6631803232554826e-20,5.776182374254803e-08,4.1670326027389816e-08,0.0,1.7999862479872507e-09,1.6631803232554826e-20,1.3343027309194863e-15,4.1670326027389816e-08,9.625845293501576e-15,2.3782173624682643e-31,3.0889479285633505e-13,0.0,9.625845293501576e-15,2.3782173624682643e-31,3.5677703474573054e-21
0.78,0.005999953564636193,1.4039940398757319e-09,3.2502851012050253e-08,3.802870769637777e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799986069390858e-09,1.6847798088560736e-20,5.776181801136349e-08,4.167032189281938e-08,0.0,1.799986069390858e-09,1.6847798088560736e-20,1.3516312642539318e-15,4.167032189281938e-08,9.750855303615075e-15,2.472082840872351e-31,3.129063824883694e-13,0.0,9.750855303615075e-15,2.472082840872351e-31,3.661040488900353e-21
0.79,0.0059999529693149836,1.421993886073873e-09,3.291955096305023e-08,3.901004335452613e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799985890794495e-09,1.7063792878193374e-20,5.77618122801799e-08,4.167031775824965e-08,0.0,1.799985890794495e-09,1.7063792878193374e-20,1.3689597957022017e-15,4.167031775824965e-08,9.87586528891507e-15,2.5683862205602444e-31,3.1691797132413474e-13,0.0,9.87586528891507e-15,2.5683862205602444e-31,3.755514106209864e-21
0.8,0.005999952373993874,1.4399937303127675e-09,3.333625083133853e-08,4.0003880000456276e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999857121981622e-09,1.727978760145277e-20,5.776180654899728e-08,4.167031362368061e-08,0.0,1.7999857121981622e-09,1.727978760145277e-20,1.3862883252642958e-15,4.167031362368061e-08,1.0000875249401558e-14,2.667158755843955e-31,3.20929559363631e-13,0.0,1.0000875249401558e-14,2.667158755843955e-31,3.851191199135368e-21
0.81,0.005999951778672866,1.4579935725924157e-09,3.375295061691516e-08,4.101021763156651e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999855336018596e-09,1.749578225833894e-20,5.776180081781563e-08,4.1670309489112265e-08,0.0,1.7999855336018596e-09,1.749578225833894e-20,1.403616852940215e-15,4.1670309489112265e-08,1.0125885185074548e-14,2.7684317010144157e-31,3.2494114660685846e-13,0.0,1.0125885185074548e-14,2.7684317010144157e-31,3.9480717674264e-21
0.8200000000000001,0.005999951183351958,1.475993412912818e-09,3.4169650319780145e-08,4.202905624525514e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999853550055872e-09,1.7711776848851915e-20,5.7761795086634956e-08,4.1670305354544615e-08,0.0,1.7999853550055872e-09,1.7711776848851915e-20,1.4209453787299596e-15,4.1670305354544615e-08,1.0250895095934042e-14,2.87223631034148e-31,3.2895273305381726e-13,0.0,1.0250895095934042e-14,2.87223631034148e-31,4.0461558108324946e-21
0.8300000000000001,0.00599995058803115,1.4939932512739745e-09,3.45863499399335e-08,4.3060395838920466e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799985176409345e-09,1.7927771372991707e-20,5.7761789355455246e-08,4.1670301219977674e-08,0.0,1.799985176409345e-09,1.7927771372991707e-20,1.4382739026335296e-15,4.1670301219977674e-08,1.037590498198005e-14,2.9786038380739195e-31,3.329643187045075e-13,0.0,1.037590498198005e-14,2.9786038380739195e-31,4.1454433291031835e-21
0.84,0.005999949992710443,1.5119930876758855e-09,3.5003049477375234e-08,4.410423640996078e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999849978131327e-09,1.8143765830758337e-20,5.776178362427649e-08,4.167029708541142e-08,0.0,1.7999849978131327e-09,1.8143765830758337e-20,1.4556024246509253e-15,4.167029708541142e-08,1.050091484321257e-14,3.087565538439423e-31,3.369759035589293e-13,0.0,1.050091484321257e-14,3.087565538439423e-31,4.245934321987999e-21
0.85,0.0059999493973898355,1.5299929221185518e-09,3.541974893210537e-08,4.5160577955774405e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999848192169505e-09,1.835976022215184e-20,5.776177789309871e-08,4.167029295084587e-08,0.0,1.7999848192169505e-09,1.835976022215184e-20,1.4729309447821475e-15,4.167029295084587e-08,1.0625924679631611e-14,3.199152665644604e-31,3.4098748761708297e-13,0.0,1.0625924679631611e-14,3.199152665644604e-31,4.347628789236479e-21
0.86,0.005999948802069329,1.5479927546019734e-09,3.583644830412392e-08,4.6229420473759644e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999846406207986e-09,1.8575754547172226e-20,5.77617721619219e-08,4.167028881628102e-08,0.0,1.7999846406207986e-09,1.8575754547172226e-20,1.490259463027196e-15,4.167028881628102e-08,1.0750934491237176e-14,3.3133964738749907e-31,3.4499907087896843e-13,0.0,1.0750934491237176e-14,3.3133964738749907e-31,4.450526730598154e-21
0.87,0.005999948206748923,1.5659925851261505e-09,3.62531475934309e-08,4.73107639613148e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799984462024677e-09,1.8791748805819515e-20,5.776176643074605e-08,4.1670284681716865e-08,0.0,1.799984462024677e-09,1.8791748805819515e-20,1.5075879793860714e-15,4.1670284681716865e-08,1.0875944278029269e-14,3.4303282172950343e-31,3.49010653344586e-13,0.0,1.0875944278029269e-14,3.4303282172950343e-31,4.5546281458225585e-21
0.88,0.005999947611428618,1.5839924136910836e-09,3.666984680002632e-08,4.840460841583818e-15,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999842834285853e-09,1.9007742998093738e-20,5.776176069957118e-08,4.1670280547153405e-08,0.0,1.7999842834285853e-09,1.9007742998093738e-20,1.5249164938587738e-15,4.1670280547153405e-08,1.1000954040007896e-14,3.5499791500481016e-31,3.5302223501393575e-13,0.0,1.1000954040007896e-14,3.5499791500481016e-31,4.659933034659227e-21
