Time,As,Bs,Asyn,Bsyn,nA,k1,k2,qA,QBs,QBsyn,TAh1,TBh1,Vs,Vsyn,t1,t2,default_compartment,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17
2.71,0.005999838669503754,4.877928055573218e-09,1.129244090909899e-07,4.59041722386313e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999516008511261e-09,5.85335627497709e-20,5.776071191084806e-08,4.1669523933785015e-08,0.0,1.7999516008511261e-09,5.85335627497709e-20,4.696002887076156e-15,4.1669523933785015e-08,3.387732272729697e-14,1.0367403049716926e-29,1.0871282746919098e-12,0.0,3.387732272729697e-14,1.0367403049716926e-29,4.419214939325749e-20
2.72,0.00599983807420193,4.8959275236426935e-09,1.133410930789174e-07,4.624357004826594e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999514222605788e-09,5.874954472976921e-20,5.77607061798511e-08,4.166951979934991e-08,0.0,1.7999514222605788e-09,5.874954472976921e-20,4.713331054498289e-15,4.166951979934991e-08,3.400232792367522e-14,1.0482593554283893e-29,1.0911397098504712e-12,0.0,3.400232792367522e-14,1.0482593554283893e-29,4.4518889163863704e-20
2.73,0.005999837478900206,4.9139269897529834e-09,1.1375777698413615e-07,4.6584217906466864e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999512436700617e-09,5.896552664339844e-20,5.7760700448855114e-08,4.1669515664915506e-08,0.0,1.7999512436700617e-09,5.896552664339844e-20,4.730659220034305e-15,4.1669515664915506e-08,3.4127333095240846e-14,1.0598634143168518e-29,1.0951511442127917e-12,0.0,3.4127333095240846e-14,1.0598634143168518e-29,4.48468323617467e-20
2.74,0.005999836883598583,4.9319264539040895e-09,1.1417446080664618e-07,4.692611581297395e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999510650795748e-09,5.918150849065865e-20,5.776069471786009e-08,4.166951153048181e-08,0.0,1.7999510650795748e-09,5.918150849065865e-20,4.7479873836842066e-15,4.166951153048181e-08,3.425233824199385e-14,1.0715527941393068e-29,1.0991625777788719e-12,0.0,3.425233824199385e-14,1.0715527941393068e-29,4.517597898665605e-20
2.75,0.00599983628829706,4.949925916096011e-09,1.1459114454644748e-07,4.7269263767527e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999508864891181e-09,5.939749027154983e-20,5.776068898686603e-08,4.16695073960488e-08,0.0,1.7999508864891181e-09,5.939749027154983e-20,4.765315545447992e-15,4.16695073960488e-08,3.4377343363934245e-14,1.0833278073977678e-29,1.1031740105487114e-12,0.0,3.4377343363934245e-14,1.0833278073977678e-29,4.550632903834127e-20
2.7600000000000002,0.005999835692995638,4.967925376328749e-09,1.1500782820354009e-07,4.761366176986589e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999507078986912e-09,5.961347198607203e-20,5.776068325587294e-08,4.1669503261616474e-08,0.0,1.7999507078986912e-09,5.961347198607203e-20,4.782643705325663e-15,4.1669503261616474e-08,3.450234846106202e-14,1.0951887665940403e-29,1.1071854425223107e-12,0.0,3.450234846106202e-14,1.0951887665940403e-29,4.583788251655193e-20
2.77,0.0059998350976943155,4.9859248346023025e-09,1.15424511777924e-07,4.7959309819730424e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999505293082947e-09,5.982945363422525e-20,5.7760677524880824e-08,4.166949912718486e-08,0.0,1.7999505293082947e-09,5.982945363422525e-20,4.799971863317219e-15,4.166949912718486e-08,3.46273535333772e-14,1.107135984229716e-29,1.1111968736996696e-12,0.0,3.46273535333772e-14,1.107135984229716e-29,4.617063942103756e-20
2.7800000000000002,0.005999834502393094,5.003924290916674e-09,1.1584119526959925e-07,4.830620791686048e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999503507179281e-09,6.004543521600952e-20,5.776067179388966e-08,4.166949499275394e-08,0.0,1.7999503507179281e-09,6.004543521600952e-20,4.8173000194226615e-15,4.166949499275394e-08,3.4752358580879774e-14,1.1191697728061792e-29,1.1152083040807888e-12,0.0,3.4752358580879774e-14,1.1191697728061792e-29,4.650459975154771e-20
2.79,0.005999833907091973,5.021923745271861e-09,1.1625787867856583e-07,4.865435606099586e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999501721275918e-09,6.026141673142485e-20,5.776066606289948e-08,4.166949085832372e-08,0.0,1.7999501721275918e-09,6.026141673142485e-20,4.834628173641988e-15,4.166949085832372e-08,3.487736360356975e-14,1.1312904448246002e-29,1.1192197336656679e-12,0.0,3.487736360356975e-14,1.1312904448246002e-29,4.6839763507831896e-20
2.8000000000000003,0.005999833311790953,5.039923197667867e-09,1.1667456200482379e-07,4.900375425187644e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999499935372858e-09,6.04773981804713e-20,5.776066033191025e-08,4.1669486723894206e-08,0.0,1.7999499935372858e-09,6.04773981804713e-20,4.851956325975203e-15,4.1669486723894206e-08,3.5002368601447136e-14,1.143498312785941e-29,1.1232311624543073e-12,0.0,3.5002368601447136e-14,1.143498312785941e-29,4.7176130689639694e-20
2.81,0.005999832716490032,5.05792264810469e-09,1.170912452483731e-07,4.9354402489242025e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999498149470096e-09,6.069337956314885e-20,5.7760654600921985e-08,4.166948258946538e-08,0.0,1.7999498149470096e-09,6.069337956314885e-20,4.869284476422303e-15,4.166948258946538e-08,3.5127373574511927e-14,1.1557936891909508e-29,1.1272425904467072e-12,0.0,3.5127373574511927e-14,1.1557936891909508e-29,4.7513701296720635e-20
2.82,0.005999832121189212,5.075922096582331e-09,1.175079284092138e-07,4.9706300772832477e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999496363567637e-09,6.090936087945751e-20,5.77606488699347e-08,4.166947845503725e-08,0.0,1.7999496363567637e-09,6.090936087945751e-20,4.88661262498329e-15,4.166947845503725e-08,3.525237852276414e-14,1.1681768865401696e-29,1.1312540176428674e-12,0.0,3.525237852276414e-14,1.1681768865401696e-29,4.785247532882425e-20
2.83,0.005999831525888493,5.093921543100791e-09,1.1792461148734594e-07,5.0059449102387647e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999494577665479e-09,6.112534212939738e-20,5.7760643138948375e-08,4.166947432060982e-08,0.0,1.7999494577665479e-09,6.112534212939738e-20,4.9039407716581655e-15,4.166947432060982e-08,3.537738344620378e-14,1.1806482173339263e-29,1.1352654440427885e-12,0.0,3.537738344620378e-14,1.1806482173339263e-29,4.8192452785700117e-20
2.84,0.005999830930587874,5.1119209876600685e-09,1.1834129448276947e-07,5.041384747764734e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999492791763623e-09,6.134132331296839e-20,5.7760637407963027e-08,4.166947018618309e-08,0.0,1.7999492791763623e-09,6.134132331296839e-20,4.921268916446927e-15,4.166947018618309e-08,3.550238834483084e-14,1.1932079940723378e-29,1.1392768696464703e-12,0.0,3.550238834483084e-14,1.1932079940723378e-29,4.8533633667097724e-20
2.85,0.005999830335287356,5.129920430260166e-09,1.1875797739548445e-07,5.0769495898351426e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999491005862069e-09,6.155730443017063e-20,5.7760631676978644e-08,4.166946605175705e-08,0.0,1.7999491005862069e-09,6.155730443017063e-20,4.938597059349577e-15,4.166946605175705e-08,3.562739321864534e-14,1.205856529255312e-29,1.1432882944539132e-12,0.0,3.562739321864534e-14,1.205856529255312e-29,4.8876017972766664e-20
2.86,0.005999829739986938,5.1479198709010815e-09,1.1917466022549087e-07,5.112639436423972e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999489219960812e-09,6.177328548100406e-20,5.776062594599522e-08,4.166946191733171e-08,0.0,1.7999489219960812e-09,6.177328548100406e-20,4.9559252003661144e-15,4.166946191733171e-08,3.575239806764726e-14,1.2185941353825441e-29,1.1472997184651175e-12,0.0,3.575239806764726e-14,1.2185941353825441e-29,4.921960570245644e-20
2.87,0.00599982914468662,5.165919309582818e-09,1.1959134297278878e-07,5.1484542875052095e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799948743405986e-09,6.198926646546875e-20,5.7760620215012764e-08,4.166945778290707e-08,0.0,1.799948743405986e-09,6.198926646546875e-20,4.973253339496541e-15,4.166945778290707e-08,3.587740289183663e-14,1.2314211249535207e-29,1.1513111416800828e-12,0.0,3.587740289183663e-14,1.2314211249535207e-29,4.9564396855916636e-20
2.88,0.005999828549386403,5.183918746305374e-09,1.2000802563737814e-07,5.1843941430528356e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999485648159208e-09,6.220524738356471e-20,5.776061448403127e-08,4.166945364848313e-08,0.0,1.7999485648159208e-09,6.220524738356471e-20,4.990581476740856e-15,4.166945364848313e-08,3.6002407691213443e-14,1.2443378104675156e-29,1.1553225640988095e-12,0.0,3.6002407691213443e-14,1.2443378104675156e-29,4.991039143289676e-20
2.89,0.005999827954086287,5.20191818106875e-09,1.2042470821925903e-07,5.2204590030408374e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799948386225886e-09,6.242122823529196e-20,5.7760608753050755e-08,4.166944951405989e-08,0.0,1.799948386225886e-09,6.242122823529196e-20,5.00790961209906e-15,4.166944951405989e-08,3.612741246577771e-14,1.2573445044235935e-29,1.159333985721298e-12,0.0,3.612741246577771e-14,1.2573445044235935e-29,5.0257589433146373e-20
2.9,0.00599982735878627,5.219917613872947e-09,1.208413907184314e-07,5.256648867443196e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999482076358809e-09,6.263720902065051e-20,5.776060302207119e-08,4.166944537963734e-08,0.0,1.7999482076358809e-09,6.263720902065051e-20,5.0252377455711534e-15,4.166944537963734e-08,3.625241721552942e-14,1.2704415193206064e-29,1.1633454065475482e-12,0.0,3.625241721552942e-14,1.2704415193206064e-29,5.060599085641501e-20
2.91,0.005999826763486354,5.237917044717966e-09,1.2125807313489533e-07,5.292963736233898e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799948029045906e-09,6.28531897396404e-20,5.7760597291092604e-08,4.166944124521549e-08,0.0,1.799948029045906e-09,6.28531897396404e-20,5.042565877157137e-15,4.166944124521549e-08,3.6377421940468595e-14,1.283629167657198e-29,1.1673568265775602e-12,0.0,3.6377421940468595e-14,1.283629167657198e-29,5.095559570245223e-20
2.92,0.005999826168186538,5.255916473603805e-09,1.2167475546865078e-07,5.329403609386925e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999478504559613e-09,6.306917039226163e-20,5.776059156011499e-08,4.166943711079433e-08,0.0,1.7999478504559613e-09,6.306917039226163e-20,5.0598940068570105e-15,4.166943711079433e-08,3.650242664059523e-14,1.296907761931798e-29,1.1713682458113344e-12,0.0,3.650242664059523e-14,1.296907761931798e-29,5.130640397100754e-20
2.93,0.005999825572886823,5.273915900530466e-09,1.220914377196978e-07,5.365968486878866e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799947671866047e-09,6.328515097851426e-20,5.776058582913834e-08,4.166943297637387e-08,0.0,1.799947671866047e-09,6.328515097851426e-20,5.077222134670774e-15,4.166943297637387e-08,3.662743131590934e-14,1.3102776146432642e-29,1.1753796642488706e-12,0.0,3.662743131590934e-14,1.3102776146432642e-29,5.165841566185558e-20
2.94,0.005999824977587209,5.291915325497949e-09,1.2250811988803637e-07,5.402658368684742e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999474932761627e-09,6.350113149839828e-20,5.776058009816265e-08,4.166942884195412e-08,0.0,1.7999474932761627e-09,6.350113149839828e-20,5.094550260598428e-15,4.166942884195412e-08,3.6752435966410907e-14,1.323739038289867e-29,1.1793910818901688e-12,0.0,3.6752435966410907e-14,1.323739038289867e-29,5.2011630774755867e-20
2.95,0.0059998243822876945,5.309914748506254e-09,1.2292480197366653e-07,5.439473254776615e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999473146863082e-09,6.371711195191373e-20,5.776057436718793e-08,4.166942470753506e-08,0.0,1.7999473146863082e-09,6.371711195191373e-20,5.111878384639973e-15,4.166942470753506e-08,3.687744059209996e-14,1.3372923453689416e-29,1.18340249873523e-12,0.0,3.687744059209996e-14,1.3372923453689416e-29,5.236604930943944e-20
2.96,0.005999823786988281,5.3279141695553816e-09,1.2334148397658828e-07,5.47641314512754e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799947136096484e-09,6.393309233906058e-20,5.7760568636214174e-08,4.1669420573116695e-08,0.0,1.799947136096484e-09,6.393309233906058e-20,5.12920650679541e-15,4.1669420573116695e-08,3.700244519297648e-14,1.350937848377852e-29,1.1874139147840532e-12,0.0,3.700244519297648e-14,1.350937848377852e-29,5.27216712656469e-20
2.97,0.005999823191688967,5.345913588645332e-09,1.2375816589680167e-07,5.513478039704879e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999469575066901e-09,6.414907265983892e-20,5.7760562905241385e-08,4.166941643869903e-08,0.0,1.7999469575066901e-09,6.414907265983892e-20,5.146534627064738e-15,4.166941643869903e-08,3.71274497690405e-14,1.3646758598123387e-29,1.1914253300366396e-12,0.0,3.71274497690405e-14,1.3646758598123387e-29,5.307849664306404e-20
2.98,0.0059998225963897546,5.363913005776106e-09,1.2417484773430667e-07,5.550667938486502e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999467789169262e-09,6.436505291424874e-20,5.776055717426957e-08,4.166941230428207e-08,0.0,1.7999467789169262e-09,6.436505291424874e-20,5.163862745447957e-15,4.166941230428207e-08,3.7252454320292e-14,1.3785066921705186e-29,1.1954367444929885e-12,0.0,3.7252454320292e-14,1.3785066921705186e-29,5.343652544147781e-20
2.99,0.0059998220010906425,5.381912420947703e-09,1.2459152948910334e-07,5.587982841447693e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999466003271927e-09,6.458103310229007e-20,5.7760551443298726e-08,4.166940816986579e-08,0.0,1.7999466003271927e-09,6.458103310229007e-20,5.181190861945069e-15,4.166940816986579e-08,3.7377458846731e-14,1.3924306579496677e-29,1.199448158153101e-12,0.0,3.7377458846731e-14,1.3924306579496677e-29,5.379575766065028e-20
3.0,0.00599982140579163,5.399911834160124e-09,1.2500821116119167e-07,5.625422748562865e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999464217374889e-09,6.479701322396291e-20,5.7760545712328835e-08,4.166940403545022e-08,0.0,1.7999464217374889e-09,6.479701322396291e-20,5.198518976556073e-15,4.166940403545022e-08,3.75024633483575e-14,1.4064480696466357e-29,1.2034595710169763e-12,0.0,3.75024633483575e-14,1.4064480696466357e-29,5.415619330033511e-20
3.0100000000000002,0.005999820810492718,5.417911245413369e-09,1.254248927505717e-07,5.6629876598061495e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999462431478155e-09,6.50129932792673e-20,5.7760539981359904e-08,4.1669399901035346e-08,0.0,1.7999462431478155e-09,6.50129932792673e-20,5.21584708928097e-15,4.1669399901035346e-08,3.762746782517151e-14,1.420559239757995e-29,1.2074709830846152e-12,0.0,3.762746782517151e-14,1.420559239757995e-29,5.451783236028326e-20
3.02,0.005999820215193907,5.435910654707438e-09,1.2584157425724342e-07,5.700677575151576e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999460645581721e-09,6.522897326820328e-20,5.7760534250391966e-08,4.166939576662116e-08,0.0,1.7999460645581721e-09,6.522897326820328e-20,5.23317520011976e-15,4.166939576662116e-08,3.7752472277173025e-14,1.4347644807800788e-29,1.2114823943560176e-12,0.0,3.7752472277173025e-14,1.4347644807800788e-29,5.488067484024472e-20
3.0300000000000002,0.005999819619895197,5.453910062042333e-09,1.2625825568120684e-07,5.738492494573146e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799945885968559e-09,6.544495319077083e-20,5.7760528519424974e-08,4.1669391632207687e-08,0.0,1.799945885968559e-09,6.544495319077083e-20,5.250503309072444e-15,4.1669391632207687e-08,3.787747670436205e-14,1.4490641052090056e-29,1.2154938048311836e-12,0.0,3.787747670436205e-14,1.4490641052090056e-29,5.524472073996922e-20
3.04,0.005999819024596587,5.4719094674180516e-09,1.2667493702246196e-07,5.776432418044848e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799945707378976e-09,6.566093304697e-20,5.776052278845896e-08,4.1669387497794905e-08,0.0,1.799945707378976e-09,6.566093304697e-20,5.26783141613902e-15,4.1669387497794905e-08,3.800248110673859e-14,1.4634584255406775e-29,1.219505214510113e-12,0.0,3.800248110673859e-14,1.4634584255406775e-29,5.560997005920629e-20
3.0500000000000003,0.005999818429298077,5.4899088708345965e-09,1.2709161828100885e-07,5.814497345540669e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799945528789423e-09,6.587691283680082e-20,5.77605170574939e-08,4.166938336338282e-08,0.0,1.799945528789423e-09,6.587691283680082e-20,5.285159521319491e-15,4.166938336338282e-08,3.812748548430265e-14,1.4779477542707878e-29,1.2235166233928067e-12,0.0,3.812748548430265e-14,1.4779477542707878e-29,5.597642279770556e-20
3.06,0.005999817833999667,5.507908272291967e-09,1.2750829945684746e-07,5.852687277034592e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999453501999001e-09,6.609289256026327e-20,5.7760511326529815e-08,4.1669379228971434e-08,0.0,1.7999453501999001e-09,6.609289256026327e-20,5.302487624613855e-15,4.1669379228971434e-08,3.8252489837054237e-14,1.492532403894816e-29,1.2275280314792641e-12,0.0,3.8252489837054237e-14,1.492532403894816e-29,5.634407895521654e-20
3.0700000000000003,0.005999817238701358,5.525907671790164e-09,1.2792498054997787e-07,5.891002212500604e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999451716104075e-09,6.630887221735742e-20,5.776050559556671e-08,4.1669375094560744e-08,0.0,1.7999451716104075e-09,6.630887221735742e-20,5.3198157260221165e-15,4.1669375094560744e-08,3.8377494164993357e-14,1.5072126869080327e-29,1.231539438769486e-12,0.0,3.8377494164993357e-14,1.5072126869080327e-29,5.671293853148879e-20
3.08,0.00599981664340315,5.543907069329186e-09,1.2834166156040006e-07,5.929442151912686e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999449930209449e-09,6.652485180808327e-20,5.776049986460456e-08,4.166937096015075e-08,0.0,1.7999449930209449e-09,6.652485180808327e-20,5.33714382554427e-15,4.166937096015075e-08,3.850249846812001e-14,1.5219889158054963e-29,1.2355508452634723e-12,0.0,3.850249846812001e-14,1.5219889158054963e-29,5.708300152627184e-20
3.09,0.005999816048105042,5.561906464909035e-09,1.2875834248811403e-07,5.968007095244823e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999448144315126e-09,6.674083133244083e-20,5.776049413364338e-08,4.166936682574146e-08,0.0,1.7999448144315126e-09,6.674083133244083e-20,5.35447192318032e-15,4.166936682574146e-08,3.862750274643421e-14,1.536861403082055e-29,1.239562250961223e-12,0.0,3.862750274643421e-14,1.536861403082055e-29,5.745426793931526e-20
3.1,0.005999815452807034,5.579905858529712e-09,1.2917502333311984e-07,6.006697042471002e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999446358421101e-09,6.695681079043014e-20,5.776048840268316e-08,4.1669362691332863e-08,0.0,1.7999446358421101e-09,6.695681079043014e-20,5.3718000189302654e-15,4.1669362691332863e-08,3.875250699993595e-14,1.5518304612323473e-29,1.2435736558627383e-12,0.0,3.875250699993595e-14,1.5518304612323473e-29,5.782673777036857e-20
3.11,0.005999814857509127,5.5979052501912155e-09,1.2959170409541747e-07,6.045511993565203e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799944457252738e-09,6.71727901820512e-20,5.7760482671723905e-08,4.1669358556924966e-08,0.0,1.799944457252738e-09,6.71727901820512e-20,5.3891281127941055e-15,4.1669358556924966e-08,3.887751122862524e-14,1.5668964027507985e-29,1.2475850599680186e-12,0.0,3.887751122862524e-14,1.5668964027507985e-29,5.820041101918132e-20
3.12,0.00599981426221132,5.615904639893548e-09,1.3000838477500695e-07,6.084451948501415e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799944278663396e-09,6.738876950730408e-20,5.776047694076563e-08,4.166935442251776e-08,0.0,1.799944278663396e-09,6.738876950730408e-20,5.406456204771844e-15,4.166935442251776e-08,3.9002515432502085e-14,1.5820595401316258e-29,1.2515964632770637e-12,0.0,3.9002515432502085e-14,1.5820595401316258e-29,5.857528768550307e-20
3.13,0.005999813666913614,5.633904027636707e-09,1.3042506537188828e-07,6.123516907253617e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999441000740841e-09,6.760474876618874e-20,5.776047120980831e-08,4.1669350288111256e-08,0.0,1.7999441000740841e-09,6.760474876618874e-20,5.4237842948634765e-15,4.1669350288111256e-08,3.9127519611566485e-14,1.5973201858688324e-29,1.2556078657898737e-12,0.0,3.9127519611566485e-14,1.5973201858688324e-29,5.895136776908333e-20
3.14,0.005999813071616009,5.651903413420695e-09,1.308417458860615e-07,6.162706869795796e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999439214848026e-09,6.782072795870526e-20,5.776046547885196e-08,4.166934615370545e-08,0.0,1.7999439214848026e-09,6.782072795870526e-20,5.4411123830690075e-15,4.166934615370545e-08,3.925252376581845e-14,1.6126786524562143e-29,1.2596192675064493e-12,0.0,3.925252376581845e-14,1.6126786524562143e-29,5.932865126967169e-20
3.15,0.005999812476318503,5.669902797245511e-09,1.3125842631752659e-07,6.202021836101935e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.799943742895551e-09,6.803670708485359e-20,5.776045974789659e-08,4.166934201930034e-08,0.0,1.799943742895551e-09,6.803670708485359e-20,5.458440469388435e-15,4.166934201930034e-08,3.937752789525797e-14,1.6281352523873535e-29,1.2636306684267898e-12,0.0,3.937752789525797e-14,1.6281352523873535e-29,5.970713818701766e-20
3.16,0.005999811881021098,5.687902179111157e-09,1.3167510666628361e-07,6.24146180614602e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999435643063294e-09,6.825268614463383e-20,5.776045401694216e-08,4.166933788489593e-08,0.0,1.7999435643063294e-09,6.825268614463383e-20,5.475768553821761e-15,4.166933788489593e-08,3.950253199988508e-14,1.6436902981556248e-29,1.2676420685508965e-12,0.0,3.950253199988508e-14,1.6436902981556248e-29,6.008682852087081e-20
3.17,0.0059998112857237934,5.705901559017632e-09,1.3209178693233253e-07,6.281026779902032e-14,2.91e-20,3e-07,2e-09,4.17e-08,0.0,0.0,72000.0,720000.0,4.19e-15,4.19e-15,0.0,0.0,1.0,4.17e-08,1.7999433857171379e-09,6.846866513804595e-20,5.7760448285988717e-08,4.166933375049221e-08,0.0,1.7999433857171379e-09,6.846866513804595e-20,5.4930966363689836e-15,4.166933375049221e-08,3.962753607969976e-14,1.659344102254188e-29,1.2716534678787683e-12,0.0,3.962753607969976e-14,1.659344102254188e-29,6.046772227098062e-20
