Time,X1,Y1,Z1,V1,X2,Y2,Z2,V2,F,v_1,K1,n,v_2,K2,vc,K,Kc,L,k3,v_4,K4,k5,v_6,K6,k7,v_8,K8,compartment,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20
0.17,4.007920102034297,3.2798506856662364,2.289210385427558,2.5095832827533164,0.6443617452387805,0.007561402825679944,0.0001553152701953125,0.014355946371071132,1.2619696145621937,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.984259810190721,7.859081648931043,1.4074586106100393,0.0,0.4717321960094367,0.311515611301326,1.0994059498353224,0.8699629958929106,0.9146073672842265,0.8871920212771123,6.8355,5.807139570854179,1.4074586106100393,0.0,0.07584137741460446,0.0010068111452345163,0.002534582227167917,7.255523930028735e-05,0.14704335026348972,0.006771252030937472
0.18,3.993221628741537,3.281443666228875,2.2915039446617453,2.5098403272727094,0.6683911561578626,0.00832345024722325,0.0001811457156584716,0.015782870128311116,1.2628115987005102,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.976592813274739,7.857123949418657,1.408202979706248,0.0,0.47000218570287894,0.3116234196010022,1.0999399169199189,0.8706719164713198,0.9112531756788187,0.8872599973646763,6.8355,5.872825586206296,1.408202979706248,0.0,0.07866963907978043,0.0011081750824104189,0.0027900205228692334,8.462166489768479e-05,0.15252686183522424,0.007442864997145415
0.19,3.9784736038399324,3.28301824579782,2.293795727588388,2.5100631388147505,0.6917955798443682,0.009112375898084836,0.00020944940391261818,0.017257079301045836,1.2636601090578983,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.968919606471628,7.855146102350006,1.408952910246854,0.0,0.46826634317196003,0.3117299530105822,1.1004677159914293,0.871380023473997,0.9078876763962725,0.887318917614638,6.8355,5.9337153310534285,1.408952910246854,0.0,0.08142433974768214,0.001213094247855072,0.0030544684010380373,9.784336861813073e-05,0.15786775132048483,0.008136464372262208
0.2,3.9636762214219075,3.2845743789244435,2.296085680665745,2.5102516951064686,0.7146200130003931,0.009927436957890392,0.00024030342697457249,0.01877698569297747,1.264514340399723,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.961240488163226,7.853147855409267,1.4097076861146545,0.0,0.4665246912613585,0.31183520949876553,1.1009893318154735,0.8720873011297886,0.9045109137284792,0.8873687773525177,6.8355,5.9903663866194945,1.4097076861146545,0.0,0.08411077553014627,0.001321467811324904,0.0033276768682848593,0.00011225634303187446,0.16307628696668972,0.008851277192552277
0.21,3.948829674217473,3.286112020407835,2.2983737503577344,2.51040597436289,0.736904627132763,0.01076794065883555,0.00027378212943874653,0.020341103723180057,1.265373539043035,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.953555757800809,7.851128951517315,1.4104666374932973,0.0,0.46477725265539654,0.3119391870414247,1.1015047492407064,0.8727937336926505,0.9011229316564272,0.8874095718468163,6.8355,6.043250289346866,1.4104666374932973,0.0,0.0867336746135262,0.0014332016078062789,0.0036094137088416764,0.00012789529462697928,0.1681616359116965,0.009586579163760964
0.22,3.9339341540758475,3.2876311252935073,2.300659883134512,2.510525955285235,0.758685234601958,0.011633239522730827,0.00030995727365380657,0.02194804086468843,1.2662369980749617,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.9458657158725226,7.849089128790679,1.4112291365924992,0.0,0.46302404993472723,0.31204188362141827,1.1020139531983837,0.8734993054417426,0.8977237739601084,0.8874412963081695,6.8355,6.092768299774459,1.4112291365924992,0.0,0.08929725211265045,0.0015482075037643451,0.003899461888019373,0.00014479372082757273,0.1731319705361668,0.010341690155657009
0.23,3.9189898524113214,3.2891316488726337,2.3029440254730393,2.510611617060163,0.7799938162241551,0.012522726923263788,0.0003488981907690439,0.023596488741017736,1.2671040529005904,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.938170663870711,7.847028120495353,1.411994593668709,0.0,0.4612651056288125,0.3121432972284403,1.1025169287021068,0.8742040006815158,0.8943134843202635,0.8874639458887847,6.8355,6.139264086328407,1.411994593668709,0.0,0.09180527216958305,0.0016664028066604754,0.004197618064678022,0.00016298398041305522,0.17799458886235217,0.011115970006209295
0.24,3.9039969606206237,3.290613546681707,2.3052261238576524,2.5106629393598254,0.8008590204427776,0.013435833029063024,0.0003906719205336993,0.0252852149828994,1.2679740771713623,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.930470904259121,7.844945654996354,1.4127624533861107,0.0,0.45950044226504744,0.31224342585889886,1.1030136608477081,0.8749078037418001,0.8908921064136263,0.8874775156820942,6.8355,6.183033851649431,1.4127624533861107,0.0,0.09426110670611491,0.0017877097251681685,0.004503691231341925,0.00018249735868519772,0.18275602846504183,0.011908814684080575
0.25,3.8889556704428636,3.2920767745031294,2.3075061247806317,2.510679902343729,0.8213066869520483,0.014372021337870064,0.0004353433283880799,0.027013056275339252,1.2688464793095342,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.9227667404399895,7.842841455698716,1.4135321917078292,0.0,0.45773008241112506,0.312342267515858,1.103504134813449,0.8756106989778895,0.8874596839950615,0.8874820007228907,6.8355,6.224334583451218,1.4135321917078292,0.0,0.09666779705425609,0.0019120549080372555,0.004817501552454045,0.00020336412202950855,0.1874221859624574,0.012719653011531476
0.26,3.8738661743660603,3.2935212883650875,2.3097839747427718,2.5106624866592058,0.8413603669249539,0.015330784688690835,0.0004829752409534731,0.02877891035673455,1.26972069850797,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.915058476721033,7.840715240994296,1.4143033123281656,0.0,0.4559540487228853,0.3124398202089318,1.1039883358599774,0.8763126707706266,0.8840162609903349,0.8874773959870979,6.8355,6.263390782854313,1.4143033123281656,0.0,0.09902811518706707,0.002039368913771547,0.005138879027649168,0.00022561358107279938,0.19199843573227446,0.013547942897530856
0.27,3.8587286659204896,3.2949470445430156,2.3120596202539527,2.510610673444961,0.8610414633998505,0.01631164328731479,0.0005336285368910089,0.030581732009185868,1.2705962027270734,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.907346418282325,7.838566724191986,1.4150753448704965,0.0,0.45417236397884164,0.3125360819542866,1.1044662493308188,0.8770137035264854,0.8805618815630557,0.887463696392357,6.8355,6.300399295179276,1.4150753448704965,0.0,0.1013445802421624,0.002169585947864626,0.005467662829907917,0.00024927413299454546,0.1964896619478459,0.014393169445751577
0.28,3.843543340024855,3.2963539995603672,2.314333007833711,2.510524444333284,0.8803696283804819,0.017314141637702705,0.0005873622585634774,0.03242052688652634,1.2714724856099053,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.899630871143108,7.836395613454313,1.415847842133605,0.0,0.4523850511209254,0.3126310507745959,1.104937860652635,0.8777137816776535,0.8770965901936718,0.8874408967982658,6.8355,6.335533785880602,1.415847842133605,0.0,0.10361950526038273,0.002302643454816724,0.005803700276957946,0.0002743733135574918,0.20090034919642596,0.015254842049247012
0.29,3.828310393311518,3.2977421101896685,2.3166040840118183,2.5104037814527915,0.8993629256309762,0.01833784601219392,0.0006442337153998039,0.03429434640386841,1.27234906392833,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.891912142128488,7.834201611730212,1.4166203778097401,0.0,0.4505921332927657,0.3127247246990158,1.1054031553355768,0.8784128896821124,0.8736204317536884,0.8874089920067594,6.8355,6.368948066971075,1.4166203778097401,0.0,0.1058550163467659,0.0024384817818865366,0.006146845983287403,0.00030093784526397127,0.20523461962898876,0.016132491985581105
0.3,3.8130300242132864,3.2991113334573305,2.3188727953288644,2.5102486674384465,0.9180377304642736,0.01938234516038216,0.0007042984930175452,0.036202289090713186,1.2732254782645798,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.884190538836066,7.8319844166520864,1.4173925470559705,0.0,0.4487936338499038,0.31281710176341393,1.1058621189748972,0.8791110120237213,0.870133451525472,0.8873679767644216,6.8355,6.4007784550470355,1.4173925470559705,0.0,0.108053040875645,0.0025770442726214633,0.006496962097760101,0.00032899364149409843,0.20949621009194722,0.017025673039695717
0.31,3.79770243351267,3.300461626641415,2.321139088336838,2.510059085427932,0.9364094837647985,0.020447244500924472,0.0007676106445156886,0.03814348895014674,1.2741012871890394,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.876466369602509,7.829743720498253,1.4181639613361503,0.0,0.44698957642444126,0.312908180010123,1.1063147372502022,0.8798081332122962,0.8666356953275912,0.8873178457611877,6.8355,6.431147167838519,1.4181639613361503,0.0,0.11021539623911678,0.002718276495743044,0.006853916356709883,0.00035856589573707314,0.213688644195127,0.017933956042445458
0.32,3.782327824171046,3.3017929472807226,2.3234029095997437,2.5098350190799112,0.9544921505560602,0.02153217051949389,0.0008342225970618735,0.04011712416479576,1.2749760716223535,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.868739943469975,7.827479210049412,1.4189342522376938,0.0,0.4451799849049321,0.31299795748845854,1.1067609959284983,0.880504237783699,0.8631272094758327,0.8872585936348436,6.8355,6.460163139486814,1.4189342522376938,0.0,0.11234372612044828,0.002862126828033597,0.007217583558134352,0.0003896790378407537,0.21781510875689292,0.018856932935066417
0.33,3.766906401976865,3.303105253170873,2.3256642056941716,2.5095764525671505,0.9722989049948355,0.02263676347583144,0.0009041853833807206,0.04212240250216825,1.2758494275346592,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.8610115701526375,7.825190566562855,1.4197030650159674,0.0,0.44336488351267705,0.31308643225436,1.1072008808628766,0.8811993102999102,0.8596080409311206,0.887190214968879,6.8355,6.487924628944779,1.4197030650159674,0.0,0.11443958111789214,0.0030085454865892165,0.007587843117098699,0.0004223568420210764,0.22187861011982146,0.01979420992951759
0.34,3.7514383753948493,3.3043985023737994,2.327922923209974,2.509283370595494,0.9898416497200574,0.023760681366915937,0.0009775485550344595,0.04415856916477851,1.276720969880136,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.853281560002846,7.8228774656279345,1.420470062035528,0.0,0.4415442967839738,0.3131736023709362,1.1076343779956976,0.8818933353491345,0.8560782372651046,0.8871127042971824,6.8355,6.5145196960677065,1.420470062035528,0.0,0.11650436217205075,0.0031574850538568875,0.007964580394190223,0.00045662238624366477,0.22588186446611708,0.020745411169861096
0.35000000000000003,3.7359239560632918,3.3056726532157694,2.3301790087508034,2.508955758400779,1.0071316607668914,0.024903594920625636,0.0010543603540511786,0.04622489674211371,1.2775903275714462,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.845550223977726,7.820539577115311,1.4212349183231787,0.0,0.4397182496286494,0.3132594659082376,1.108061473357926,0.882586297545861,0.8525378467736431,0.8870260561029079,6.8355,6.5400282709006365,1.4212349183231787,0.0,0.11853939647226312,0.003308899813488831,0.008347685017393714,0.0004924981322763981,0.2298274449870046,0.021710174024676076
0.36,3.720363358811772,3.3069276642950713,2.332432408934865,2.5085936017642227,1.0241793189445985,0.026065188882440284,0.0011346676915974907,0.04832068774468206,1.2784571447544524,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.837817873605064,7.818176565053276,1.4219973226689222,0.0,0.4378867673321456,0.31334402094368013,1.108482153071708,0.8832781815309869,0.8489869184808464,0.8869302648222316,6.8355,6.564522632423608,1.4219973226689222,0.0,0.12054590583977924,0.003462745920482922,0.008737051313393984,0.0005300059156193539,0.23371772058315735,0.022688150261994666
0.37,3.704756801981763,3.3081634944824394,2.334683070395425,2.5081968870140288,1.0409943918601514,0.02724515968214928,0.001218516250752973,0.050445269875329414,1.2793210784446791,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.830084820950003,7.815788087547428,1.4227569755261378,0.0,0.4360498755932535,0.3134272655619803,1.1088964033505138,0.8839689719718671,0.8454255022122382,0.8868253248444692,6.8355,6.588068597502663,1.4227569755261378,0.0,0.12252503992193982,0.00361898109163539,0.009132577525456438,0.0005691669934006743,0.23755492022248653,0.023679003831812734
0.38,3.689104507506744,3.309380102928331,2.3369309397816314,2.5077656010398957,1.0575860161241573,0.0284432156877677,0.0013059504881817877,0.05259799651430188,1.2801817987770987,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.822351378580713,7.813373796662024,1.4235135892120334,0.0,0.4342076005335438,0.3135091978555522,1.1093042105015767,0.8846586535624552,0.8418536486130389,0.8867112305156118,6.8355,6.6107261483727555,1.4235135892120334,0.0,0.1244778740978133,0.003777564638790476,0.009534165898539733,0.000610002045053573,0.24134112887953268,0.02468241108343302
0.39,3.673406701172439,3.3105774490646667,2.339175963759055,2.5072997312971337,1.0739627668854053,0.029659075652900848,0.0013970137125834104,0.05477824355264478,1.2810389874248893,6.8355,2.7266,5.6645,8.4297,0.291,6.7924,1.0,4.8283,0.0,0.1177,1.0841,8.1343,0.3352,4.6645,9.9849,0.2282,3.5216,7.4519,1.0,4.8146178595350175,7.810933338326632,1.4242668864987083,0.0,0.4323599687279961,0.31358981592453106,1.1097055609264763,0.8853472110233606,0.8382714092075506,0.8865879761391192,6.8355,6.632550100008667,1.4242668864987083,0.0,0.1264054176624122,0.003938457262873821,0.009941722158852364,0.0006525312088552373,0.24507830340324946,0.025698059279506
