Time,D,N,v,d_D,d_N,d_v,k_D,k_N,k_D0,k_N0,p_v,v_0,K_D,K_N,K_v1,K_v2,I_0,n_1,n_2,n_3,n_4,f_D,f_N,f_v,I,compartment,Dyn_Secretion,NKB_Secretion,Firing_Rate,Dyn_Decay,NKB_Decay,FR_Decay
7.36,6.873146935122146,0.24566828665432233,335.5711435019033,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.5013772749313993,0.044132854277520756,3283.4470807846487,0.21977685590587467,1.0,0.5013772749313993,0.044132854277520756,3283.4470807846487,1.7182867337805365,0.24566828665432233,3355.711435019033
7.37,6.860986582505946,0.24366288095177513,334.85734145064316,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.5000904617466978,0.04411451596694313,3278.0682832494927,0.2194139290509855,1.0,0.5000904617466978,0.04411451596694313,3278.0682832494927,1.7152466456264865,0.24366288095177513,3348.5734145064316
7.38,6.84884390706126,0.24167726629535652,334.1608629599618,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.49883675727663335,0.04410005137171898,3272.8093375157378,0.2190591029436946,1.0,0.49883675727663335,0.04410005137171898,3272.8093375157378,1.712210976765315,0.24167726629535652,3341.608629599618
7.390000000000001,6.836719189916541,0.2397112837655551,333.48118452857113,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.49761508667422816,0.04408935300349194,3267.6670598956725,0.21871216182684466,1.0,0.49761508667422816,0.04408935300349194,3267.6670598956725,1.7091797974791352,0.2397112837655551,3334.8118452857116
7.4,6.824612700985638,0.23776477497687992,332.81780269559624,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4964244192353526,0.04408231780623942,3262.63837331717,0.21837289719225061,1.0,0.4964244192353526,0.04408231780623942,3262.63837331717,1.7061531752464094,0.23776477497687992,3328.178026955962
7.41,6.812524699425782,0.23583758211556569,332.17023312580926,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4952637662405464,0.04407884694091785,3257.720302768944,0.21804110747001337,1.0,0.4952637662405464,0.04407884694091785,3257.720302768944,1.7031311748564455,0.23583758211556569,3321.7023312580927
7.42,6.800455434073474,0.23392954797481805,331.5380097397395,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.494132178912364,0.04407884558136855,3252.909970981728,0.21771659773397806,1.0,0.494132178912364,0.04407884558136855,3252.909970981728,1.7001138585183686,0.23392954797481805,3315.380097397395
7.43,6.788405143859424,0.2320405159877303,330.92068388656753,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.49302874648199857,0.044082222720901273,3248.2045943318067,0.2173991794224008,1.0,0.49302874648199857,0.044082222720901273,3248.2045943318067,1.697101285964856,0.2320405159877303,3309.2068388656753
7.44,6.776374058203671,0.23017033025799902,330.3178235577685,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4919525943592211,0.04408889098899405,3243.6014789540327,0.21708867007294413,1.0,0.4919525943592211,0.04408889098899405,3243.6014789540327,1.6940935145509177,0.23017033025799902,3303.178235577685
7.45,6.764362397391937,0.22831883558855912,329.72901263955356,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.490902882399986,0.04409876647757765,3239.098017052298,0.21678489307117296,1.0,0.490902882399986,0.04409876647757765,3239.098017052298,1.6910905993479843,0.22831883558855912,3297.2901263955355
7.46,6.752370372934192,0.22648587750824958,329.153850202245,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4898788032663686,0.04411176857640129,3234.6916833961245,0.21648767741177358,1.0,0.4898788032663686,0.04411176857640129,3234.6916833961245,1.688092593233548,0.22648587750824958,3291.53850202245
7.47,6.7403981879063855,0.22467130229662063,328.5919498247983,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4888795808737804,0.0441278198170013,3230.3800319926977,0.21619685747176534,1.0,0.4888795808737804,0.0441278198170013,3230.3800319926977,1.6850995469765964,0.22467130229662063,3285.919498247983
7.48,6.7284460372762425,0.22287495700698137,328.0429389527449,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.48790446892065403,0.04414684572481588,3226.1606929243453,0.2159122727950171,1.0,0.48790446892065403,0.04414684572481588,3226.1606929243453,1.6821115093190606,0.22287495700698137,3280.429389527449
7.49,6.716514108213949,0.2210966894877865,327.5064582879016,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4869527494960409,0.04416877467901117,3222.0313693420317,0.21563376788742308,1.0,0.4869527494960409,0.04416877467901117,3222.0313693420317,1.6791285270534873,0.2210966894877865,3275.0645828790157
7.5,6.704602580388519,0.2193363484024505,326.9821612082619,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4860237317608089,0.04419353777960616,3217.989834605991,0.21536119202213072,1.0,0.4860237317608089,0.04419353777960616,3217.989834605991,1.6761506450971297,0.2193363484024505,3269.821612082619
7.51,6.692711626250609,0.217593783247679,326.46971321656036,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.48511675069836424,0.044221068721505635,3214.033929565198,0.21509439905425118,1.0,0.48511675069836424,0.044221068721505635,3214.033929565198,1.6731779065626522,0.217593783247679,3264.6971321656038
7.5200000000000005,6.6808414113024766,0.21586884437039613,325.9687914160634,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4842311659310429,0.04425130367507011,3210.1615599678676,0.21483324724451697,1.0,0.4842311659310429,0.04425130367507011,3210.1615599678676,1.6702103528256191,0.21586884437039613,3259.687914160634
7.53,6.668992094355765,0.21416138298334716,325.4790840122076,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.48336636059851923,0.04428418117287066,3206.3706939956187,0.21457759909138352,1.0,0.48336636059851923,0.04428418117287066,3206.3706939956187,1.6672480235889413,0.21416138298334716,3254.7908401220757
7.54,6.657163827777722,0.21247125117944704,325.00028983876734,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4825217402947851,0.044319642002294955,3202.6593599144067,0.2143273211711025,1.0,0.4825217402947851,0.044319642002294955,3202.6593599144067,1.6642909569444304,0.21247125117944704,3250.0028983876737
7.55,6.645356757726475,0.21079830194494686,324.5321179072984,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.48169673206043945,0.04435762910368789,3199.025643835747,0.21408228398532322,1.0,0.48169673206043945,0.04435762910368789,3199.025643835747,1.6613391894316187,0.21079830194494686,3245.3211790729843
7.5600000000000005,6.6335710243759225,0.20914238917148134,324.07428697866055,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4808907834272092,0.044398087473727525,3195.4676875821333,0.21384236181580513,1.0,0.4808907834272092,0.044398087473727525,3195.4676875821333,1.6583927560939806,0.20914238917148134,3240.7428697866053
7.57,6.621806762130762,0.20750336766706062,323.6265251554835,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4801033615117972,0.04444096407375268,3191.9836866509236,0.21360743258585008,1.0,0.4801033615117972,0.04444096407375268,3191.9836866509236,1.6554516905326906,0.20750336766706062,3236.265251554835
7.58,6.610064099832165,0.20588109316606282,323.18856949449264,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4793339521563103,0.04448620774277371,3188.5718882713263,0.21337737772808624,1.0,0.4793339521563103,0.04448620774277371,3188.5718882713263,1.6525160249580413,0.20588109316606282,3231.8856949449264
7.59,6.598343160954583,0.20427542233828516,322.7601656376671,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.47858205911267854,0.04453376911491221,3185.2305895494333,0.21315208205825853,1.0,0.47858205911267854,0.04453376911491221,3185.2305895494333,1.6495857902386457,0.20427542233828516,3227.601656376671
7.6000000000000005,6.5866440637941155,0.2026862127971039,322.34106746125104,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.47784720326862024,0.04458360054102952,3181.958135696518,0.21293143365470024,1.0,0.47784720326862024,0.04458360054102952,3181.958135696518,1.6466610159485289,0.2026862127971039,3223.4106746125103
7.61,6.574966921648892,0.20111332310679386,321.9310367416916,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4771289219128481,0.04463565601431636,3178.75291833619,0.21271532374318142,1.0,0.4771289219128481,0.04463565601431636,3178.75291833619,1.643741730412223,0.20111332310679386,3219.310367416916
7.62,6.563311842991829,0.19955661278905243,321.52984283762123,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.47642676803733874,0.04468989109962917,3175.613373886167,0.21250364658684612,1.0,0.47642676803733874,0.04468989109962917,3175.613373886167,1.6408279607479572,0.19955661278905243,3215.2984283762125
7.63,6.551678931636179,0.19801594232877445,321.1372623870488,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4757403096746167,0.044746262866369346,3172.537982010726,0.21229629938096978,1.0,0.4757403096746167,0.044746262866369346,3172.537982010726,1.6379197329090447,0.19801594232877445,3211.372623870488
7.640000000000001,6.540068286894212,0.19649117317911802,320.75307901896707,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4750691292681162,0.04480472982471378,3169.525264140124,0.21209318215228262,1.0,0.4750691292681162,0.04480472982471378,3169.525264140124,1.635017071723553,0.19649117317911802,3207.530790189671
7.65,6.528480003729372,0.19498216776590202,320.37708307862465,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4744128230737981,0.04486525186501507,3166.573782053515,0.21189419766262063,1.0,0.4744128230737981,0.04486525186501507,3166.573782053515,1.632120000932343,0.19498216776590202,3203.7708307862467
7.66,6.516914172902214,0.19348878949137074,320.00907136574955,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.47377100059130095,0.04492779020019985,3163.68213652204,0.2116992513166795,1.0,0.47377100059130095,0.04492779020019985,3163.68213652204,1.6292285432255535,0.19348878949137074,3200.0907136574956
7.67,6.505370881110449,0.19201090273736343,319.64884688505043,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.47314328402300554,0.044992307311003475,3160.8489660090304,0.21150825107366086,1.0,0.47314328402300554,0.044992307311003475,3160.8489660090304,1.6263427202776122,0.19201090273736343,3196.4884688505044
7.68,6.493850211123363,0.1905483728679202,319.29621860835596,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4725293077594855,0.04505876689388782,3158.072945424411,0.21132110736261142,1.0,0.4725293077594855,0.04505876689388782,3158.072945424411,1.6234625527808408,0.1905483728679202,3192.9621860835596
7.69,6.482352241910896,0.18910106623135658,318.951001247787,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4719287178899025,0.045127133811497924,3155.3527849305374,0.21113773300126837,1.0,0.4719287178899025,0.045127133811497924,3155.3527849305374,1.620588060477724,0.18910106623135658,3189.51001247787
7.7,6.470877048767613,0.18766885016183718,318.613015039389,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.47134117173598866,0.04519737404552095,3152.6872287969136,0.2109580431182344,1.0,0.47134117173598866,0.04519737404552095,3152.6872287969136,1.6177192621919032,0.18766885016183718,3186.13015039389
7.71,6.459424703431836,0.18625159298047478,318.2820855366818,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.47076633740833734,0.045269454651818676,3150.0750543013505,0.21078195507831646,1.0,0.47076633740833734,0.045269454651818676,3150.0750543013505,1.614856175857959,0.18625159298047478,3182.820855366818
7.72,6.447995274200145,0.18484916399598425,317.95804341361463,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.47020389338379487,0.04534334371771179,3147.5150706752593,0.21060938841087165,1.0,0.47020389338379487,0.04534334371771179,3147.5150706752593,1.6119988185500362,0.18484916399598425,3179.5804341361463
7.73,6.436588826037482,0.18346143350491417,317.6407242764402,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4696535281028185,0.04541901032130124,3145.0061180909283,0.21044026474101285,1.0,0.4696535281028185,0.04541901032130124,3145.0061180909283,1.6091472065093706,0.18346143350491417,3176.4072427644023
7.74,6.425205420683049,0.18208827279148207,317.3299684840486,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.46911493958572703,0.04549642449271812,3142.547066688756,0.21027450772353456,1.0,0.46911493958572703,0.04549642449271812,3142.547066688756,1.6063013551707623,0.18208827279148207,3173.299684840486
7.75,6.413845116752193,0.1807295541270336,317.02562097632716,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.46858783506683577,0.04557555717720001,3140.136815642487,0.21011204297942826,1.0,0.46858783506683577,0.04557555717720001,3140.136815642487,1.6034612791880483,0.1807295541270336,3170.2562097632717
7.76,6.402507969834478,0.17938515076914957,316.72753111013503,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.46807193064552327,0.04565638019989661,3137.7742922606626,0.20995279803486266,1.0,0.46807193064552327,0.04565638019989661,3137.7742922606626,1.6006269924586194,0.17938515076914957,3167.2753111013503
7.7700000000000005,6.391194032588102,0.17805493696041927,316.4355525025043,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.46756695095333284,0.04573886623231414,3135.458451122561,0.20979670226251257,1.0,0.46756695095333284,0.04573886623231414,3135.458451122561,1.5977985081470254,0.17805493696041927,3164.3555250250433
7.78,6.379903354830836,0.17673878792690062,316.1495428807001,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4670726288362624,0.04582298876031179,3133.1882732470035,0.2096436868251255,1.0,0.4670726288362624,0.04582298876031179,3133.1882732470035,1.594975838707709,0.17673878792690062,3161.495428807001
7.79,6.3686359836276285,0.1754365798762833,315.869363938792,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.46658870505144484,0.04590872205356918,3130.9627652925,0.20949368462122145,1.0,0.46658870505144484,0.04590872205356918,3130.9627652925,1.5921589959069071,0.1754365798762833,3158.69363938792
7.8,6.35739196337503,0.17414818999577472,315.5948812004092,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.46611492797746845,0.045996041136448375,3128.7809587873007,0.2093466302328279,1.0,0.46611492797746845,0.045996041136448375,3128.7809587873007,1.5893479908437576,0.17414818999577472,3155.948812004092
7.8100000000000005,6.346171335882587,0.17287349644972289,315.3259638873676,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.465651053337625,0.0460849217601772,3126.6419093879535,0.20920245987515584,1.0,0.465651053337625,0.0460849217601772,3126.6419093879535,1.5865428339706467,0.17287349644972289,3153.259638873676
7.82,6.3349741404513225,0.17161237837699325,315.0624847938762,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.46519684393541966,0.04617534037628632,3124.544696165116,0.20906111134812932,1.0,0.46519684393541966,0.04617534037628632,3124.544696165116,1.5837435351128306,0.17161237837699325,3150.624847938762
7.83,6.323800413949441,0.1703647158881121,314.80432016604414,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4647520694017092,0.046267274111234824,3122.4884209153493,0.2089225239896845,1.0,0.4647520694017092,0.046267274111234824,3122.4884209153493,1.5809501034873603,0.1703647158881121,3148.0432016604414
7.84,6.3126501908853765,0.1691303900621928,314.5513495864266,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.46431650595287516,0.04636070074216367,3120.4722074977813,0.20878663863075927,1.0,0.46431650595287516,0.04636070074216367,3120.4722074977813,1.5781625477213441,0.1691303900621928,3145.513495864266
7.8500000000000005,6.301523503478289,0.16790928294365584,314.30345586336074,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4638899361594682,0.04645559867371916,3118.495201194509,0.20865339755189888,1.0,0.4638899361594682,0.04645559867371916,3118.495201194509,1.5753808758695722,0.16790928294365584,3143.0345586336075
7.86,6.290420381726133,0.16670127753875705,314.06052492485657,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4634721487247954,0.04655194691589211,3116.5565680937134,0.2085227444414059,1.0,0.4634721487247954,0.04655194691589211,3116.5565680937134,1.5726050954315332,0.16670127753875705,3140.6052492485655
7.87,6.279340853471383,0.1655062578119332,313.82244571682094,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4630629382729478,0.046649725062821355,3114.6554944944783,0.20839462435496806,1.0,0.4630629382729478,0.046649725062821355,3114.6554944944783,1.5698352133678457,0.1655062578119332,3138.2244571682095
7.88,6.268284944464531,0.16432410868197975,313.5891101053948,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.46266210514578143,0.04674891327251008,3112.7911863324293,0.20826898367669935,1.0,0.46266210514578143,0.04674891327251008,3112.7911863324293,1.5670712361161327,0.16432410868197975,3135.891101053948
7.890000000000001,6.257252678425438,0.16315471601806641,313.36041278324257,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.46226945520846924,0.046849492247419945,3110.9628686252313,0.20814577008153498,1.0,0.46226945520846924,0.046849492247419945,3110.9628686252313,1.5643131696063595,0.16315471601806641,3133.6041278324255
7.9,6.2462440771026335,0.1619979666356052,313.13625117955894,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.46188479966312296,0.04695144321588639,3109.1697849371803,0.20802493249892165,1.0,0.46188479966312296,0.04695144321588639,3109.1697849371803,1.5615610192756584,0.1619979666356052,3131.3625117955894
7.91,6.235259160330636,0.16085374829197857,312.9165253736212,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4615079548700971,0.047054747914316165,3107.411196862016,0.20790642107774884,1.0,0.4615079548700971,0.047054747914316165,3107.411196862016,1.558814790082659,0.16085374829197857,3129.165253736212
7.92,6.224297946085389,0.15972194968213732,312.70113801173716,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.46113874217663164,0.047159388570133035,3105.686383523242,0.20779018715246975,1.0,0.46113874217663164,0.047159388570133035,3105.686383523242,1.5560744865213472,0.15972194968213732,3127.0113801173716
7.930000000000001,6.213360450537882,0.1586024604340747,312.48999422743293,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4607769877524832,0.047265347885436425,3103.994641091226,0.20767618321036244,1.0,0.4607769877524832,0.047265347885436425,3103.994641091226,1.5533401126344706,0.1586024604340747,3124.899942274329
7.94,6.202446688106033,0.1574951711041871,312.2830015647192,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4604225224321922,0.04737260902133538,3102.3352823163746,0.2075643628598845,1.0,0.4604225224321922,0.04737260902133538,3102.3352823163746,1.5506116720265082,0.1574951711041871,3122.830015647192
7.95,6.191556671504884,0.1563999731725275,312.0800699042877,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.460075181563658,0.047481155582923686,3100.707636077755,0.20745468080007654,1.0,0.460075181563658,0.047481155582923686,3100.707636077755,1.547889167876221,0.1563999731725275,3120.800699042877
7.96,6.180690411795211,0.15531675903796088,311.88111139250543,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.45973480486272783,0.047590971604865785,3099.1110469465025,0.20734709279097208,1.0,0.45973480486272783,0.047590971604865785,3099.1110469465025,1.5451726029488027,0.15531675903796088,3118.811113925054
7.97,6.169847918430565,0.15424542201322683,311.6860403730817,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4594012362735202,0.047702041537565326,3097.5448747634746,0.20724155562497387,1.0,0.4594012362735202,0.047702041537565326,3097.5448747634746,1.5424619796076413,0.15424542201322683,3116.860403730817
7.98,6.159029199302849,0.15318585631991605,311.49477332128725,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.45907432383421554,0.04781435023388872,3096.008494230541,0.20713802709915793,1.0,0.45907432383421554,0.04781435023388872,3096.008494230541,1.5397572998257123,0.15318585631991605,3114.9477332128727
7.99,6.148234260786456,0.15213795708336836,311.30722878060755,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4587539195480553,0.047927882936416664,3094.5012945150065,0.20703646598846925,1.0,0.4587539195480553,0.047927882936416664,3094.5012945150065,1.537058565196614,0.15213795708336836,3113.0722878060756
8.0,6.137463107781031,0.1511016203274957,311.1233273017205,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.45843987925930624,0.048042625265198854,3093.022678866626,0.20693683201977353,1.0,0.45843987925930624,0.048042625265198854,3093.022678866626,1.5343657769452577,0.1511016203274957,3111.233273017205
8.01,6.12671574375292,0.15007674296953866,310.9429913836952,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.45813206253396394,0.04815856320598795,3091.5720642467613,0.2068390858467326,1.0,0.45813206253396394,0.04815856320598795,3091.5720642467613,1.53167893593823,0.15007674296953866,3109.429913836952
8.02,6.11599217077534,0.1490632228147596,310.7661454173142,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.45783033254497896,0.048275683098931245,3090.148880969165,0.20674318902547123,1.0,0.45783033254497896,0.048275683098931245,3090.148880969165,1.528998042693835,0.1490632228147596,3107.661454173142
8.03,6.105292389567331,0.14806095855107843,310.59271563042637,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4575345559618012,0.048393971627698366,3088.7525723520007,0.20664910399100542,1.0,0.4575345559618012,0.048393971627698366,3088.7525723520007,1.5263230973918327,0.14806095855107843,3105.927156304264
8.040000000000001,6.094616399531517,0.14706984974365553,310.4226300352406,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4572446028440474,0.04851341580902529,3087.3825943806364,0.20655679403440333,1.0,0.4572446028440474,0.04851341580902529,3087.3825943806364,1.5236540998828791,0.14706984974365553,3104.2263003524063
8.05,6.0839641987907465,0.14608979682942735,310.25581837747694,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.45696034653910683,0.048634002982655175,3086.038415380822,0.20646622328065112,1.0,0.45696034653910683,0.048634002982655175,3086.038415380822,1.5209910496976866,0.14608979682942735,3102.5581837747695
