data_generator_T_morris_lecar_with_hopf_bifurcation_figure_12,data_generator_V_morris_lecar_with_hopf_bifurcation_figure_12
1280.0,-35.546722
1290.0,-30.100124
1300.0,-25.682846
1310.0,-21.54665
1320.0,-15.968779
1330.0,9.9522467
1340.0,3.6226816
1350.0,-46.911575
1360.0,-45.738892
1370.0,-38.506054
1380.0,-32.442772
1390.0,-27.678211
1400.0,-23.59189
1410.0,-19.253878
1420.0,-10.56397
1430.0,19.683313
1440.0,-26.682072
1450.0,-48.677773
1460.0,-42.54229
1470.0,-35.627476
1480.0,-30.172218
1490.0,-25.793329
1500.0,-21.790367
1510.0,-16.774281
1520.0,2.5050476
1530.0,8.8595371
1540.0,-44.644016
1550.0,-46.731438
1560.0,-39.483349
1570.0,-33.212341
1580.0,-28.319483
1590.0,-24.231619
1600.0,-20.161137
1610.0,-14.012236
1620.0,17.981382
1630.0,-6.5629778
1640.0,-48.296108
1650.0,-44.637695
1660.0,-37.385494
1670.0,-31.583033
1680.0,-27.027361
1690.0,-23.092421
1700.0,-18.882792
1710.0,-10.083404
1720.0,19.243948
1730.0,-28.164135
1740.0,-48.610134
1750.0,-42.298012
1760.0,-35.495182
1770.0,-30.167233
1780.0,-25.902336
1790.0,-22.079962
1800.0,-17.613873
1810.0,-4.8699012
1820.0,14.418571
1830.0,-39.514633
1840.0,-47.719158
1850.0,-40.733032
1860.0,-34.253937
1870.0,-29.219589
1880.0,-25.131174
1890.0,-21.372307
1900.0,-16.729597
1910.0,0.036987633
1920.0,10.496766
1930.0,-43.237072
1940.0,-47.049713
1950.0,-39.843624
1960.0,-33.553677
1970.0,-28.681675
1980.0,-24.698662
1990.0,-20.99283
2000.0,-16.114363
2010.0,3.0158486
2020.0,8.256424
2030.0,-45.053185
2040.0,-46.549458
2050.0,-39.411472
2060.0,-33.233749
2070.0,-28.445095
2080.0,-24.526415
2090.0,-20.844463
2100.0,-16.013166
2110.0,4.3308783
2120.0,7.2938104
2130.0,-45.359287
2140.0,-46.501125
2150.0,-39.298721
2160.0,-33.139347
2170.0,-28.381073
2180.0,-24.483549
2190.0,-20.82584
2200.0,-15.990471
2210.0,4.1621714
2220.0,7.4060502
2230.0,-45.290981
2240.0,-46.565552
2250.0,-39.323273
2260.0,-33.191265
2270.0,-28.453226
2280.0,-24.582678
2290.0,-21.001129
2300.0,-16.52593
2310.0,-0.77848625
2320.0,10.918616
2330.0,-42.976921
2340.0,-47.069031
2350.0,-40.004456
2360.0,-33.750805
2370.0,-28.907429
2380.0,-24.998703
2390.0,-21.465401
2400.0,-17.502459
2410.0,-7.6465197
2420.0,16.902994
2430.0,-34.345638
2440.0,-48.202324
2450.0,-41.598747
2460.0,-35.00309
2470.0,-29.899485
2480.0,-25.856476
2490.0,-22.344917
2500.0,-18.66847
2510.0,-12.031141
2520.0,19.336235
2530.0,-16.146955
2540.0,-48.726269
2550.0,-43.55444
2560.0,-36.617119
2570.0,-31.139097
2580.0,-26.874569
2590.0,-23.283844
2600.0,-19.777023
2610.0,-14.704228
2620.0,10.883489
2630.0,1.930782
2640.0,-47.259743
2650.0,-45.714321
2660.0,-38.522686
2670.0,-32.572918
2680.0,-28.007084
2690.0,-24.289097
2700.0,-20.883005
2710.0,-16.780235
2720.0,-4.4120107
2730.0,13.833808
2740.0,-39.527241
2750.0,-47.720592
2760.0,-40.78989
2770.0,-34.353397
2780.0,-29.426327
2790.0,-25.519859
2800.0,-22.123466
2810.0,-18.624792
2820.0,-12.507537
2830.0,18.438408
2840.0,-11.794433
2850.0,-48.598217
2860.0,-44.13765
2870.0,-37.039818
2880.0,-31.477924
2890.0,-27.18347
2900.0,-23.664038
2910.0,-20.347614
2920.0,-16.189291
2930.0,-2.0688188
2940.0,11.795758
2950.0,-42.071304
2960.0,-47.485802
2970.0,-40.434792
2980.0,-34.027954
2990.0,-29.184633
3000.0,-25.352911
3010.0,-22.03422
3020.0,-18.64085
3030.0,-13.077579
3040.0,16.674303
3050.0,-6.9300909
3060.0,-48.459961
3070.0,-44.618721
3080.0,-37.522797
3090.0,-31.840517
3100.0,-27.485813
3110.0,-23.932623
3120.0,-20.665466
3130.0,-16.779873
3140.0,-6.1548171
3150.0,15.349412
3160.0,-37.005421
3170.0,-48.040031
3180.0,-41.267567
3190.0,-34.769028
3200.0,-29.771791
3210.0,-25.855474
3220.0,-22.54808
3230.0,-19.316038
3240.0,-14.733085
3250.0,6.9887319
3260.0,4.7067914
3270.0,-46.313709
3280.0,-46.198128
3290.0,-38.996582
3300.0,-33.013351
3310.0,-28.437321
3320.0,-24.749424
3330.0,-21.547112
3340.0,-18.200726
3350.0,-12.153783
3360.0,18.090586
3370.0,-12.444093
3380.0,-48.605061
3390.0,-43.939438
3400.0,-37.013248
3410.0,-31.473272
3420.0,-27.239204
3430.0,-23.781099
3440.0,-20.660627
3450.0,-17.143728
3460.0,-9.1611614
3470.0,18.025532
3480.0,-28.724634
3490.0,-48.510853
3500.0,-42.382458
3510.0,-35.669205
3520.0,-30.47892
3530.0,-26.457899
3540.0,-23.123623
3550.0,-20.0467
3560.0,-16.496178
3570.0,-7.0164385
3580.0,16.101694
3590.0,-34.872784
3600.0,-48.156002
3610.0,-41.652859
3620.0,-35.06712
3630.0,-30.050995
3640.0,-26.154991
3650.0,-22.923109
3660.0,-19.930731
3670.0,-16.473434
3680.0,-7.5940862
3690.0,16.597857
3700.0,-33.346661
3710.0,-48.294647
3720.0,-41.779896
3730.0,-35.2327
3740.0,-30.195368
3750.0,-26.278507
3760.0,-23.033888
3770.0,-20.039408
3780.0,-16.50737
3790.0,-7.2833843
3800.0,16.40044
3810.0,-34.327934
3820.0,-48.183681
3830.0,-41.663425
3840.0,-35.128456
3850.0,-30.115732
3860.0,-26.223345
3870.0,-22.999132
3880.0,-20.058313
3890.0,-16.722963
3900.0,-9.235424
3910.0,17.916357
3920.0,-27.361248
3930.0,-48.52095
3940.0,-42.526226
3950.0,-35.822941
3960.0,-30.645346
3970.0,-26.647261
3980.0,-23.363203
3990.0,-20.399609
4000.0,-17.318933
4010.0,-11.984386
4020.0,16.744051
4030.0,-9.9218645
4040.0,-48.545109
4050.0,-44.273415
4060.0,-37.219898
4070.0,-31.69681
4080.0,-27.476715
4090.0,-24.078537
4100.0,-21.105888
4110.0,-18.118925
4120.0,-13.645325
4130.0,9.7943983
4140.0,1.5902336
4150.0,-47.148991
4160.0,-45.629292
4170.0,-38.548882
4180.0,-32.698891
4190.0,-28.257757
4200.0,-24.731401
4210.0,-21.714981
4220.0,-18.817579
4230.0,-15.118786
4240.0,-1.6815141
4250.0,11.154753
4260.0,-42.022804
4270.0,-47.26474
4280.0,-40.297195
4290.0,-34.059761
4300.0,-29.306688
4310.0,-25.589893
4320.0,-22.489891
4330.0,-19.641769
4340.0,-16.351793
4350.0,-9.4655581
4360.0,17.881172
4370.0,-25.377682
4380.0,-48.502209
4390.0,-42.662941
4400.0,-35.965755
4410.0,-30.791286
4420.0,-26.798845
4430.0,-23.547647
4440.0,-20.683344
4450.0,-17.791187
4460.0,-13.463649
4470.0,9.2722425
4480.0,1.8110534
4490.0,-46.973282
4500.0,-45.707195
4510.0,-38.587692
4520.0,-32.741604
4530.0,-28.310219
4540.0,-24.794722
4550.0,-21.812643
4560.0,-18.994192
4570.0,-15.560674
4580.0,-5.4214144
4590.0,14.436751
4600.0,-37.559551
4610.0,-47.886375
4620.0,-41.210659
4630.0,-34.771225
4640.0,-29.859392
4650.0,-26.049429
4660.0,-22.903807
4670.0,-20.048197
4680.0,-16.955929
4690.0,-11.200754
4700.0,17.723816
4710.0,-15.168925
4720.0,-48.588444
4730.0,-43.710476
4740.0,-36.844971
4750.0,-31.400679
4760.0,-27.25037
4770.0,-23.894411
4780.0,-21.00602
4790.0,-18.186689
4800.0,-14.414411
4810.0,1.2542508
4820.0,8.5526638
4830.0,-44.032764
4840.0,-46.879486
4850.0,-39.816135
4860.0,-33.670181
4870.0,-29.005764
4880.0,-25.353937
4890.0,-22.305111
4900.0,-19.519644
4910.0,-16.369053
4920.0,-9.4540997
4930.0,17.817524
4940.0,-25.238745
4950.0,-48.575146
4960.0,-42.742737
4970.0,-36.016621
4980.0,-30.805794
4990.0,-26.797472
5000.0,-23.548328
5010.0,-20.702843
5020.0,-17.881149
5030.0,-13.930557
5040.0,4.760313
5050.0,5.6629858
5060.0,-45.789459
5070.0,-46.119019
5080.0,-39.123974
5090.0,-33.197029
5100.0,-28.681217
5110.0,-25.126984
5120.0,-22.141811
5130.0,-19.403204
5140.0,-16.33534
5150.0,-9.6031408
5160.0,17.824413
5170.0,-24.049955
5180.0,-48.593632
5190.0,-42.841137
5200.0,-36.118496
5210.0,-30.895102
5220.0,-26.877729
5230.0,-23.635658
5240.0,-20.798954
5250.0,-18.027056
5260.0,-14.359383
5270.0,0.7063871
5280.0,8.971446
5290.0,-43.862209
5300.0,-46.825245
5310.0,-39.807377
5320.0,-33.713573
5330.0,-29.076372
5340.0,-25.446854
5350.0,-22.427376
5360.0,-19.70623
5370.0,-16.820122
5380.0,-11.532041
5390.0,16.437693
5400.0,-10.764882
5410.0,-48.451717
5420.0,-44.089249
5430.0,-37.179832
5440.0,-31.707821
5450.0,-27.538448
5460.0,-24.185219
5470.0,-21.305092
5480.0,-18.57411
5490.0,-15.228556
5500.0,-5.829011
5510.0,14.742697
5520.0,-36.50227
5530.0,-47.966702
5540.0,-41.348618
5550.0,-34.901588
5560.0,-29.985653
5570.0,-26.180101
5580.0,-23.059191
5590.0,-20.30253
5600.0,-17.551096
5610.0,-13.541499
5620.0,6.2840633
5630.0,4.2612867
5640.0,-46.213558
5650.0,-45.976097
5660.0,-38.932739
5670.0,-33.043873
5680.0,-28.564825
5690.0,-25.037304
5700.0,-22.062275
5710.0,-19.324106
5720.0,-16.253511
5730.0,-9.8805599
5740.0,17.768164
5750.0,-22.291393
5760.0,-48.584068
5770.0,-42.915298
5780.0,-36.206711
5790.0,-31.001652
5800.0,-26.981333
5810.0,-23.751925
5820.0,-20.958296
5830.0,-18.286087
5840.0,-14.884116
5850.0,-3.6452436
5860.0,12.683661
5870.0,-39.919678
5880.0,-47.538387
5890.0,-40.744892
5900.0,-34.432259
5910.0,-29.617447
5920.0,-25.877687
5930.0,-22.798918
5940.0,-20.048428
5950.0,-17.05916
5960.0,-11.832294
5970.0,16.166342
5980.0,-9.368988
5990.0,-48.394646
6000.0,-44.206257
6010.0,-37.30492
6020.0,-31.805542
6030.0,-27.608227
6040.0,-24.248367
6050.0,-21.398817
6060.0,-18.674011
6070.0,-15.279927
6080.0,-5.3041997
6090.0,14.321843
6100.0,-37.441135
6110.0,-47.896839
6120.0,-41.200855
6130.0,-34.786789
6140.0,-29.889494
6150.0,-26.098963
6160.0,-22.99514
6170.0,-20.250017
6180.0,-17.560125
6190.0,-13.902575
6200.0,2.0334337
6210.0,7.7287049
6220.0,-44.655621
6230.0,-46.532921
6240.0,-39.549351
6250.0,-33.550026
6260.0,-28.966377
6270.0,-25.383305
6280.0,-22.408632
6290.0,-19.740591
6300.0,-16.990269
6310.0,-12.525845
6320.0,11.924613
6330.0,-1.8544856
6340.0,-47.687508
6350.0,-45.033104
6360.0,-38.043053
6370.0,-32.372334
6380.0,-28.05415
6390.0,-24.628157
6400.0,-21.733309
6410.0,-19.069246
6420.0,-16.109993
6430.0,-9.7420931
6440.0,17.608349
6450.0,-22.251673
6460.0,-48.628357
6470.0,-43.068932
6480.0,-36.265652
6490.0,-30.999636
6500.0,-26.970482
6510.0,-23.722549
6520.0,-20.925917
6530.0,-18.264561
6540.0,-14.935552
6550.0,-4.4241261
6560.0,13.426906
6570.0,-38.930603
6580.0,-47.687637
6590.0,-40.995537
6600.0,-34.613354
6610.0,-29.752127
6620.0,-25.985443
6630.0,-22.896992
6640.0,-20.165661
6650.0,-17.413214
6660.0,-13.497712
6670.0,5.9169531
6680.0,4.5612054
6690.0,-46.18462
6700.0,-46.166607
6710.0,-39.011227
6720.0,-33.100044
6730.0,-28.619398
6740.0,-25.091721
6750.0,-22.136696
6760.0,-19.448549
6770.0,-16.529188
6780.0,-10.844868
6790.0,17.2973
6800.0,-15.469567
6810.0,-48.536274
6820.0,-43.496269
6830.0,-36.707798
6840.0,-31.395395
6850.0,-27.309586
6860.0,-24.028851
6870.0,-21.212408
6880.0,-18.560555
6890.0,-15.539034
6900.0,-7.9610796
6910.0,16.629295
6920.0,-30.316914
6930.0,-48.360611
6940.0,-42.134281
6950.0,-35.551144
6960.0,-30.481504
6970.0,-26.575472
6980.0,-23.400726
6990.0,-20.636395
7000.0,-17.944069
7010.0,-14.361485
7020.0,-0.57837915
7030.0,9.9807711
7040.0,-42.911922
7050.0,-47.066441
7060.0,-40.01815
7070.0,-33.887436
7080.0,-29.213963
7090.0,-25.563982
7100.0,-22.543205
7110.0,-19.836689
7120.0,-17.016678
7130.0,-12.302026
7140.0,13.611021
7150.0,-4.2456827
7160.0,-47.80444
7170.0,-44.849201
7180.0,-37.845097
7190.0,-32.200592
7200.0,-27.912609
7210.0,-24.518415
7220.0,-21.643871
7230.0,-18.97629
7240.0,-15.987755
7250.0,-9.2991247
7260.0,17.541811
7270.0,-24.720312
7280.0,-48.447952
7290.0,-42.705925
7300.0,-36.033775
7310.0,-30.857706
7320.0,-26.883154
7330.0,-23.669155
7340.0,-20.890251
7350.0,-18.25915
7360.0,-15.037755
7370.0,-5.3214951
7380.0,14.243747
7390.0,-37.3465
7400.0,-47.829823
7410.0,-41.206028
7420.0,-34.786991
7430.0,-29.904345
7440.0,-26.127422
7450.0,-23.03351
7460.0,-20.302595
7470.0,-17.583675
7480.0,-13.737561
7490.0,4.2202668
7500.0,5.9767938
7510.0,-45.590221
7520.0,-46.149303
7530.0,-39.17952
7540.0,-33.247547
7550.0,-28.73317
7560.0,-25.185041
7570.0,-22.222822
7580.0,-19.527283
7590.0,-16.548407
7600.0,-10.818841
7610.0,17.409182
7620.0,-15.942729
7630.0,-48.606483
7640.0,-43.588707
7650.0,-36.737923
7660.0,-31.366617
7670.0,-27.26128
7680.0,-23.966087
7690.0,-21.153172
7700.0,-18.537918
7710.0,-15.531629
7720.0,-8.2963524
7730.0,16.835062
7740.0,-28.859673
7750.0,-48.410599
7760.0,-42.31456
7770.0,-35.710178
7780.0,-30.580254
7790.0,-26.645578
7800.0,-23.451557
7810.0,-20.665205
7820.0,-17.947298
7830.0,-14.235965
7840.0,1.1483436
7850.0,8.5139332
7860.0,-44.040428
7870.0,-46.652531
7880.0,-39.702446
7890.0,-33.649036
7900.0,-29.038464
7910.0,-25.429005
7920.0,-22.430672
7930.0,-19.738934
7940.0,-16.921309
7950.0,-12.272305
7960.0,13.517364
7970.0,-4.0205626
7980.0,-47.982746
7990.0,-44.862923
8000.0,-37.826664
8010.0,-32.189857
8020.0,-27.898397
8030.0,-24.488598
8040.0,-21.599854
8050.0,-18.902529
8060.0,-15.740578
8070.0,-7.9249563
8080.0,16.626661
8090.0,-30.903584
8100.0,-48.33979
8110.0,-42.108147
8120.0,-35.518024
8130.0,-30.453226
8140.0,-26.552397
8150.0,-23.384621
8160.0,-20.619514
8170.0,-17.91477
8180.0,-14.426371
8190.0,-0.98507988
8200.0,10.361704
8210.0,-42.53183
8220.0,-46.983635
8230.0,-40.069817
8240.0,-33.953789
8250.0,-29.273363
8260.0,-25.61747
8270.0,-22.591965
8280.0,-19.891144
8290.0,-17.127478
8300.0,-12.814301
8310.0,10.604901
8320.0,-0.012347366
8330.0,-47.363316
8340.0,-45.39043
8350.0,-38.330757
8360.0,-32.559299
8370.0,-28.185701
8380.0,-24.727081
8390.0,-21.808224
8400.0,-19.114357
8410.0,-16.084745
8420.0,-9.2142134
8430.0,17.518045
8440.0,-25.567644
8450.0,-48.53093
8460.0,-42.6152
8470.0,-35.972206
8480.0,-30.808558
8490.0,-26.845682
8500.0,-23.641409
8510.0,-20.862524
8520.0,-18.19875
8530.0,-14.872077
8540.0,-4.0705805
8550.0,13.062017
8560.0,-39.300697
8570.0,-47.41806
8580.0,-40.803093
8590.0,-34.512447
8600.0,-29.694891
8610.0,-25.951515
8620.0,-22.873804
8630.0,-20.150555
8640.0,-17.518095
8650.0,-14.251314
8660.0,-2.4101505
8670.0,11.413716
8680.0,-41.225353
8690.0,-47.417313
8700.0,-40.518795
8710.0,-34.216763
8720.0,-29.424202
8730.0,-25.705929
8740.0,-22.630411
8750.0,-19.87443
8760.0,-16.977636
8770.0,-11.953142
8780.0,15.468182
8790.0,-7.712503
8800.0,-48.243797
8810.0,-44.357407
8820.0,-37.444347
8830.0,-31.936922
8840.0,-27.724302
8850.0,-24.362465
8860.0,-21.502808
8870.0,-18.835102
8880.0,-15.825915
8890.0,-8.8097649
8900.0,17.190655
8910.0,-26.973763
8920.0,-48.362358
8930.0,-42.458611
8940.0,-35.809822
8950.0,-30.716267
8960.0,-26.746382
8970.0,-23.547354
8980.0,-20.724993
8990.0,-17.956135
9000.0,-14.105233
9010.0,2.7500038
9020.0,7.3363194
9030.0,-44.895824
9040.0,-46.586884
9050.0,-39.526814
9060.0,-33.47644
9070.0,-28.889429
9080.0,-25.298565
9090.0,-22.299103
9100.0,-19.639402
9110.0,-16.861486
9120.0,-12.391641
9130.0,11.329769
9140.0,-1.2158207
9150.0,-47.585106
9160.0,-45.310005
9170.0,-38.213127
9180.0,-32.464142
9190.0,-28.113482
9200.0,-24.668209
9210.0,-21.75613
9220.0,-19.057718
9230.0,-16.006926
9240.0,-8.9051437
9250.0,17.346306
9260.0,-26.961662
9270.0,-48.470303
9280.0,-42.546188
9290.0,-35.861267
9300.0,-30.709658
9310.0,-26.749754
9320.0,-23.538191
9330.0,-20.747929
9340.0,-18.038469
9350.0,-14.425247
9360.0,-0.27160984
9370.0,9.7278843
9380.0,-43.122486
9390.0,-46.98325
9400.0,-40.016151
9410.0,-33.863281
9420.0,-29.191528
9430.0,-25.543352
9440.0,-22.522278
9450.0,-19.818348
9460.0,-17.010469
9470.0,-12.392622
9480.0,13.152478
9490.0,-3.4646099
9500.0,-47.768684
9510.0,-44.860287
9520.0,-37.895741
9530.0,-32.254181
9540.0,-27.954268
9550.0,-24.538874
9560.0,-21.643639
9570.0,-18.943729
9580.0,-15.858734
9590.0,-8.792799
9600.0,17.282362
9610.0,-27.228998
9620.0,-48.430218
9630.0,-42.486389
9640.0,-35.868
9650.0,-30.737064
9660.0,-26.78953
9670.0,-23.573626
9680.0,-20.765903
9690.0,-18.018555
9700.0,-14.327756
9710.0,0.66946203
9720.0,8.9598179
9730.0,-43.750957
9740.0,-46.722446
9750.0,-39.866573
9760.0,-33.710461
9770.0,-29.046516
9780.0,-25.472925
9790.0,-22.442606
9800.0,-19.776768
9810.0,-17.157515
9820.0,-13.31904
9830.0,5.573915
9840.0,4.6274014
9850.0,-45.950851
9860.0,-46.012035
9870.0,-38.989262
9880.0,-33.103142
9890.0,-28.61923
9900.0,-25.088213
9910.0,-22.133547
9920.0,-19.454927
9930.0,-16.613062
9940.0,-11.346343
9950.0,16.449358
9960.0,-11.464753
9970.0,-48.383881
9980.0,-44.100021
9990.0,-37.171558
10000.0,-31.683683
