data_set_T_morris_lecar_with_snic_figure_11,data_set_V_morris_lecar_with_snic_figure_11,data_set_W_morris_lecar_with_snic_figure_11,data_set_Z_morris_lecar_with_snic_figure_11
570.0,-30.23455,0.0067665996,0.0049115517
580.0,-30.034864,0.0069358847,0.0049080565
590.0,-29.843214,0.0070994156,0.0049047116
600.0,-29.653564,0.007260581,0.0049015242
610.0,-29.463541,0.0074253557,0.0048985425
620.0,-29.266033,0.0075963698,0.0048957621
630.0,-29.0555,0.0077773589,0.0048931958
640.0,-28.830639,0.0079750819,0.0048909634
650.0,-28.585226,0.0081927897,0.0048890607
660.0,-28.314552,0.0084348125,0.0048875217
670.0,-28.01231,0.0087091019,0.0048864791
680.0,-27.670488,0.0090244133,0.0048860568
690.0,-27.248068,0.009417695,0.0048866728
700.0,-26.720148,0.0099132964,0.0048886337
710.0,-26.001356,0.01059611,0.004893098
720.0,-24.928463,0.011630518,0.0049026925
730.0,-23.047026,0.013480834,0.0049276361
740.0,-18.373442,0.018223723,0.0050564837
750.0,20.261173,0.10565748,0.0058763865
760.0,8.6771002,0.41708574,0.0068726558
770.0,-39.40519,0.18981585,0.0074059302
780.0,-45.696171,0.030993279,0.0074047022
790.0,-41.849789,0.0064190929,0.0073959264
800.0,-38.694096,0.0030802942,0.0073885419
810.0,-36.610043,0.0030248952,0.0073811929
820.0,-35.226231,0.0034929425,0.0073738969
830.0,-34.272301,0.0039753867,0.007366668
840.0,-33.587086,0.0043789586,0.0073595094
850.0,-33.080421,0.0047272085,0.0073524383
860.0,-32.696217,0.0050071031,0.0073454492
870.0,-32.3969,0.0052240766,0.0073385327
880.0,-32.161091,0.0054019713,0.00733168
890.0,-31.974289,0.0055559054,0.0073248856
900.0,-31.822365,0.0056756278,0.0073181451
910.0,-31.69141,0.0057575745,0.007311455
920.0,-31.573828,0.0058257086,0.0073048119
930.0,-31.471292,0.0059011392,0.0072982134
940.0,-31.389807,0.0059885536,0.0072916527
950.0,-31.333191,0.0060757971,0.0072851223
960.0,-31.296066,0.0061357343,0.0072786151
970.0,-31.263309,0.0061509525,0.0072721285
980.0,-31.220764,0.0061389985,0.0072656665
990.0,-31.16197,0.0061264168,0.0072592353
1000.0,-31.094343,0.0061442861,0.0072528385
1010.0,-31.037712,0.0062102587,0.0072464743
1020.0,-31.013439,0.006310245,0.0072401287
1030.0,-31.026621,0.0063951537,0.0072337859
1040.0,-31.056215,0.0064083263,0.007227438
1050.0,-31.062754,0.0063332547,0.0072210943
1060.0,-31.014694,0.0062096668,0.0072147767
1070.0,-30.914265,0.006133419,0.0072085089
1080.0,-30.802906,0.0061949431,0.0072022984
1090.0,-30.744392,0.0063802027,0.0071961298
1100.0,-30.736343,0.0064908531,0.007189977
1110.0,-30.741812,0.0065003731,0.0071838284
1120.0,-30.74251,0.0064964085,0.0071776835
1130.0,-30.740814,0.0065040775,0.0071715447
1140.0,-30.740553,0.0065090884,0.0071654133
1150.0,-30.740961,0.0065076761,0.007159288
1160.0,-30.74044,0.006506627,0.0071531688
1170.0,-30.73897,0.0065075713,0.0071470561
1180.0,-30.736904,0.0065092067,0.0071409503
1190.0,-30.733696,0.0065125423,0.0071348515
1200.0,-30.730152,0.0065158587,0.0071287602
1210.0,-30.726894,0.0065177954,0.0071226773
1220.0,-30.72295,0.0065208315,0.0071166013
1230.0,-30.718735,0.0065241088,0.0071105342
1240.0,-30.714729,0.0065266071,0.0071044751
1250.0,-30.710737,0.0065288474,0.0070984247
1260.0,-30.706375,0.0065317662,0.0070923823
1270.0,-30.701988,0.0065346914,0.0070863487
1280.0,-30.697557,0.0065376847,0.0070803235
1290.0,-30.692728,0.0065411301,0.0070743077
1300.0,-30.687811,0.006544678,0.0070683002
1310.0,-30.68281,0.0065483283,0.0070623015
1320.0,-30.677723,0.0065520811,0.0070563117
1330.0,-30.672548,0.0065559358,0.0070503303
1340.0,-30.66729,0.0065598935,0.0070443582
1350.0,-30.661945,0.0065639536,0.0070383945
1360.0,-30.656513,0.0065681161,0.0070324391
1370.0,-30.651003,0.0065723597,0.0070264931
1380.0,-30.64546,0.0065765507,0.0070205568
1390.0,-30.639845,0.0065808101,0.0070146294
1400.0,-30.634153,0.0065851379,0.0070087113
1410.0,-30.628389,0.0065895338,0.0070028016
1420.0,-30.622551,0.0065939976,0.0069969012
1430.0,-30.616638,0.0065985299,0.0069910102
1440.0,-30.610651,0.0066031301,0.0069851275
1450.0,-30.604589,0.0066077984,0.0069792541
1460.0,-30.598467,0.0066125225,0.00697339
1470.0,-30.592363,0.0066172122,0.0069675357
1480.0,-30.586208,0.006621948,0.0069616907
1490.0,-30.58,0.0066267289,0.0069558551
1500.0,-30.573738,0.006631556,0.0069500287
1510.0,-30.567425,0.0066364286,0.0069442117
1520.0,-30.561056,0.006641347,0.0069384039
1530.0,-30.554636,0.0066463109,0.0069326051
1540.0,-30.548161,0.0066513205,0.006926816
1550.0,-30.541639,0.006656372,0.0069210357
1560.0,-30.535116,0.0066614277,0.0069152662
1570.0,-30.528555,0.0066665192,0.0069095059
1580.0,-30.521952,0.0066716457,0.0069037555
1590.0,-30.515312,0.0066768066,0.0068980148
1600.0,-30.508633,0.0066820015,0.0068922834
1610.0,-30.501917,0.00668723,0.0068865614
1620.0,-30.495163,0.0066924915,0.0068808496
1630.0,-30.488373,0.006697786,0.0068751471
1640.0,-30.481546,0.0067031132,0.0068694539
1650.0,-30.474686,0.006708472,0.0068637705
1660.0,-30.467789,0.0067138625,0.0068580969
1670.0,-30.460857,0.0067192842,0.0068524331
1680.0,-30.453894,0.0067247367,0.006846779
1690.0,-30.446896,0.0067302193,0.0068411343
1700.0,-30.439863,0.0067357318,0.0068354993
1710.0,-30.432781,0.0067412895,0.0068298751
1720.0,-30.42565,0.0067468905,0.0068242615
1730.0,-30.418482,0.0067525241,0.0068186577
1740.0,-30.41128,0.0067581898,0.0068130638
1750.0,-30.404041,0.0067638876,0.00680748
1760.0,-30.396769,0.0067696176,0.006801906
1770.0,-30.38946,0.0067753787,0.0067963423
1780.0,-30.382118,0.0067811706,0.0067907884
1790.0,-30.374743,0.0067869937,0.0067852447
1800.0,-30.367334,0.0067928475,0.0067797112
1810.0,-30.359892,0.0067987312,0.0067741876
1820.0,-30.352417,0.0068046451,0.0067686741
1830.0,-30.344912,0.0068105883,0.0067631709
1840.0,-30.337374,0.0068165609,0.006757678
1850.0,-30.329805,0.0068225623,0.0067521948
1860.0,-30.322205,0.0068285926,0.0067467224
1870.0,-30.314573,0.0068346509,0.0067412597
1880.0,-30.306913,0.0068407375,0.0067358073
1890.0,-30.299223,0.0068468521,0.0067303656
1900.0,-30.291504,0.0068529937,0.0067249336
1910.0,-30.283756,0.0068591628,0.0067195124
1920.0,-30.275978,0.0068653584,0.0067141009
1930.0,-30.268173,0.0068715811,0.0067087002
1940.0,-30.260342,0.0068778293,0.0067033097
1950.0,-30.252481,0.0068841041,0.0066979299
1960.0,-30.24427,0.0068906816,0.0066925674
1970.0,-30.236,0.006897314,0.006687216
1980.0,-30.227671,0.0069039981,0.0066818758
1990.0,-30.219284,0.0069107339,0.0066765468
2000.0,-30.210842,0.0069175218,0.0066712289
2010.0,-30.202341,0.0069243615,0.0066659218
2020.0,-30.193783,0.0069312537,0.0066606267
2030.0,-30.185165,0.0069381981,0.0066553424
2040.0,-30.176491,0.0069451951,0.0066500693
2050.0,-30.167759,0.0069522453,0.0066448078
2060.0,-30.158968,0.006959348,0.0066395574
2070.0,-30.150118,0.0069665043,0.0066343187
2080.0,-30.141211,0.0069737136,0.0066290912
2090.0,-30.132244,0.0069809761,0.0066238753
2100.0,-30.123219,0.0069882926,0.0066186707
2110.0,-30.114132,0.0069956626,0.0066134781
2120.0,-30.104988,0.0070030866,0.0066082967
2130.0,-30.095785,0.0070105647,0.0066031264
2140.0,-30.086523,0.0070180967,0.0065979683
2150.0,-30.0772,0.0070256838,0.0065928218
2160.0,-30.067818,0.0070333253,0.0065876865
2170.0,-30.058376,0.0070410213,0.0065825633
2180.0,-30.048874,0.0070487722,0.0065774517
2190.0,-30.03931,0.0070565785,0.0065723518
2200.0,-30.029688,0.0070644398,0.006567264
2210.0,-30.020004,0.007072357,0.0065621878
2220.0,-30.01026,0.0070803291,0.0065571233
2230.0,-30.000454,0.0070883576,0.0065520708
2240.0,-29.990589,0.0070964415,0.0065470301
2250.0,-29.980661,0.0071045817,0.0065420014
2260.0,-29.970673,0.0071127783,0.0065369848
2270.0,-29.960623,0.0071210312,0.0065319804
2280.0,-29.950512,0.0071293404,0.0065269875
2290.0,-29.940338,0.007137707,0.0065220068
2300.0,-29.930103,0.0071461299,0.0065170382
2310.0,-29.919806,0.00715461,0.0065120822
2320.0,-29.909447,0.0071631474,0.0065071378
2330.0,-29.899023,0.0071717426,0.006502206
2340.0,-29.88854,0.0071803951,0.0064972858
2350.0,-29.877604,0.0071894629,0.0064923828
2360.0,-29.866447,0.0071987323,0.0064874943
2370.0,-29.855074,0.0072082016,0.0064826193
2380.0,-29.843475,0.0072178794,0.0064777592
2390.0,-29.83164,0.0072277738,0.0064729131
2400.0,-29.819561,0.0072378931,0.0064680818
2410.0,-29.807226,0.007248247,0.006463265
2420.0,-29.794628,0.0072588432,0.0064584636
2430.0,-29.781757,0.0072696903,0.0064536766
2440.0,-29.768633,0.0072807651,0.0064489054
2450.0,-29.755354,0.0072919582,0.006444152
2460.0,-29.741817,0.0073033767,0.0064394143
2470.0,-29.728024,0.0073150247,0.0064346935
2480.0,-29.713964,0.0073269056,0.0064299894
2490.0,-29.699635,0.007339024,0.006425302
2500.0,-29.68503,0.0073513836,0.0064206314
2510.0,-29.670145,0.0073639881,0.0064159785
2520.0,-29.654976,0.0073768413,0.0064113429
2530.0,-29.639515,0.0073899473,0.0064067254
2540.0,-29.623686,0.00740339,0.006402127
2550.0,-29.60743,0.0074172281,0.00639755
2560.0,-29.590816,0.0074313888,0.0063929926
2570.0,-29.573832,0.0074458811,0.0063884552
2580.0,-29.556469,0.0074607139,0.0063839378
2590.0,-29.538715,0.0074758967,0.0063794414
2600.0,-29.520565,0.0074914377,0.0063749654
2610.0,-29.502005,0.007507347,0.0063705109
2620.0,-29.483027,0.0075236331,0.0063660783
2630.0,-29.463617,0.0075403051,0.0063616671
2640.0,-29.443316,0.0075577926,0.0063572857
2650.0,-29.422201,0.0075760186,0.0063529322
2660.0,-29.400417,0.0075948532,0.0063486048
2670.0,-29.377932,0.0076143225,0.0063443044
2680.0,-29.354721,0.007634453,0.006340031
2690.0,-29.330753,0.0076552709,0.0063357861
2700.0,-29.306002,0.0076768021,0.0063315695
2710.0,-29.280436,0.0076990728,0.0063273818
2720.0,-29.254028,0.0077221096,0.0063232244
2730.0,-29.226753,0.0077459374,0.0063190977
2740.0,-29.197319,0.0077717118,0.0063150241
2750.0,-29.166506,0.0077987388,0.0063109905
2760.0,-29.134308,0.0078270193,0.006306997
2770.0,-29.100664,0.0078566112,0.006303045
2780.0,-29.065506,0.0078875758,0.0062991353
2790.0,-29.028772,0.00791997,0.0062952694
2800.0,-28.990395,0.0079538533,0.0062914481
2810.0,-28.950312,0.0079892846,0.006287674
2820.0,-28.908455,0.0080263233,0.0062839468
2830.0,-28.864508,0.0080652852,0.0062802709
2840.0,-28.816303,0.0081083579,0.0062766667
2850.0,-28.763639,0.0081557408,0.0062731365
2860.0,-28.706215,0.0082075326,0.0062696892
2870.0,-28.643621,0.0082640126,0.0062663322
2880.0,-28.574789,0.0083262175,0.0062630787
2890.0,-28.497465,0.0083963601,0.0062599573
2900.0,-28.411642,0.0084743444,0.0062569706
2910.0,-28.316572,0.0085608354,0.0062541277
2920.0,-28.207056,0.0086608538,0.0062514921
2930.0,-28.077522,0.0087797847,0.0062491298
2940.0,-27.928583,0.0089169638,0.0062470362
2950.0,-27.758001,0.0090745147,0.0062452382
2960.0,-27.558451,0.0092597594,0.0062438212
2970.0,-27.314074,0.009488361,0.00624297
2980.0,-27.001455,0.0097830035,0.006242984
2990.0,-26.589518,0.010174207,0.0062442757
3000.0,-26.005646,0.010734194,0.0062478897
3010.0,-25.163404,0.011550323,0.006255215
3020.0,-23.726095,0.012966724,0.0062733325
3030.0,-20.671558,0.016043566,0.0063368315
3040.0,-6.6759014,0.031618495,0.0068658907
3050.0,21.085901,0.37170523,0.0078583136
3060.0,-22.778273,0.30694664,0.0087634921
3070.0,-46.259815,0.061591607,0.008762286
3080.0,-43.4007,0.010681688,0.0087526282
3090.0,-39.847015,0.0035588462,0.0087437183
3100.0,-37.445393,0.0028793931,0.0087349974
3110.0,-35.880623,0.0032379064,0.0087263221
3120.0,-34.831226,0.0037098541,0.0087177064
3130.0,-34.102318,0.0041244919,0.0087091569
3140.0,-33.577675,0.0044522542,0.0087006744
3150.0,-33.191704,0.0047151162,0.0086922562
3160.0,-32.897747,0.0049089473,0.0086838976
3170.0,-32.673512,0.005081052,0.008675592
3180.0,-32.50412,0.0052248114,0.0086673331
3190.0,-32.365562,0.0053056814,0.008659116
3200.0,-32.253777,0.0053961389,0.0086509353
3210.0,-32.169209,0.0054664984,0.0086427862
3220.0,-32.08823,0.005482805,0.0086346669
3230.0,-32.026535,0.005576015,0.0086265747
3240.0,-31.999664,0.0056376364,0.0086184982
3250.0,-31.959452,0.0056017549,0.0086104423
3260.0,-31.929401,0.0056853858,0.0086024031
3270.0,-31.931078,0.0057189763,0.0085943723
3280.0,-31.874798,0.0055672624,0.0085863657
3290.0,-31.822081,0.0056738383,0.0085783862
3300.0,-31.807871,0.0057131061,0.0085704178
3310.0,-31.792305,0.0057458524,0.0085624624
3320.0,-31.786072,0.0057583735,0.0085545182
3330.0,-31.778294,0.0057595461,0.0085465834
3340.0,-31.770052,0.0057663582,0.0085386597
3350.0,-31.762699,0.0057736966,0.0085307462
3360.0,-31.756302,0.0057775606,0.008522843
3370.0,-31.75029,0.0057799565,0.0085149491
3380.0,-31.744419,0.0057823174,0.0085070655
3390.0,-31.738565,0.0057860706,0.0084991911
3400.0,-31.73287,0.0057902997,0.0084913271
3410.0,-31.727436,0.0057929265,0.0084834723
3420.0,-31.722105,0.0057960269,0.0084756268
3430.0,-31.717031,0.0057966472,0.0084677907
3440.0,-31.711946,0.0057973946,0.0084599638
3450.0,-31.70656,0.0058020283,0.0084521472
3460.0,-31.70141,0.0058045974,0.00844434
3470.0,-31.696085,0.0058117313,0.008436542
3480.0,-31.691006,0.0058177966,0.0084287534
3490.0,-31.686285,0.0058232923,0.0084209749
3500.0,-31.681871,0.0058280677,0.0084132049
3510.0,-31.677687,0.0058316467,0.0084054442
3520.0,-31.673687,0.0058334554,0.0083976928
3530.0,-31.669689,0.0058350097,0.0083899507
3540.0,-31.665398,0.005837434,0.008382217
3550.0,-31.661024,0.0058396864,0.0083744926
3560.0,-31.656456,0.0058429553,0.0083667776
3570.0,-31.651752,0.0058469768,0.0083590718
3580.0,-31.647074,0.0058509274,0.0083513753
3590.0,-31.642584,0.0058542639,0.0083436873
3600.0,-31.638126,0.0058575957,0.0083360095
3610.0,-31.633799,0.0058601936,0.00832834
3620.0,-31.629536,0.0058625876,0.0083206799
3630.0,-31.625195,0.0058651902,0.0083130291
3640.0,-31.62076,0.005868054,0.0083053876
3650.0,-31.616268,0.005871085,0.0082977554
3660.0,-31.61167,0.0058745472,0.0082901316
3670.0,-31.607037,0.005878075,0.0082825171
3680.0,-31.602478,0.0058813058,0.0082749119
3690.0,-31.59791,0.0058845882,0.008267316
3700.0,-31.593405,0.0058876267,0.0082597286
3710.0,-31.588951,0.0058904667,0.0082521504
3720.0,-31.584499,0.0058933296,0.0082445815
3730.0,-31.580021,0.0058963019,0.008237022
3740.0,-31.575649,0.0058989022,0.0082294717
3750.0,-31.57127,0.0059015444,0.0082219299
3760.0,-31.566776,0.0059046485,0.0082143974
3770.0,-31.56226,0.0059078475,0.0082068741
3780.0,-31.557858,0.0059105735,0.0081993602
3790.0,-31.553371,0.0059135659,0.0081918547
3800.0,-31.548676,0.0059172651,0.0081843585
3810.0,-31.544027,0.0059207263,0.0081768716
3820.0,-31.53941,0.0059240097,0.008169394
3830.0,-31.53474,0.0059274114,0.0081619248
3840.0,-31.529995,0.0059310184,0.0081544658
3850.0,-31.525291,0.0059344256,0.0081470152
3860.0,-31.520597,0.0059377821,0.008139574
3870.0,-31.515934,0.0059410534,0.0081321411
3880.0,-31.511286,0.0059442674,0.0081247175
3890.0,-31.506556,0.0059475969,0.0081173042
3900.0,-31.501816,0.005950924,0.0081098992
3910.0,-31.497084,0.0059542358,0.0081025027
3920.0,-31.492373,0.0059575136,0.0080951154
3930.0,-31.487709,0.0059607346,0.0080877375
3940.0,-31.483118,0.0059638685,0.0080803689
3950.0,-31.478636,0.0059668822,0.0080730086
3960.0,-31.473963,0.0059701167,0.0080656577
3970.0,-31.469276,0.0059733726,0.0080583151
3980.0,-31.464605,0.0059766201,0.0080509828
3990.0,-31.459963,0.0059798486,0.008043658
4000.0,-31.455362,0.0059830463,0.0080363434
4010.0,-31.450817,0.0059861979,0.0080290372
4020.0,-31.446344,0.0059892866,0.0080217393
4030.0,-31.441833,0.0059924196,0.0080144508
4040.0,-31.437246,0.0059956294,0.0080071716
4050.0,-31.432661,0.0059988429,0.0079999007
4060.0,-31.428074,0.0060020592,0.0079926392
4070.0,-31.423485,0.0060052774,0.0079853861
4080.0,-31.418892,0.006008496,0.0079781422
4090.0,-31.414295,0.0060117128,0.0079709077
4100.0,-31.409691,0.0060149361,0.0079636816
4110.0,-31.405056,0.0060182,0.0079564648
4120.0,-31.400402,0.0060214815,0.0079492563
4130.0,-31.395725,0.0060247821,0.0079420572
4140.0,-31.39102,0.0060281041,0.0079348674
4150.0,-31.386284,0.0060314499,0.007927686
4160.0,-31.381514,0.0060348217,0.0079205139
4170.0,-31.376701,0.006038222,0.0079133511
4180.0,-31.371931,0.0060416046,0.0079061966
4190.0,-31.367159,0.0060449932,0.0078990506
4200.0,-31.362375,0.0060483939,0.0078919148
4210.0,-31.357578,0.0060518067,0.0078847865
4220.0,-31.352766,0.0060552321,0.0078776684
4230.0,-31.347939,0.0060586701,0.0078705586
4240.0,-31.343094,0.0060621216,0.0078634582
4250.0,-31.33823,0.0060655866,0.0078563662
4260.0,-31.333345,0.0060690665,0.0078492844
4270.0,-31.328436,0.0060725608,0.0078422111
4280.0,-31.323502,0.0060760714,0.007835146
4290.0,-31.318539,0.0060795988,0.0078280913
4300.0,-31.313568,0.0060831332,0.0078210449
4310.0,-31.308687,0.0060866345,0.0078140069
4320.0,-31.303801,0.0060901423,0.0078069777
4330.0,-31.298908,0.0060936566,0.0077999574
4340.0,-31.294006,0.006097178,0.007792946
4350.0,-31.289099,0.0061007058,0.0077859438
4360.0,-31.284182,0.0061042402,0.0077789505
4370.0,-31.279255,0.0061077815,0.007771966
4380.0,-31.274319,0.0061113299,0.0077649909
4390.0,-31.269373,0.0061148847,0.0077580246
4400.0,-31.264418,0.0061184466,0.0077510672
4410.0,-31.259449,0.006122015,0.0077441186
4420.0,-31.254471,0.0061255903,0.0077371793
4430.0,-31.249477,0.0061291726,0.0077302493
4440.0,-31.244473,0.0061327615,0.0077233277
4450.0,-31.239454,0.0061363573,0.0077164154
4460.0,-31.234423,0.0061399601,0.0077095125
4470.0,-31.229376,0.0061435699,0.0077026184
4480.0,-31.224314,0.0061471863,0.0076957331
4490.0,-31.219236,0.0061508096,0.0076888571
4500.0,-31.214142,0.0061544399,0.00768199
4510.0,-31.209078,0.0061580683,0.0076751318
4520.0,-31.20405,0.0061616926,0.0076682814
4530.0,-31.19902,0.006165321,0.0076614404
4540.0,-31.193985,0.0061689536,0.0076546082
4550.0,-31.188948,0.0061725904,0.0076477854
4560.0,-31.183905,0.006176231,0.0076409709
4570.0,-31.178858,0.0061798757,0.0076341657
4580.0,-31.173807,0.0061835237,0.0076273694
4590.0,-31.168755,0.0061871759,0.0076205819
4600.0,-31.163696,0.0061908308,0.0076138033
4610.0,-31.158634,0.0061944895,0.0076070335
4620.0,-31.15357,0.0061981515,0.007600273
4630.0,-31.1485,0.0062018167,0.0075935214
4640.0,-31.143429,0.0062054852,0.0075867786
4650.0,-31.138353,0.0062091565,0.0075800447
4660.0,-31.133274,0.0062128301,0.0075733196
4670.0,-31.128193,0.0062165069,0.0075666034
4680.0,-31.123108,0.0062201866,0.0075598964
4690.0,-31.118019,0.0062238686,0.0075531984
4700.0,-31.112928,0.0062275529,0.0075465092
4710.0,-31.107834,0.0062312395,0.0075398288
4720.0,-31.102716,0.0062349574,0.0075331568
4730.0,-31.097591,0.0062386869,0.0075264941
4740.0,-31.092461,0.0062424224,0.0075198398
4750.0,-31.087324,0.006246164,0.0075131943
4760.0,-31.082182,0.0062499112,0.0075065582
4770.0,-31.077034,0.0062536644,0.0074999304
4780.0,-31.07188,0.0062574227,0.007493312
4790.0,-31.066723,0.0062611871,0.0074867019
4800.0,-31.06156,0.0062649571,0.0074801012
4810.0,-31.056391,0.0062687327,0.0074735093
4820.0,-31.051218,0.0062725139,0.0074669258
4830.0,-31.046038,0.0062763006,0.0074603516
4840.0,-31.040854,0.0062800925,0.0074537862
4850.0,-31.035664,0.0062838905,0.0074472292
4860.0,-31.03047,0.006287693,0.0074406816
4870.0,-31.02527,0.0062915017,0.0074341428
4880.0,-31.020065,0.006295315,0.0074276128
4890.0,-31.014854,0.0062991343,0.0074210912
4900.0,-31.00964,0.0063029584,0.0074145789
4910.0,-31.004419,0.006306788,0.0074080755
4920.0,-30.999193,0.0063106222,0.0074015809
4930.0,-30.993963,0.0063144621,0.0073950952
4940.0,-30.988728,0.006318307,0.0073886183
4950.0,-30.983486,0.0063221566,0.0073821498
4960.0,-30.978241,0.0063260114,0.0073756906
4970.0,-30.97299,0.0063298712,0.0073692403
4980.0,-30.967733,0.0063337362,0.0073627988
4990.0,-30.962473,0.0063376059,0.0073563661
5000.0,-30.957207,0.0063414807,0.0073499423
5010.0,-30.951937,0.0063453601,0.0073435269
5020.0,-30.946661,0.0063492442,0.0073371208
5030.0,-30.941381,0.0063531334,0.0073307236
5040.0,-30.936094,0.0063570268,0.0073243352
5050.0,-30.930805,0.0063609253,0.0073179551
5060.0,-30.92551,0.006364828,0.0073115844
5070.0,-30.920174,0.0063687707,0.007305223
5080.0,-30.914795,0.0063727568,0.0072988705
5090.0,-30.909405,0.0063767531,0.0072925272
5100.0,-30.904003,0.0063807601,0.0072861928
5110.0,-30.89859,0.0063847778,0.0072798673
5120.0,-30.893166,0.0063888063,0.0072735506
5130.0,-30.88773,0.0063928459,0.0072672432
5140.0,-30.882282,0.0063968971,0.0072609442
5150.0,-30.876823,0.0064009591,0.0072546545
5160.0,-30.871353,0.0064050327,0.0072483732
5170.0,-30.86587,0.0064091175,0.0072421012
5180.0,-30.860374,0.0064132144,0.0072358381
5190.0,-30.854866,0.0064173229,0.0072295843
5200.0,-30.849346,0.0064214431,0.0072233388
5210.0,-30.843813,0.0064255754,0.0072171027
5220.0,-30.838266,0.0064297202,0.0072108749
5230.0,-30.832708,0.0064338772,0.0072046565
5240.0,-30.827135,0.0064380462,0.0071984469
5250.0,-30.82155,0.0064422279,0.0071922462
5260.0,-30.815952,0.0064464225,0.0071860547
5270.0,-30.810339,0.0064506293,0.0071798717
5280.0,-30.804714,0.0064548496,0.0071736979
5290.0,-30.799074,0.0064590825,0.007167533
5300.0,-30.793419,0.0064633288,0.007161377
5310.0,-30.787752,0.0064675882,0.0071552298
5320.0,-30.782068,0.0064718612,0.0071490915
5330.0,-30.776371,0.0064761476,0.0071429624
5340.0,-30.77066,0.0064804479,0.0071368418
5350.0,-30.764935,0.0064847618,0.0071307304
5360.0,-30.759192,0.0064890897,0.0071246279
5370.0,-30.753435,0.0064934311,0.0071185348
5380.0,-30.747663,0.0064977873,0.00711245
5390.0,-30.741877,0.0065021575,0.0071063745
5400.0,-30.736074,0.0065065417,0.0071003078
5410.0,-30.730257,0.0065109408,0.0070942501
5420.0,-30.724413,0.0065153642,0.0070882016
5430.0,-30.71851,0.0065198429,0.0070821648
5440.0,-30.712585,0.0065243407,0.0070761368
5450.0,-30.70664,0.0065288581,0.0070701176
5460.0,-30.700674,0.0065333946,0.0070641083
5470.0,-30.694687,0.0065379515,0.0070581078
5480.0,-30.688679,0.006542528,0.0070521166
5490.0,-30.682648,0.0065471251,0.0070461347
5500.0,-30.676596,0.0065517421,0.0070401616
5510.0,-30.670521,0.0065563805,0.0070341984
5520.0,-30.664421,0.0065610395,0.007028244
5530.0,-30.6583,0.0065657198,0.0070222989
5540.0,-30.652157,0.0065704216,0.0070163631
5550.0,-30.645988,0.0065751448,0.0070104366
5560.0,-30.639797,0.0065798904,0.007004519
5570.0,-30.633581,0.0065846578,0.0069986111
5580.0,-30.627342,0.0065894481,0.0069927122
5590.0,-30.621077,0.0065942607,0.0069868225
5600.0,-30.614788,0.0065990961,0.0069809426
