species_0000001,species_0000002,species_0000006,species_0000007,species_0000008,species_0000009,species_0000011,species_0000016,species_0000017,Time
4.1224234788325046e-11,5e-06,9.711850615141923e-10,5.766248434968384e-11,4.507760147254831e-23,2.7731076548721945e-11,2.7193161261882965e-14,1e-05,1e-05,0.14
4.122423478727423e-11,5e-06,9.711924539410908e-10,6.17840498048489e-11,4.5076585236372157e-23,3.179400247013796e-11,2.815485985992885e-14,1e-05,1e-05,0.15
4.1224234786217545e-11,5e-06,9.711947696131088e-10,6.590561404015252e-11,4.5076097409288415e-23,3.6126869473978515e-11,2.911655817788898e-14,1e-05,1e-05,0.16
4.1224234785161436e-11,5e-06,9.711959132199392e-10,7.002717720735458e-11,4.507548185466814e-23,4.0732267265640505e-11,3.007825624562647e-14,1e-05,1e-05,0.17
4.1224234784105895e-11,5e-06,9.71195884761582e-10,7.41487393064551e-11,4.507473857251133e-23,4.561019584512391e-11,3.1039954063141324e-14,1e-05,1e-05,0.18
4.1224234783050135e-11,5e-06,9.711954250170868e-10,7.82702999415378e-11,4.5074003119623204e-23,5.075399635983335e-11,3.200165153916028e-14,1e-05,1e-05,0.19
4.122423478199074e-11,5e-06,9.711977872587177e-10,8.23918573738611e-11,4.5073870819528405e-23,5.6134425190531586e-11,3.296334827283949e-14,1e-05,1e-05,0.2
4.1224234780931157e-11,5e-06,9.711996996160257e-10,8.651341335210655e-11,4.5073742945379087e-23,6.17808931352823e-11,3.3925044667314337e-14,1e-05,1e-05,0.21
4.1224234779871377e-11,5e-06,9.712011620890102e-10,9.063496787627419e-11,4.5073619497175243e-23,6.769340019408548e-11,3.488674072258482e-14,1e-05,1e-05,0.22
4.122423477881141e-11,5e-06,9.71202174677672e-10,9.4756520946364e-11,4.507350047491688e-23,7.387194636694114e-11,3.584843643865095e-14,1e-05,1e-05,0.23
4.122423477775125e-11,5e-06,9.712027373820105e-10,9.887807256237599e-11,4.507338587860399e-23,8.031653165384925e-11,3.681013181551271e-14,1e-05,1e-05,0.24
4.122423477669089e-11,5e-06,9.712028502020258e-10,1.0299962272431016e-10,4.507327570823659e-23,8.702715605480984e-11,3.7771826853170114e-14,1e-05,1e-05,0.25
4.1224234775630344e-11,5e-06,9.71202513137718e-10,1.071211714321665e-10,4.5073169963814664e-23,9.400381956982291e-11,3.8733521551623155e-14,1e-05,1e-05,0.26
4.12242347745696e-11,5e-06,9.712017261890873e-10,1.1124271868594503e-10,4.507306864533821e-23,1.0124652219888843e-10,3.969521591087183e-14,1e-05,1e-05,0.27
4.122423477350867e-11,5e-06,9.712004893561334e-10,1.1536426448564573e-10,4.507297175280724e-23,1.0875526394200645e-10,4.065690993091615e-14,1e-05,1e-05,0.28
4.122423477244755e-11,5e-06,9.711988026388564e-10,1.194858088312686e-10,4.507287928622175e-23,1.1653004479917686e-10,4.1618603611756106e-14,1e-05,1e-05,0.29
4.122423477138623e-11,5e-06,9.711966660372562e-10,1.2360735172281366e-10,4.507279124558174e-23,1.245708647703998e-10,4.2580296953391697e-14,1e-05,1e-05,0.3
4.122423477032492e-11,5e-06,9.711951666659029e-10,1.2772889169579204e-10,4.507273059254178e-23,1.3285368702657282e-10,4.354198961436169e-14,1e-05,1e-05,0.31
4.1224234769263774e-11,5e-06,9.711951400117908e-10,1.318504276246909e-10,4.507271497396662e-23,1.4136003839232478e-10,4.450368133224072e-14,1e-05,1e-05,0.32
4.122423476820253e-11,5e-06,9.711951069056142e-10,1.3597196150214928e-10,4.507271314735835e-23,1.5012262428877173e-10,4.546537257163391e-14,1e-05,1e-05,0.33
4.1224234767141164e-11,5e-06,9.711950673473729e-10,1.4009349332816726e-10,4.5072725112716995e-23,1.5914144471591361e-10,4.642706333254125e-14,1e-05,1e-05,0.34
4.122423476607969e-11,5e-06,9.711950213370674e-10,1.442150231027448e-10,4.507275087004254e-23,1.684164996737504e-10,4.7388753614962745e-14,1e-05,1e-05,0.35000000000000003
4.122423476501811e-11,5e-06,9.711949688746975e-10,1.4833655082588187e-10,4.507279041933498e-23,1.779477891622821e-10,4.8350443418898387e-14,1e-05,1e-05,0.36
4.122423476395642e-11,5e-06,9.71194909960263e-10,1.5245807649757851e-10,4.507284376059433e-23,1.877353131815088e-10,4.931213274434819e-14,1e-05,1e-05,0.37
4.122423476289462e-11,5e-06,9.711948445937642e-10,1.5657960011783474e-10,4.507291089382058e-23,1.9777907173143043e-10,5.027382159131216e-14,1e-05,1e-05,0.38
4.1224234761832707e-11,5e-06,9.711947727752009e-10,1.607011216866505e-10,4.5072991819013737e-23,2.0807906481204698e-10,5.123550995979027e-14,1e-05,1e-05,0.39
4.1224234760770684e-11,5e-06,9.711946945045732e-10,1.6482264120402583e-10,4.5073086536173793e-23,2.1863529242335849e-10,5.219719784978254e-14,1e-05,1e-05,0.4
4.122423475970856e-11,5e-06,9.71194609781881e-10,1.6894415866996072e-10,4.507319504530075e-23,2.2944775456536495e-10,5.3158885261288967e-14,1e-05,1e-05,0.41000000000000003
4.1224234758646316e-11,5e-06,9.711945186071245e-10,1.7306567408445517e-10,4.5073317346394607e-23,2.4051645123806626e-10,5.412057219430954e-14,1e-05,1e-05,0.42
4.1224234757584404e-11,5e-06,9.711944526696853e-10,1.771871845254317e-10,4.507339881021404e-23,2.517957279994121e-10,5.508225796647382e-14,1e-05,1e-05,0.43
4.1224234756522743e-11,5e-06,9.71194406117747e-10,1.8130869053248633e-10,4.5073449524690406e-23,2.632940154786056e-10,5.6043942703789556e-14,1e-05,1e-05,0.44
4.12242347554611e-11,5e-06,9.71194362561682e-10,1.854301936169063e-10,4.5073497743858447e-23,2.7503492597852856e-10,5.700562675917611e-14,1e-05,1e-05,0.45
4.122423475439949e-11,5e-06,9.711943222607949e-10,1.8955169375478116e-10,4.5073543020704424e-23,2.87018085923367e-10,5.796731012704987e-14,1e-05,1e-05,0.46
4.12242347533379e-11,5e-06,9.711942854743897e-10,1.9367319092220046e-10,4.507358490821458e-23,2.992431217373071e-10,5.89289928018272e-14,1e-05,1e-05,0.47000000000000003
4.122423475227635e-11,5e-06,9.711942524617705e-10,1.977946850952538e-10,4.507362295937517e-23,3.117096598445348e-10,5.989067477792448e-14,1e-05,1e-05,0.48
4.122423475121482e-11,5e-06,9.711942234822416e-10,2.019161762500308e-10,4.507365672717245e-23,3.244173266692363e-10,6.085235604975811e-14,1e-05,1e-05,0.49
4.122423475015334e-11,5e-06,9.71194198795107e-10,2.0603766436262095e-10,4.5073685764592665e-23,3.3736574863559746e-10,6.181403661174445e-14,1e-05,1e-05,0.5
4.122423474909191e-11,5e-06,9.711941786596707e-10,2.1015914940911383e-10,4.5073709624622074e-23,3.505545521678046e-10,6.277571645829988e-14,1e-05,1e-05,0.51
4.122423474803051e-11,5e-06,9.711941633352373e-10,2.1428063136559906e-10,4.507372786024692e-23,3.639833636900436e-10,6.373739558384079e-14,1e-05,1e-05,0.52
4.1224234746969176e-11,5e-06,9.711941530811106e-10,2.1840211020816613e-10,4.507374002445345e-23,3.7765180962650053e-10,6.469907398278355e-14,1e-05,1e-05,0.53
4.122423474590789e-11,5e-06,9.711941481565948e-10,2.2252358591290464e-10,4.5073745670227925e-23,3.9155951640136147e-10,6.566075164954454e-14,1e-05,1e-05,0.54
4.1224234744846656e-11,5e-06,9.711941488209944e-10,2.2664505845590418e-10,4.5073744350556594e-23,4.0570611043881257e-10,6.662242857854014e-14,1e-05,1e-05,0.55
4.122423474378549e-11,5e-06,9.711941553336131e-10,2.307665278132543e-10,4.50737356184257e-23,4.200912181630397e-10,6.758410476418673e-14,1e-05,1e-05,0.56
4.122423474272438e-11,5e-06,9.711941679537553e-10,2.348879939610445e-10,4.507371902682151e-23,4.347144659982291e-10,6.85457802009007e-14,1e-05,1e-05,0.5700000000000001
4.122423474166335e-11,5e-06,9.711941869407251e-10,2.3900945687536443e-10,4.507369412873026e-23,4.4957548036856654e-10,6.95074548830984e-14,1e-05,1e-05,0.58
4.122423474060238e-11,5e-06,9.711942125538266e-10,2.431309165323037e-10,4.507366047713821e-23,4.6467388769823844e-10,7.046912880519624e-14,1e-05,1e-05,0.59
4.122423473954149e-11,5e-06,9.71194245052364e-10,2.472523729079518e-10,4.5073617625031606e-23,4.800093144114307e-10,7.143080196161058e-14,1e-05,1e-05,0.6
4.122423473848068e-11,5e-06,9.711942846956418e-10,2.513738259783983e-10,4.50735651253967e-23,4.955813869323295e-10,7.239247434675781e-14,1e-05,1e-05,0.61
4.122423473741995e-11,5e-06,9.711943317429635e-10,2.554952757197328e-10,4.507350253121975e-23,5.113897316851207e-10,7.335414595505432e-14,1e-05,1e-05,0.62
4.122423473635931e-11,5e-06,9.711943864536339e-10,2.596167221080448e-10,4.5073429395487e-23,5.274339750939905e-10,7.431581678091646e-14,1e-05,1e-05,0.63
4.122423473529862e-11,5e-06,9.711944371811564e-10,2.637381643279411e-10,4.507336230534504e-23,5.437025694130012e-10,7.527748663423333e-14,1e-05,1e-05,0.64
4.122423473423743e-11,5e-06,9.71194445335422e-10,2.6785959977284987e-10,4.507335639737096e-23,5.60158679010817e-10,7.623915490729654e-14,1e-05,1e-05,0.65
4.122423473317625e-11,5e-06,9.711944535125309e-10,2.719810312333589e-10,4.5073350651406384e-23,5.768416654444128e-10,7.720082225069797e-14,1e-05,1e-05,0.66
4.122423473211507e-11,5e-06,9.711944615998476e-10,2.7610245866083156e-10,4.507334515258757e-23,5.937508060550341e-10,7.816248865308933e-14,1e-05,1e-05,0.67
4.122423473105388e-11,5e-06,9.711944694847373e-10,2.802238820066315e-10,4.507333998605078e-23,6.10885378183926e-10,7.912415410312234e-14,1e-05,1e-05,0.68
4.1224234729992696e-11,5e-06,9.711944770545649e-10,2.8434530122212214e-10,4.5073335236932283e-23,6.282446591723339e-10,8.008581858944872e-14,1e-05,1e-05,0.6900000000000001
4.12242347289315e-11,5e-06,9.711944841966952e-10,2.88466716258667e-10,4.5073330990368345e-23,6.458279263615029e-10,8.104748210072017e-14,1e-05,1e-05,0.7000000000000001
4.1224234727870306e-11,5e-06,9.711944907984933e-10,2.9258812706762954e-10,4.507332733149523e-23,6.63634457092678e-10,8.20091446255884e-14,1e-05,1e-05,0.71
4.1224234726809104e-11,5e-06,9.711944967473244e-10,2.967095336003734e-10,4.50733243454492e-23,6.81663528707105e-10,8.297080615270517e-14,1e-05,1e-05,0.72
4.12242347257479e-11,5e-06,9.711945019305533e-10,3.00830935808262e-10,4.507332211736652e-23,6.999144185460289e-10,8.393246667072217e-14,1e-05,1e-05,0.73
4.1224234724686694e-11,5e-06,9.711945062355447e-10,3.049523336426589e-10,4.507332073238347e-23,7.18386403950695e-10,8.489412616829111e-14,1e-05,1e-05,0.74
4.1224234723625473e-11,5e-06,9.71194509549664e-10,3.090737270549275e-10,4.507332027563629e-23,7.370787622623485e-10,8.58557846340637e-14,1e-05,1e-05,0.75
4.122423472256425e-11,5e-06,9.711945117602758e-10,3.1319511599643145e-10,4.507332083226126e-23,7.559907708222347e-10,8.681744205669168e-14,1e-05,1e-05,0.76
4.122423472150302e-11,5e-06,9.711945127547454e-10,3.173165004185341e-10,4.5073322487394647e-23,7.751217069715988e-10,8.777909842482674e-14,1e-05,1e-05,0.77
4.122423472044178e-11,5e-06,9.711945124204375e-10,3.214378802725991e-10,4.507332532617271e-23,7.94470848051686e-10,8.874075372712062e-14,1e-05,1e-05,0.78
4.1224234719380525e-11,5e-06,9.711945106447172e-10,3.255592555099899e-10,4.5073329433731706e-23,8.140374714037416e-10,8.9702407952225e-14,1e-05,1e-05,0.79
4.1224234718319265e-11,5e-06,9.711945073149495e-10,3.2968062608207e-10,4.507333489520792e-23,8.33820854369011e-10,9.066406108879163e-14,1e-05,1e-05,0.8
4.122423471725799e-11,5e-06,9.711945023184992e-10,3.338019919402029e-10,4.50733417957376e-23,8.538202742887394e-10,9.162571312547221e-14,1e-05,1e-05,0.81
4.122423471619671e-11,5e-06,9.711944955427313e-10,3.3792335303575217e-10,4.507335022045702e-23,8.740350085041718e-10,9.258736405091847e-14,1e-05,1e-05,0.8200000000000001
4.122423471513542e-11,5e-06,9.71194486875011e-10,3.4204470932008125e-10,4.507336025450244e-23,8.944643343565538e-10,9.35490138537821e-14,1e-05,1e-05,0.8300000000000001
4.122423471407411e-11,5e-06,9.71194476202703e-10,3.461660607445536e-10,4.507337198301013e-23,9.151075291871301e-10,9.451066252271482e-14,1e-05,1e-05,0.84
4.122423471301279e-11,5e-06,9.711944634131725e-10,3.502874072605329e-10,4.5073385491116344e-23,9.359638703371466e-10,9.547231004636837e-14,1e-05,1e-05,0.85
4.122423471195156e-11,5e-06,9.711944612234178e-10,3.5440874749144605e-10,4.5073389095634595e-23,9.57019460083157e-10,9.643395610374235e-14,1e-05,1e-05,0.86
4.122423471089035e-11,5e-06,9.711944623639174e-10,3.58530082129433e-10,4.5073389446545367e-23,9.782809253479154e-10,9.739560085622487e-14,1e-05,1e-05,0.87
4.122423470982914e-11,5e-06,9.711944634175402e-10,3.626514114678906e-10,4.507338966012251e-23,9.997509369412656e-10,9.835724437222398e-14,1e-05,1e-05,0.88
4.122423470876794e-11,5e-06,9.711944643737033e-10,3.6677273544761933e-10,4.507338972789178e-23,1.0214286674040865e-09,9.93188866379283e-14,1e-05,1e-05,0.89
4.122423470770674e-11,5e-06,9.711944652218248e-10,3.7089405400941965e-10,4.507338964137893e-23,1.0433132892772559e-09,1.0028052763952641e-13,1e-05,1e-05,0.9
4.122423470664554e-11,5e-06,9.711944659513218e-10,3.750153670940921e-10,4.5073389392109716e-23,1.065403975101652e-09,1.0124216736320691e-13,1e-05,1e-05,0.91
4.122423470558435e-11,5e-06,9.711944665516123e-10,3.791366746424372e-10,4.5073388971609885e-23,1.0876998974181524e-09,1.0220380579515843e-13,1e-05,1e-05,0.92
4.122423470452315e-11,5e-06,9.71194467012114e-10,3.8325797659525545e-10,4.5073388371405196e-23,1.1102002287676359e-09,1.0316544292156955e-13,1e-05,1e-05,0.93
4.1224234703461964e-11,5e-06,9.711944673222442e-10,3.873792728933474e-10,4.5073387583021395e-23,1.13290414169098e-09,1.0412707872862889e-13,1e-05,1e-05,0.9400000000000001
4.122423470240078e-11,5e-06,9.711944674714206e-10,3.9150056347751347e-10,4.507338659798425e-23,1.1558108087290635e-09,1.0508871320252505e-13,1e-05,1e-05,0.9500000000000001
4.12242347013396e-11,5e-06,9.71194467449061e-10,3.9562184828855416e-10,4.507338540781949e-23,1.1789194024227633e-09,1.0605034632944662e-13,1e-05,1e-05,0.96
4.122423470027842e-11,5e-06,9.711944672445827e-10,3.997431272672701e-10,4.5073384004052896e-23,1.202229095312959e-09,1.0701197809558221e-13,1e-05,1e-05,0.97
4.122423469921724e-11,5e-06,9.711944668474036e-10,4.0386440035446167e-10,4.50733823782102e-23,1.2257390599405277e-09,1.0797360848712045e-13,1e-05,1e-05,0.98
4.122423469815607e-11,5e-06,9.711944662469414e-10,4.079856674909295e-10,4.5073380521817167e-23,1.2494484688463476e-09,1.0893523749024991e-13,1e-05,1e-05,0.99
4.12242346970949e-11,5e-06,9.711944654326134e-10,4.1210692861747396e-10,4.5073378426399545e-23,1.2733564945712971e-09,1.0989686509115922e-13,1e-05,1e-05,1.0
4.122423469603374e-11,5e-06,9.711944643938375e-10,4.1622818367489564e-10,4.5073376083483087e-23,1.2974623096562543e-09,1.1085849127603697e-13,1e-05,1e-05,1.01
4.1224234694972577e-11,5e-06,9.71194463120031e-10,4.20349432603995e-10,4.507337348459355e-23,1.3217650866420968e-09,1.1182011603107176e-13,1e-05,1e-05,1.02
4.122423469391142e-11,5e-06,9.711944616006117e-10,4.244706753455726e-10,4.5073370621256687e-23,1.3462639980697032e-09,1.127817393424522e-13,1e-05,1e-05,1.03
4.122423469285027e-11,5e-06,9.711944598249974e-10,4.2859191184042893e-10,4.507336748499825e-23,1.3709582164799514e-09,1.137433611963669e-13,1e-05,1e-05,1.04
4.122423469178912e-11,5e-06,9.711944577826055e-10,4.3271314202936446e-10,4.507336406734399e-23,1.3958469144137197e-09,1.1470498157900445e-13,1e-05,1e-05,1.05
4.122423469072798e-11,5e-06,9.711944554628536e-10,4.368343658531797e-10,4.5073360359819664e-23,1.4209292644118859e-09,1.1566660047655345e-13,1e-05,1e-05,1.06
4.122423468966683e-11,5e-06,9.71194453642432e-10,4.409555831301514e-10,4.507335733844748e-23,1.446206202443596e-09,1.1662821784644484e-13,1e-05,1e-05,1.07
4.1224234688605664e-11,5e-06,9.711944531931308e-10,4.4507679366375545e-10,4.507335609817444e-23,1.471678877495849e-09,1.1758983364263568e-13,1e-05,1e-05,1.08
4.12242346875445e-11,5e-06,9.711944527607014e-10,4.491979976039084e-10,4.507335495024995e-23,1.4973434524015977e-09,1.1855144790039638e-13,1e-05,1e-05,1.09
4.1224234686483345e-11,5e-06,9.71194452348872e-10,4.5331919488918357e-10,4.5073353904095673e-23,1.5231991317568288e-09,1.1951306060539278e-13,1e-05,1e-05,1.1
4.122423468542218e-11,5e-06,9.71194451961371e-10,4.574403854581543e-10,4.5073352969133257e-23,1.5492451201575297e-09,1.204746717432907e-13,1e-05,1e-05,1.11
4.1224234684361025e-11,5e-06,9.711944516019269e-10,4.6156156924939384e-10,4.5073352154784366e-23,1.5754806221996874e-09,1.2143628129975608e-13,1e-05,1e-05,1.12
4.122423468329987e-11,5e-06,9.71194451274268e-10,4.656827462014755e-10,4.5073351470470653e-23,1.6019048424792887e-09,1.223978892604547e-13,1e-05,1e-05,1.1300000000000001
4.122423468223871e-11,5e-06,9.71194450982123e-10,4.698039162529726e-10,4.5073350925613775e-23,1.628516985592321e-09,1.2335949561105243e-13,1e-05,1e-05,1.1400000000000001
4.1224234681177556e-11,5e-06,9.711944507292199e-10,4.739250793424585e-10,4.5073350529635385e-23,1.6553162561347714e-09,1.2432110033721514e-13,1e-05,1e-05,1.1500000000000001
4.12242346801164e-11,5e-06,9.711944505192877e-10,4.780462354085061e-10,4.5073350291957145e-23,1.6823018587026262e-09,1.2528270342460866e-13,1e-05,1e-05,1.16
4.1224234679055243e-11,5e-06,9.711944503560545e-10,4.821673843896894e-10,4.507335022200071e-23,1.709472997891874e-09,1.2624430485889889e-13,1e-05,1e-05,1.17
4.122423467799409e-11,5e-06,9.711944502432488e-10,4.862885262245812e-10,4.507335032918773e-23,1.7368288782985007e-09,1.2720590462575166e-13,1e-05,1e-05,1.18
4.122423467693294e-11,5e-06,9.71194450184599e-10,4.904096608517549e-10,4.5073350622939867e-23,1.764368704518494e-09,1.2816750271083282e-13,1e-05,1e-05,1.19
4.122423467587178e-11,5e-06,9.711944501838337e-10,4.945307882097839e-10,4.507335111267878e-23,1.7920916811478403e-09,1.2912909909980824e-13,1e-05,1e-05,1.2
4.122423467481063e-11,5e-06,9.71194450244681e-10,4.986519082372415e-10,4.507335180782612e-23,1.8199970127825273e-09,1.3009069377834376e-13,1e-05,1e-05,1.21
4.1224234673749474e-11,5e-06,9.711944503708697e-10,5.027730208727009e-10,4.5073352717803537e-23,1.8480839040185415e-09,1.3105228673210524e-13,1e-05,1e-05,1.22
4.122423467268832e-11,5e-06,9.71194450566128e-10,5.068941260547354e-10,4.5073353852032705e-23,1.8763515594518704e-09,1.320138779467585e-13,1e-05,1e-05,1.23
4.122423467162717e-11,5e-06,9.711944508341846e-10,5.110152237219184e-10,4.507335521993527e-23,1.904799183678501e-09,1.3297546740796947e-13,1e-05,1e-05,1.24
4.122423467056601e-11,5e-06,9.711944511787675e-10,5.15136313812823e-10,4.5073356830932885e-23,1.9334259812944205e-09,1.3393705510140396e-13,1e-05,1e-05,1.25
4.122423466950486e-11,5e-06,9.711944516036056e-10,5.192573962660228e-10,4.507335869444721e-23,1.962231156895616e-09,1.3489864101272782e-13,1e-05,1e-05,1.26
4.1224234668443705e-11,5e-06,9.711944521124272e-10,5.233784710200908e-10,4.507336081989991e-23,1.991213915078074e-09,1.3586022512760691e-13,1e-05,1e-05,1.27
4.1224234667382555e-11,5e-06,9.711944527089607e-10,5.274995380136006e-10,4.5073363216712623e-23,2.0203734604377823e-09,1.368218074317071e-13,1e-05,1e-05,1.28
4.122423466632142e-11,5e-06,9.71194452437147e-10,5.316205973960402e-10,4.507336296505165e-23,2.0497346601958935e-09,1.3778338796019589e-13,1e-05,1e-05,1.29
4.1224234665260294e-11,5e-06,9.711944520791935e-10,5.357416489349108e-10,4.507336245024281e-23,2.0792759041233533e-09,1.387449666585886e-13,1e-05,1e-05,1.3
4.122423466419917e-11,5e-06,9.711944517131938e-10,5.398626925524441e-10,4.5073361908669194e-23,2.1089944084519983e-09,1.3970654350871564e-13,1e-05,1e-05,1.31
4.1224234663138046e-11,5e-06,9.711944513412887e-10,5.43983728187562e-10,4.5073361344907176e-23,2.138889420226444e-09,1.4066811849632472e-13,1e-05,1e-05,1.32
4.122423466207693e-11,5e-06,9.711944509656188e-10,5.481047557791869e-10,4.5073360763533114e-23,2.16896018649131e-09,1.4162969160716363e-13,1e-05,1e-05,1.33
4.122423466101581e-11,5e-06,9.711944505883254e-10,5.522257752662408e-10,4.507336016912338e-23,2.1992059542912127e-09,1.425912628269801e-13,1e-05,1e-05,1.34
4.122423465995469e-11,5e-06,9.71194450211549e-10,5.56346786587646e-10,4.507335956625433e-23,2.2296259706707706e-09,1.4355283214152182e-13,1e-05,1e-05,1.35
4.122423465889358e-11,5e-06,9.711944498374307e-10,5.604677896823246e-10,4.507335895950234e-23,2.260219482674601e-09,1.4451439953653657e-13,1e-05,1e-05,1.36
4.122423465783247e-11,5e-06,9.71194449468111e-10,5.645887844891989e-10,4.507335835344377e-23,2.2909857373473205e-09,1.4547596499777205e-13,1e-05,1e-05,1.37
4.122423465677136e-11,5e-06,9.711944491057311e-10,5.687097709471909e-10,4.5073357752654985e-23,2.321923981733548e-09,1.4643752851097603e-13,1e-05,1e-05,1.3800000000000001
4.122423465571025e-11,5e-06,9.71194448752432e-10,5.728307489952229e-10,4.507335716171236e-23,2.3530334628779013e-09,1.473990900618962e-13,1e-05,1e-05,1.3900000000000001
4.1224234654649144e-11,5e-06,9.711944484103539e-10,5.769517185722172e-10,4.5073356585192247e-23,2.384313427824997e-09,1.4836064963628035e-13,1e-05,1e-05,1.4000000000000001
4.1224234653588046e-11,5e-06,9.711944480816383e-10,5.810726796170955e-10,4.507335602767102e-23,2.4157631236194526e-09,1.4932220721987616e-13,1e-05,1e-05,1.41
4.122423465252694e-11,5e-06,9.711944477684257e-10,5.851936320687804e-10,4.507335549372505e-23,2.4473817973058873e-09,1.5028376279843142e-13,1e-05,1e-05,1.42
4.122423465146584e-11,5e-06,9.71194447472857e-10,5.893145758661941e-10,4.507335498793069e-23,2.4791686959289175e-09,1.5124531635769384e-13,1e-05,1e-05,1.43
4.1224234650404744e-11,5e-06,9.711944471970733e-10,5.934355109482586e-10,4.5073354514864306e-23,2.5111230665331613e-09,1.5220686788341118e-13,1e-05,1e-05,1.44
4.122423464934365e-11,5e-06,9.71194446943215e-10,5.975564372538961e-10,4.507335407910227e-23,2.543244156163236e-09,1.5316841736133113e-13,1e-05,1e-05,1.45
4.1224234648282554e-11,5e-06,9.711944467134232e-10,6.016773547220289e-10,4.507335368522095e-23,2.5755312118637594e-09,1.5412996477720144e-13,1e-05,1e-05,1.46
4.122423464722146e-11,5e-06,9.71194446509839e-10,6.057982632915789e-10,4.507335333779671e-23,2.6079834806793495e-09,1.5509151011676988e-13,1e-05,1e-05,1.47
4.122423464616038e-11,5e-06,9.711944463346029e-10,6.099191629014686e-10,4.507335304140591e-23,2.6406002096546232e-09,1.5605305336578415e-13,1e-05,1e-05,1.48
4.1224234645099285e-11,5e-06,9.711944461898558e-10,6.1404005349062e-10,4.5073352800624925e-23,2.6733806458341984e-09,1.5701459450999198e-13,1e-05,1e-05,1.49
4.12242346440382e-11,5e-06,9.711944460777385e-10,6.181609349979553e-10,4.507335262003011e-23,2.7063240362626934e-09,1.5797613353514116e-13,1e-05,1e-05,1.5
4.1224234642977115e-11,5e-06,9.711944460003921e-10,6.222818073623966e-10,4.5073352504197834e-23,2.7394296279847247e-09,1.5893767042697934e-13,1e-05,1e-05,1.51
4.1224234641916036e-11,5e-06,9.711944459599572e-10,6.264026705228663e-10,4.5073352457704464e-23,2.7726966680449106e-09,1.5989920517125435e-13,1e-05,1e-05,1.52
4.122423464085495e-11,5e-06,9.711944459585748e-10,6.305235244182864e-10,4.5073352485126373e-23,2.806124403487869e-09,1.6086073775371385e-13,1e-05,1e-05,1.53
4.122423463979387e-11,5e-06,9.711944459983858e-10,6.34644368987579e-10,4.507335259103991e-23,2.839712081358217e-09,1.618222681601056e-13,1e-05,1e-05,1.54
4.122423463873279e-11,5e-06,9.711944460815309e-10,6.387652041696665e-10,4.507335278002146e-23,2.8734589487005723e-09,1.6278379637617736e-13,1e-05,1e-05,1.55
4.122423463767172e-11,5e-06,9.71194446210151e-10,6.42886029903471e-10,4.507335305664737e-23,2.9073642525595523e-09,1.6374532238767685e-13,1e-05,1e-05,1.56
4.122423463661064e-11,5e-06,9.711944463863868e-10,6.470068461279146e-10,4.507335342549402e-23,2.9414272399797754e-09,1.647068461803518e-13,1e-05,1e-05,1.57
4.122423463554957e-11,5e-06,9.711944466123796e-10,6.511276527819194e-10,4.5073353891137764e-23,2.975647158005859e-09,1.6566836773994993e-13,1e-05,1e-05,1.58
