Time,species_0000001,species_0000002,species_0000006,species_0000007,species_0000008,species_0000009,species_0000011,species_0000016,species_0000017,k1,k2,k3,k4,k5,k6,k7,k9,k10,k11,k12,k13a,k13b,k17,k18,k19,HO2star,Cu_I_ZnSOD,compartment_0000001,reaction_0000001,reaction_0,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,fast
0.16,4.1224234786217545e-11,5e-06,9.711947696131088e-10,6.590561404015252e-11,4.5076097409288415e-23,3.6126869473978515e-11,2.911655817788898e-14,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234786217545e-13,5e-06,1.0,6.6e-07,3.2979387828974035e-07,3.2979387828974035e-07,2.7169085069210833e-16,8.00735224113545e-16,4.855973848065544e-15,3.30206221668457e-07,4.5076097409288414e-17,4.1224234786217543e-10,1.1269024352322103e-14,1.3728210400111836e-11,4.35e-08,4.35e-08,8.734967453366694e-10,4.613392982810676e-10,3.822323966568403e-16,4.1224234786217543e-10
0.17,4.1224234785161436e-11,5e-06,9.711959132199392e-10,7.002717720735458e-11,4.507548185466814e-23,4.0732267265640505e-11,3.007825624562647e-14,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234785161435e-13,5e-06,1.0,6.6e-07,3.297938782812915e-07,3.297938782812915e-07,2.8868167945380906e-16,8.007361669793609e-16,4.855979566099696e-15,3.302066104947794e-07,4.507548185466814e-17,4.1224234785161435e-10,1.1268870463667034e-14,1.5478261560943394e-11,4.35e-08,4.35e-08,9.023476873687941e-10,4.901902404514821e-10,4.3153488819146123e-16,4.1224234785161435e-10
0.18,4.1224234784105895e-11,5e-06,9.71195884761582e-10,7.41487393064551e-11,4.507473857251133e-23,4.561019584512391e-11,3.1039954063141324e-14,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234784105897e-13,5e-06,1.0,6.6e-07,3.2979387827284723e-07,3.2979387827284723e-07,3.056725038114766e-16,8.007361434953783e-16,4.85597942380791e-15,3.302066008189379e-07,4.507473857251133e-17,4.1224234784105895e-10,1.1268684643127833e-14,1.7331874421147088e-11,4.35e-08,4.35e-08,9.311986218942398e-10,5.190411751451857e-10,4.838271275848243e-16,4.1224234784105895e-10
0.19,4.1224234783050135e-11,5e-06,9.711954250170868e-10,7.82702999415378e-11,4.5074003119623204e-23,5.075399635983335e-11,3.200165153916028e-14,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234783050136e-13,5e-06,1.0,6.6e-07,3.297938782644011e-07,3.297938782644011e-07,3.2266332213297097e-16,8.007357644225709e-16,4.855977125085435e-15,3.3020644450580954e-07,4.50740031196232e-17,4.1224234783050134e-10,1.1268500779905801e-14,1.9286518616736674e-11,4.35e-08,4.35e-08,9.600495461748084e-10,5.478920995907646e-10,5.391091070585698e-16,4.1224234783050134e-10
0.2,4.122423478199074e-11,5e-06,9.711977872587177e-10,8.23918573738611e-11,4.5073870819528405e-23,5.6134425190531586e-11,3.296334827283949e-14,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234781990745e-13,5e-06,1.0,6.6e-07,3.2979387825592595e-07,3.2979387825592595e-07,3.3965412725043454e-16,8.007377120340655e-16,4.855988936293589e-15,3.30207247667964e-07,4.507387081952841e-17,4.1224234781990743e-10,1.1268467704882101e-14,2.1331081572402004e-11,4.35e-08,4.35e-08,9.889004481851849e-10,5.767430016170277e-10,5.97380798213291e-16,4.1224234781990743e-10
0.21,4.1224234780931157e-11,5e-06,9.711996996160257e-10,8.651341335210655e-11,4.5073742945379087e-23,6.17808931352823e-11,3.3925044667314337e-14,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234780931157e-13,5e-06,1.0,6.6e-07,3.2979387824744927e-07,3.2979387824744927e-07,3.5664492637269845e-16,8.007392887228172e-16,4.855998498080129e-15,3.3020789786944876e-07,4.5073742945379086e-17,4.1224234780931155e-10,1.1268435736344772e-14,2.3476739391407274e-11,4.35e-08,4.35e-08,1.0177513400194302e-09,6.055938934647458e-10,6.586422207052554e-16,4.1224234780931155e-10
0.22,4.1224234779871377e-11,5e-06,9.712011620890102e-10,9.063496787627419e-11,4.5073619497175243e-23,6.769340019408548e-11,3.488674072258482e-14,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234779871377e-13,5e-06,1.0,6.6e-07,3.2979387823897105e-07,3.2979387823897105e-07,3.736357194997627e-16,8.007404944888255e-16,4.8560058104450514e-15,3.302083951102635e-07,4.5073619497175245e-17,4.1224234779871377e-10,1.1268404874293811e-14,2.5723492073752485e-11,4.35e-08,4.35e-08,1.0466022216775447e-09,6.344447751339193e-10,7.228933713701263e-16,4.1224234779871377e-10
0.23,4.122423477881141e-11,5e-06,9.71202174677672e-10,9.4756520946364e-11,4.507350047491688e-23,7.387194636694114e-11,3.584843643865095e-14,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423477881141e-13,5e-06,1.0,6.6e-07,3.297938782304913e-07,3.297938782304913e-07,3.906265066316271e-16,8.007413293320911e-16,4.85601087338836e-15,3.3020873939040847e-07,4.507350047491688e-17,4.122423477881141e-10,1.126837511872922e-14,2.8071339619437634e-11,4.35e-08,4.35e-08,1.0754530931595286e-09,6.63295646624548e-10,7.901342470435674e-16,4.122423477881141e-10
0.24,4.122423477775125e-11,5e-06,9.712027373820105e-10,9.887807256237599e-11,4.507338587860399e-23,8.031653165384925e-11,3.681013181551271e-14,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234777751247e-13,5e-06,1.0,6.6e-07,3.2979387822201e-07,3.2979387822201e-07,4.076172877682912e-16,8.007417932526138e-16,4.856013686910053e-15,3.3020893070988357e-07,4.5073385878603995e-17,4.1224234777751246e-10,1.1268346469650998e-14,3.052028202846272e-11,4.35e-08,4.35e-08,1.1043039544653813e-09,6.92146507936632e-10,8.603648445612432e-16,4.1224234777751246e-10
0.25,4.122423477669089e-11,5e-06,9.712028502020258e-10,1.0299962272431016e-10,4.507327570823659e-23,8.702715605480984e-11,3.7771826853170114e-14,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423477669089e-13,5e-06,1.0,6.6e-07,3.297938782135272e-07,3.297938782135272e-07,4.2460806290975483e-16,8.007418862503934e-16,4.85601425101013e-15,3.302089690686888e-07,4.507327570823659e-17,4.1224234776690893e-10,1.1268318927059147e-14,3.307031930082774e-11,4.35e-08,4.35e-08,1.1331548055951035e-09,7.209973590701712e-10,9.335851607588202e-16,4.1224234776690893e-10
0.26,4.1224234775630344e-11,5e-06,9.71202513137718e-10,1.071211714321665e-10,4.5073169963814664e-23,9.400381956982291e-11,3.8733521551623155e-14,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234775630345e-13,5e-06,1.0,6.6e-07,3.297938782050428e-07,3.297938782050428e-07,4.4159883205601787e-16,8.0074160832543e-16,4.8560125656885905e-15,3.3020885446682417e-07,4.507316996381466e-17,4.1224234775630344e-10,1.1268292490953665e-14,3.572145143653271e-11,4.35e-08,4.35e-08,1.1620056465486946e-09,7.498482000251655e-10,1.0097951924719653e-15,4.1224234775630344e-10
0.27,4.12242347745696e-11,5e-06,9.712017261890873e-10,1.1124271868594503e-10,4.507306864533821e-23,1.0124652219888843e-10,3.969521591087183e-14,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.12242347745696e-13,5e-06,1.0,6.6e-07,3.2979387819655683e-07,3.2979387819655683e-07,4.585895952070798e-16,8.00740959477724e-16,4.8560086309454364e-15,3.3020858690428967e-07,4.507306864533821e-17,4.12242347745696e-10,1.1268267161334552e-14,3.84736784355776e-11,4.35e-08,4.35e-08,1.190856477326155e-09,7.786990308016152e-10,1.0889949365363467e-15,4.12242347745696e-10
0.28,4.122423477350867e-11,5e-06,9.712004893561334e-10,1.1536426448564573e-10,4.507297175280724e-23,1.0875526394200645e-10,4.065690993091615e-14,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423477350867e-13,5e-06,1.0,6.6e-07,3.297938781880694e-07,3.297938781880694e-07,4.755803523629409e-16,8.007399397072751e-16,4.856002446780668e-15,3.3020816638108537e-07,4.507297175280724e-17,4.122423477350867e-10,1.126824293820181e-14,4.132700029796245e-11,4.35e-08,4.35e-08,1.2197072979274846e-09,8.075498513995201e-10,1.171184389787634e-15,4.122423477350867e-10
0.29,4.122423477244755e-11,5e-06,9.711988026388564e-10,1.194858088312686e-10,4.507287928622175e-23,1.1653004479917686e-10,4.1618603611756106e-14,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234772447547e-13,5e-06,1.0,6.6e-07,3.2979387817958044e-07,3.2979387817958044e-07,4.925711035236003e-16,8.007385490140834e-16,4.855994013194283e-15,3.302075928972112e-07,4.507287928622175e-17,4.122423477244755e-10,1.1268219821555437e-14,4.428141702368721e-11,4.35e-08,4.35e-08,1.2485581083526832e-09,8.364006618188802e-10,1.2563635490614968e-15,4.122423477244755e-10
0.3,4.122423477138623e-11,5e-06,9.711966660372562e-10,1.2360735172281366e-10,4.507279124558174e-23,1.245708647703998e-10,4.2580296953391697e-14,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423477138623e-13,5e-06,1.0,6.6e-07,3.297938781710899e-07,3.297938781710899e-07,5.095618486890582e-16,8.007367873981487e-16,4.8559833301862815e-15,3.302068664526671e-07,4.507279124558174e-17,4.1224234771386225e-10,1.1268197811395435e-14,4.7336928612751925e-11,4.35e-08,4.35e-08,1.277408908601751e-09,8.652514620596956e-10,1.3445324111936082e-15,4.1224234771386225e-10
0.31,4.122423477032492e-11,5e-06,9.711951666659029e-10,1.2772889169579204e-10,4.507273059254178e-23,1.3285368702657282e-10,4.354198961436169e-14,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423477032492e-13,5e-06,1.0,6.6e-07,3.297938781625994e-07,3.297938781625994e-07,5.265525818220735e-16,8.007355511688004e-16,4.855975833329515e-15,3.3020635666640704e-07,4.507273059254178e-17,4.1224234770324916e-10,1.1268182648135445e-14,5.0484401070097674e-11,4.35e-08,4.35e-08,1.3062596884308506e-09,8.941022418705443e-10,1.4356909400975128e-15,4.1224234770324916e-10
0.32,4.1224234769263774e-11,5e-06,9.711951400117908e-10,1.318504276246909e-10,4.507271497396662e-23,1.4136003839232478e-10,4.450368133224072e-14,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234769263775e-13,5e-06,1.0,6.6e-07,3.2979387815411026e-07,3.2979387815411026e-07,5.435432982828079e-16,8.007355291722813e-16,4.855975700058954e-15,3.302063476040089e-07,4.507271497396662e-17,4.1224234769263773e-10,1.1268178743491655e-14,5.371681458908342e-11,4.35e-08,4.35e-08,1.3351104399672218e-09,9.229529933728363e-10,1.529839103303619e-15,4.1224234769263773e-10
0.33,4.122423476820253e-11,5e-06,9.711951069056142e-10,1.3597196150214928e-10,4.507271314735835e-23,1.5012262428877173e-10,4.546537257163391e-14,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234768202526e-13,5e-06,1.0,6.6e-07,3.2979387814562024e-07,3.2979387814562024e-07,5.605340062857598e-16,8.007355018561318e-16,4.8559755345280715e-15,3.302063363479088e-07,4.5072713147358355e-17,4.1224234768202526e-10,1.1268178286839588e-14,5.704659722973326e-11,4.35e-08,4.35e-08,1.3639611771490172e-09,9.51803730515045e-10,1.626976939697293e-15,4.1224234768202526e-10
0.34,4.1224234767141164e-11,5e-06,9.711950673473729e-10,1.4009349332816726e-10,4.5072725112716995e-23,1.5914144471591361e-10,4.642706333254125e-14,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.1224234767141166e-13,5e-06,1.0,6.6e-07,3.297938781371293e-07,3.297938781371293e-07,5.775247058309291e-16,8.007354692203515e-16,4.855975336736865e-15,3.302063228981068e-07,4.5072725112716995e-17,4.1224234767141165e-10,1.1268181278179249e-14,6.047374899204717e-11,4.35e-08,4.35e-08,1.3928118999762374e-09,9.806544532971708e-10,1.7271044448142536e-15,4.1224234767141165e-10
0.35000000000000003,4.122423476607969e-11,5e-06,9.711950213370674e-10,1.442150231027448e-10,4.507275087004254e-23,1.684164996737504e-10,4.7388753614962745e-14,1e-05,1e-05,6.6e-07,1600000000.0,1600000000.0,100000.0,20000.0,1.0,34000000.0,1000000.0,1000.0,250000000.0,0.38,0.0087,0.0087,30000.0,7.0,88000.0,4.122423476607969e-13,5e-06,1.0,6.6e-07,3.2979387812863755e-07,3.2979387812863755e-07,5.945153969183158e-16,8.007354312649408e-16,4.855975106685337e-15,3.3020630725460295e-07,4.507275087004254e-17,4.122423476607969e-10,1.1268187717510634e-14,6.399826987602515e-11,4.35e-08,4.35e-08,1.4216626084488824e-09,1.0095051617192135e-09,1.830221614190219e-15,4.122423476607969e-10
