Time,EmptySet,u,z,v,kappa,k6,k4,k4prime,alpha,cell,Reaction1,Reaction2,Reaction3
0.42,1.0,2.0748574528517228e-05,0.0062762458626531605,0.006296994437181677,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,2.0748574528517228e-05,0.00011297291187782766
0.43,1.0,2.1679575271439687e-05,0.006425102735731911,0.006446782311003351,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,2.1679575271439687e-05,0.00011565239281147334
0.44,1.0,2.2627971304719305e-05,0.006573932816387487,0.006596560787692207,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,2.2627971304719305e-05,0.00011833139657830682
0.45,1.0,2.359358479640815e-05,0.006722736109389578,0.006746329694185986,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,2.359358479640815e-05,0.00012100992357576771
0.46,1.0,2.457623968802103e-05,0.0068715126195038456,0.006896088859191867,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,2.457623968802103e-05,0.00012368797421147853
0.47000000000000003,1.0,2.55757616769906e-05,0.007020262351491829,0.007045838113168819,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,2.55757616769906e-05,0.00012636554890325063
0.48,1.0,2.6591978199297076e-05,0.007168985310110834,0.007195577288310131,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,2.6591978199297076e-05,0.00012904264807908405
0.49,1.0,2.762471841227085e-05,0.00731768150011384,0.007345306218526111,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,2.762471841227085e-05,0.0001317192721771629
0.5,1.0,2.867381317756598e-05,0.00746635092624939,0.007495024739426956,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,2.867381317756598e-05,0.0001343954216458449
0.51,1.0,2.9739095044303046e-05,0.007614993593261493,0.0076447326883057965,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,2.9739095044303046e-05,0.00013707109694364707
0.52,1.0,3.08203982323796e-05,0.007763609505889525,0.007794429904121904,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,3.08203982323796e-05,0.00013974629853922584
0.53,1.0,3.19175586159464e-05,0.007912198668868121,0.007944116227484067,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,3.19175586159464e-05,0.00014242102691135362
0.54,1.0,3.303041370704786e-05,0.008060761086927081,0.008093791500634129,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,3.303041370704786e-05,0.00014509528254889043
0.55,1.0,3.415880263942494e-05,0.008209296764791265,0.00824345556743069,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,3.415880263942494e-05,0.0001477690659507518
0.56,1.0,3.530256615247889e-05,0.00835780570718049,0.008393108273332969,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,3.530256615247889e-05,0.0001504423776258728
0.5700000000000001,1.0,3.6461546575394125e-05,0.008506287918809441,0.008542749465384835,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,3.6461546575394125e-05,0.00015311521809316817
0.58,1.0,3.763558781141874e-05,0.008654743404387556,0.008692378992198975,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,3.763558781141874e-05,0.00015578758788148907
0.59,1.0,3.882453532230097e-05,0.008803172168618945,0.008841996703941245,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,3.882453532230097e-05,0.0001584594875295763
0.6,1.0,4.002823611287995e-05,0.00895157421620227,0.00899160245231515,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,4.002823611287995e-05,0.00016113091758601007
0.61,1.0,4.124653871582939e-05,0.00909994955183067,0.009141196090546498,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,4.124653871582939e-05,0.00016380187860915728
0.62,1.0,4.2479293176552464e-05,0.00924829818019164,0.009290777473368192,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,4.2479293176552464e-05,0.00016647237116711508
0.63,1.0,4.372635103822642e-05,0.009396620105966954,0.00944034645700518,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,4.372635103822642e-05,0.00016914239583765213
0.64,1.0,4.4987565326995416e-05,0.009544915333832556,0.009589902899159551,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,4.4987565326995416e-05,0.00017181195320814684
0.65,1.0,4.6262790537310024e-05,0.009693183868458471,0.00973944665899578,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,4.6262790537310024e-05,0.0001744810438755234
0.66,1.0,4.755188261741204e-05,0.009841425714508703,0.009888977597126114,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,4.755188261741204e-05,0.00017714966844618497
0.67,1.0,4.8854698954962956e-05,0.00998964087664115,0.010038495575596112,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,4.8854698954962956e-05,0.00017981782753594494
0.68,1.0,5.017109836281478e-05,0.010137829359507503,0.010188000457870317,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,5.017109836281478e-05,0.00018248552176995558
0.6900000000000001,1.0,5.150094106492173e-05,0.010285991167753156,0.010337492108818078,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,5.150094106492173e-05,0.0001851527517826351
0.7000000000000001,1.0,5.2844088682391337e-05,0.010434126306017111,0.010486970394699502,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,5.2844088682391337e-05,0.00018781951821759225
0.71,1.0,5.420040421967361e-05,0.010582234778931887,0.010636435183151561,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,5.420040421967361e-05,0.00019048582172754945
0.72,1.0,5.5569752050886886e-05,0.010730316591123437,0.010785886343174324,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,5.5569752050886886e-05,0.00019315166297426397
0.73,1.0,5.695199790627881e-05,0.010878371747211044,0.010935323745117322,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,5.695199790627881e-05,0.00019581704262844744
0.74,1.0,5.8347008858821366e-05,0.011026400251807244,0.011084747260666066,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,5.8347008858821366e-05,0.00019848196136968397
0.75,1.0,5.975465331093843e-05,0.011174402109517733,0.011234156762828672,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,5.975465331093843e-05,0.00020114641988634661
0.76,1.0,6.117480098136451e-05,0.011322377324941277,0.011383552125922642,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,6.117480098136451e-05,0.00020381041887551258
0.77,1.0,6.260732289213338e-05,0.011470325902669628,0.011532933225561762,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,6.260732289213338e-05,0.00020647395904287714
0.78,1.0,6.405209135569543e-05,0.011618247847287445,0.01168229993864314,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,6.405209135569543e-05,0.00020913704110266644
0.79,1.0,6.550897996216222e-05,0.011766143163372194,0.011831652143334356,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,6.550897996216222e-05,0.00021179966577754896
0.8,1.0,6.697786356667705e-05,0.011914011855494075,0.011980989719060753,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,6.697786356667705e-05,0.00021446183379854612
0.81,1.0,6.84586182769104e-05,0.012061853928215939,0.01213031254649285,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,6.84586182769104e-05,0.0002171235459049421
0.8200000000000001,1.0,6.995112144067884e-05,0.012209669386093202,0.012279620507533881,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,6.995112144067884e-05,0.00021978480284419235
0.8300000000000001,1.0,7.145525163368618e-05,0.012357458233673763,0.012428913485307449,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,7.145525163368618e-05,0.00022244560537183167
0.84,1.0,7.297088864738574e-05,0.012505220475497925,0.01257819136414531,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,7.297088864738574e-05,0.0002251059542513815
0.85,1.0,7.449791347696248e-05,0.012652956116098324,0.012727454029575286,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,7.449791347696248e-05,0.00022776585025425635
0.86,1.0,7.603620830943364e-05,0.012800665159999832,0.012876701368309266,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,7.603620830943364e-05,0.00023042529415966988
0.87,1.0,7.758565651186704e-05,0.012948347611719499,0.013025933268231366,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,7.758565651186704e-05,0.00023308428675454024
0.88,1.0,7.914614261971553e-05,0.013096003475766463,0.013175149618386178,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,7.914614261971553e-05,0.00023574282883339517
0.89,1.0,8.07175523252666e-05,0.01324363275664188,0.013324350308967146,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,8.07175523252666e-05,0.0002384009211982764
0.9,1.0,8.229977246620597e-05,0.013391235458838845,0.013473535231305052,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,8.229977246620597e-05,0.0002410585646586438
0.91,1.0,8.389269101429405e-05,0.013538811586842331,0.013622704277856626,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,8.389269101429405e-05,0.00024371576003127973
0.92,1.0,8.549619706415405e-05,0.0136863611451291,0.013771857342193255,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,8.549619706415405e-05,0.0002463725081401921
0.93,1.0,8.711018082217078e-05,0.013833884138167638,0.01392099431898981,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,8.711018082217078e-05,0.0002490288098165181
0.9400000000000001,1.0,8.873453359549878e-05,0.013981380570418086,0.014070115104013585,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,8.873453359549878e-05,0.0002516846658984275
0.9500000000000001,1.0,9.036914778117913e-05,0.01412885044633217,0.014219219594113349,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,9.036914778117913e-05,0.0002543400772310258
0.96,1.0,9.201391685536325e-05,0.014276293770353124,0.014368307687208487,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,9.201391685536325e-05,0.0002569950446662575
0.97,1.0,9.366873536264335e-05,0.014423710546915639,0.014517379282278283,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,9.366873536264335e-05,0.00025964956906280906
0.98,1.0,9.533349890548763e-05,0.01457110078044578,0.014666434279351267,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,9.533349890548763e-05,0.0002623036512860122
0.99,1.0,9.700810413378005e-05,0.014718464475360925,0.014815472579494705,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,9.700810413378005e-05,0.0002649572922077471
1.0,1.0,9.869244873446301e-05,0.014865801636069704,0.014964494084804167,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,9.869244873446301e-05,0.0002676104927063459
1.01,1.0,0.0001003864314212821,0.015013112266971928,0.015113498698393209,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0001003864314212821,0.0002702632536664958
1.02,1.0,0.00010208995192463207,0.015160396372458532,0.015262486324383165,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00010208995192463207,0.0002729155759791433
1.03,1.0,0.00010380291098150275,0.015307653956911514,0.015411456867893017,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00010380291098150275,0.0002755674605413977
1.04,1.0,0.00010552521032552413,0.015454885024703864,0.015560410235029389,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00010552521032552413,0.0002782189082564354
1.05,1.0,0.00010725675267710953,0.015602089580199515,0.015709346332876625,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00010725675267710953,0.0002808699200334044
1.06,1.0,0.00010899744173369582,0.015749267627753277,0.01585826506948697,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00010899744173369582,0.0002835204967873291
1.07,1.0,0.00011074718216007996,0.015896419171710776,0.016007166353870856,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00011074718216007996,0.00028617063943901506
1.08,1.0,0.00011250587957885061,0.016043544216408415,0.016156050095987265,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00011250587957885061,0.00028882034891495527
1.09,1.0,0.00011427344056091407,0.016190642766173286,0.016304916206734202,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00011427344056091407,0.00029146962614723496
1.1,1.0,0.00011604977261611352,0.016337714825323153,0.016453764597939267,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00011604977261611352,0.00029411847207343905
1.11,1.0,0.00011783478418394073,0.016484760398166362,0.016602595182350303,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00011783478418394073,0.000296766887636558
1.12,1.0,0.00011962838462433924,0.016631779489001807,0.016751407873626147,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00011962838462433924,0.0002994148737848955
1.1300000000000001,1.0,0.00012143048420859807,0.01677877210211887,0.01690020258632747,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00012143048420859807,0.000302062431471976
1.1400000000000001,1.0,0.0001232409941103352,0.016925738241797376,0.017048979235907712,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0001232409941103352,0.0003047095616564534
1.1500000000000001,1.0,0.00012505982639656978,0.01707267791230754,0.01719773773870411,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00012505982639656978,0.0003073562653020192
1.16,1.0,0.0001268868940188824,0.017219591117909903,0.017346478011928786,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0001268868940188824,0.00031000254337731214
1.17,1.0,0.0001287221108046624,0.017366477862855313,0.017495199973659975,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0001287221108046624,0.0003126483968558284
1.18,1.0,0.000130565391448441,0.017513338151384845,0.017643903542833288,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.000130565391448441,0.00031529382671583177
1.19,1.0,0.00013241665150331045,0.017660171987729782,0.01779258863923309,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00013241665150331045,0.00031793883394026497
1.2,1.0,0.00013427580737242705,0.01780697937611154,0.017941255183483964,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00013427580737242705,0.0003205834195166608
1.21,1.0,0.0001361427763005983,0.017953760320741634,0.018089903097042233,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0001361427763005983,0.00032322758443705565
1.22,1.0,0.0001380174763659526,0.01810051482582166,0.018238532302187613,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0001380174763659526,0.0003258713296979017
1.23,1.0,0.0001398998264716911,0.018247242895543206,0.018387142722014898,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0001398998264716911,0.00032851465629998085
1.24,1.0,0.0001417897463379208,0.018393944534087842,0.018535734280425764,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0001417897463379208,0.0003311575652483191
1.25,1.0,0.00014368715649356787,0.018540619745627058,0.018684306902120626,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00014368715649356787,0.00033380005755210174
1.26,1.0,0.0001455919782683709,0.01868726853432224,0.01883286051259061,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0001455919782683709,0.000336442134224589
1.27,1.0,0.0001475041337849526,0.018833890904324614,0.018981395038109566,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0001475041337849526,0.00033908379628303274
1.28,1.0,0.00014942354595097007,0.01898048685977522,0.019129910405726192,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00014942354595097007,0.0003417250447485932
1.29,1.0,0.00015135013845134177,0.019127056404804867,0.01927840654325621,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00015135013845134177,0.00034436588064625786
1.3,1.0,0.0001532838357405515,0.01927359954353409,0.019426883379274642,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0001532838357405515,0.0003470063050047592
1.31,1.0,0.00015522456303502787,0.019420116280073126,0.019575340843108153,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00015522456303502787,0.0003496463188564946
1.32,1.0,0.0001571722463055989,0.019566606618521862,0.01972377886482746,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0001571722463055989,0.0003522859232374466
1.33,1.0,0.00015912681227002093,0.019713070562969816,0.019872197375239837,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00015912681227002093,0.00035492511918710357
1.34,1.0,0.00016108818838558105,0.01985950811749608,0.020020596305881662,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00016108818838558105,0.0003575639077483816
1.35,1.0,0.0001630563028417723,0.02000591928616932,0.020168975589011092,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0001630563028417723,0.00036020228996754727
1.36,1.0,0.0001650310845530412,0.020152304073047706,0.020317335157600747,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0001650310845530412,0.00036284026689414027
1.37,1.0,0.0001670124631516063,0.020298662482178906,0.02046567494533051,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0001670124631516063,0.0003654778395808983
1.3800000000000001,1.0,0.00016900036898034797,0.020444994517600037,0.020613994886580386,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00016900036898034797,0.0003681150090836811
1.3900000000000001,1.0,0.00017099473308576762,0.02059130018333765,0.020762294916423417,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00017099473308576762,0.00037075177646139665
1.4000000000000001,1.0,0.00017299548721101663,0.020737579483407684,0.0209105749706187,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00017299548721101663,0.0003733881427759274
1.41,1.0,0.00017500256378899382,0.020883832421815452,0.021058834985604447,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00017500256378899382,0.0003760241090920577
1.42,1.0,0.00017701589593551093,0.02103005900255561,0.02120707489849112,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00017701589593551093,0.0003786596764774015
1.43,1.0,0.00017903541744252515,0.02117625922961211,0.021355294647054636,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00017903541744252515,0.0003812948460023314
1.44,1.0,0.00018106106277143849,0.02132243310695819,0.021503494169729628,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00018106106277143849,0.00038392961873990814
1.45,1.0,0.00018309276704646323,0.021468580638556348,0.02165167340560281,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00018309276704646323,0.00038656399576581126
1.46,1.0,0.00018513046604805246,0.021614701828358316,0.02179983229440637,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.00018513046604805246,0.0003891979781582703
1.47,1.0,0.0001871740962063954,0.021760796680305027,0.021947970776511422,0.015,1.0,180.0,0.018,9.999999999999999e-05,1.0,0.015,0.0001871740962063954,0.00039183156699799655
