APC,APC_Cdc20,Bub3_BubR1,Bub3_BubR1_Cdc20,Cdc20,Cdc20_CMad2,MCC,MCC_APC,Mad1_CMad2,Mad1_CMad2_OMad2,OMad2,Time
5.515479414321162e-08,3.4768851088432325e-08,1.2673746805213759e-07,1.2070042576748802e-10,1.8452503354867346e-07,4.435834150318085e-10,6.547675373889314e-11,7.63547683560537e-11,4.993172943697959e-08,6.827056302041436e-11,1.2934631449985283e-07,0.5
5.4673180057667016e-08,3.524681474473961e-08,1.2672972255473982e-07,1.22792354800335e-10,1.8403218474880433e-07,4.5072306119588205e-10,6.747989286648972e-11,8.000519759337237e-11,4.9931549470451163e-08,6.845052954884359e-11,1.2933334131879544e-07,0.51
5.419761183423845e-08,3.5718654998013605e-08,1.2672189842728523e-07,1.2487376000418797e-10,1.8354547179021338e-07,4.57771639058277e-10,6.949464496263572e-11,8.373316774794765e-11,4.993137065650607e-08,6.862934349393324e-11,1.293203712047372e-07,0.52
5.372799060274855e-08,3.618447159952948e-08,1.2671399672669444e-07,1.269447388103539e-10,1.830647949046335e-07,4.6473022253150417e-10,7.15207367732514e-11,8.753779772196417e-11,4.9931192893226273e-08,6.880710677372731e-11,1.2930740413619958e-07,0.53
5.326421821287147e-08,3.6644363556358266e-08,1.2670601850556777e-07,1.2900538787719367e-10,1.8259005498650328e-07,4.715999627062548e-10,7.355787578478556e-11,9.141823077025932e-11,4.993101616206902e-08,6.898383793098439e-11,1.292944400928077e-07,0.54
5.280620018590879e-08,3.7098426238808316e-08,1.2669796479416466e-07,1.3105580168460392e-10,1.8212115663871721e-07,4.78381916639155e-10,7.560582886786193e-11,9.537357528289575e-11,4.993084037455966e-08,6.915962544034562e-11,1.2928147905376975e-07,0.55
5.23538443233717e-08,3.754675274392903e-08,1.266898366088982e-07,1.3309607319655493e-10,1.8165800673690984e-07,4.850771280593556e-10,7.766438520597896e-11,9.940293269926663e-11,4.9930665444558103e-08,6.933455544189872e-11,1.2926852099859353e-07,0.56
5.1907060690743817e-08,3.798943391142234e-08,1.2668163495243446e-07,1.3512629386882192e-10,1.812005144127018e-07,4.916866283103396e-10,7.973335586290569e-11,1.0350539783383993e-10,4.993049128910214e-08,6.950871089786346e-11,1.2925556590709506e-07,0.57
5.1465761620659295e-08,3.8426558320550476e-08,1.2667336081365405e-07,1.3714655364735318e-10,1.8074859105717914e-07,4.982114359244688e-10,8.181257390839223e-11,1.076800587902202e-10,4.993031782801731e-08,6.968217198268932e-11,1.2924261375939425e-07,0.58
5.10298564278321e-08,3.88582174322945e-08,1.2666501523107814e-07,1.3915694368252372e-10,1.803021445346459e-07,5.046532641377859e-10,8.390168536595219e-11,1.1192613987339731e-10,4.9930145632636045e-08,6.985436736395081e-11,1.2922966454325893e-07,0.59
5.059926178748328e-08,3.928449549156738e-08,1.2665659916831756e-07,1.4115755099908614e-10,1.7986109054522498e-07,5.110131315252724e-10,8.60005597339984e-11,1.1624272094934296e-10,4.9929974651891514e-08,7.002534810848825e-11,1.2921671823968292e-07,0.6
5.017389432752506e-08,3.970547673471707e-08,1.266481136029736e-07,1.4314846230060283e-10,1.7942534451456805e-07,5.172923536885038e-10,8.81089969679404e-11,1.2062893775786975e-10,4.99298051215943e-08,7.019487840570322e-11,1.2920377483318e-07,0.61
4.975367277981119e-08,4.0121243296447576e-08,1.2663955950082077e-07,1.4512976286462847e-10,1.7899482394910642e-07,5.23492255266801e-10,9.022681257339718e-11,1.2508392374122056e-10,4.992963730037596e-08,7.036269962403916e-11,1.2919083430879456e-07,0.62
4.933851747971741e-08,4.053187570405708e-08,1.2663093781149505e-07,1.4710153680346932e-10,1.7856944802287177e-07,5.296140845662025e-10,9.23538354759965e-11,1.2960681622551231e-10,4.99294713873784e-08,7.052861262160041e-11,1.2917789665111072e-07,0.63
4.8928348650246896e-08,4.093745457450228e-08,1.2662224945038778e-07,1.4906386795951502e-10,1.7814913620409045e-07,5.356586717950383e-10,9.448990640190082e-11,1.341967752508292e-10,4.992930719375987e-08,7.069280624012573e-11,1.291649618403121e-07,0.64
4.852308936008697e-08,4.133805768615046e-08,1.2661349533358264e-07,1.5101683836040612e-10,1.777338105742052e-07,5.416270732270174e-10,9.663487429440008e-11,1.3885295376257763e-10,4.992914476086715e-08,7.085523913285151e-11,1.2915202985958316e-07,0.65
4.812266449478167e-08,4.1733760995926614e-08,1.2660467636754687e-07,1.5296052875566338e-10,1.773233949972529e-07,5.475203743673732e-10,9.878859440574083e-11,1.4357450929172286e-10,4.992898417090069e-08,7.101582909930826e-11,1.2913910069283586e-07,0.66
4.772700046501311e-08,4.212463892702246e-08,1.265957934471879e-07,1.5489501876848947e-10,1.7691781487156004e-07,5.533396486053815e-10,1.0095092607923232e-10,1.4836060796442057e-10,4.9928825506874505e-08,7.117449312549209e-11,1.2912617432422548e-07,0.67
4.7336025128332796e-08,4.2510764445376786e-08,1.265868474563318e-07,1.568203869361332e-10,1.7651699705006283e-07,5.590859608922186e-10,1.0312173044166335e-10,1.5321042629041384e-10,4.992866885580831e-08,7.133114419168501e-11,1.2911325073818403e-07,0.68
4.694966771089293e-08,4.2892209136155644e-08,1.2657783926820262e-07,1.5873671075025366e-10,1.7612086976062817e-07,5.647603714188202e-10,1.0530086809571932e-10,1.581231529514307e-10,4.9928514311919725e-08,7.148568808027532e-11,1.2910032991945377e-07,0.69
4.6567858729177714e-08,4.32690432802327e-08,1.2656876974590074e-07,1.606440666972845e-10,1.7572936252637432e-07,5.703639392937396e-10,1.0748819681239922e-10,1.6309799058958133e-10,4.992836197981642e-08,7.163802018357797e-11,1.2908741185312074e-07,0.7
4.6190530092486835e-08,4.364133576777723e-08,1.2655963973235713e-07,1.6254253023068342e-10,1.75342406382945e-07,5.758975816349183e-10,1.0968359767627116e-10,1.6813413973593164e-10,4.99282118420195e-08,7.17881579805019e-11,1.2907449652297242e-07,0.71
4.581761556209067e-08,4.400915369041243e-08,1.265504500195186e-07,1.644321756087731e-10,1.7495993468175146e-07,5.813616473547125e-10,1.1188705737573383e-10,1.7323074749690242e-10,4.9928063358776117e-08,7.193664122387632e-11,1.290615839065488e-07,0.72
4.5449049614962296e-08,4.4372563371155814e-08,1.265412014104324e-07,1.6631307633380267e-10,1.7458188127213058e-07,5.867567671460043e-10,1.1409849935194042e-10,1.7838701388188177e-10,4.992791626536453e-08,7.208373463546108e-11,1.2904867398498474e-07,0.73
4.508476773827229e-08,4.473163010496824e-08,1.2653189469801944e-07,1.6818530505183947e-10,1.7420818103406977e-07,5.920835589814408e-10,1.1631784016925465e-10,1.83602156759465e-10,4.992777029549756e-08,7.222970450243715e-11,1.2903576673958744e-07,0.74
4.472470641877391e-08,4.5086418174265017e-08,1.2652253066161398e-07,1.7004893356763863e-10,1.7383876990967499e-07,5.973425776740026e-10,1.18544997857313e-10,1.8887540696107817e-10,4.992762513373512e-08,7.237486626487387e-11,1.2902286215124277e-07,0.75
4.436880307144837e-08,4.54369909191654e-08,1.2651311006703958e-07,1.7190403288240171e-10,1.7347358483484992e-07,6.025343130242952e-10,1.2077989069179203e-10,1.9420600938621888e-10,4.9927480413486977e-08,7.251958651302207e-11,1.290099602003847e-07,0.76
4.4016995968150186e-08,4.578341080774212e-08,1.265036336666856e-07,1.7375067323153547e-10,1.7311256367097567e-07,6.076591879678415e-10,1.2302243597517558e-10,1.9959322410769688e-10,4.992733571501539e-08,7.266428498460695e-11,1.2899706086696472e-07,0.77
4.366922416625234e-08,4.6125739506270784e-08,1.2649410219958322e-07,1.755889241224107e-10,1.7275564513659007e-07,6.12717556722374e-10,1.252725488175221e-10,2.0503632747687477e-10,4.992719056343787e-08,7.28094365621212e-11,1.2898416413042113e-07,0.78
4.332542855338768e-08,4.646403685917306e-08,1.2648451640468214e-07,1.7741885382216895e-10,1.724027696184859e-07,6.177099270232106e-10,1.2753015405643982e-10,2.1053458743925996e-10,4.9927044640810635e-08,7.295535918935217e-11,1.2897126997229175e-07,0.79
4.2985554374701616e-08,4.6798358420704696e-08,1.264748770516614e-07,1.7924052811502726e-10,1.7205388115094167e-07,6.226374800150536e-10,1.2979521562988508e-10,2.1608720459368008e-10,4.992689828257577e-08,7.310171742421595e-11,1.289583783823372e-07,0.8
4.264954555833238e-08,4.712876099889767e-08,1.2646518487473523e-07,1.8105401310097522e-10,1.717089229324334e-07,6.275009434042162e-10,1.3206766939383173e-10,2.2169344276994966e-10,4.992675140080887e-08,7.324859919112613e-11,1.289454893452409e-07,0.81
4.231734677818493e-08,4.74553006409943e-08,1.2645544059797028e-07,1.8285937418194987e-10,1.7136783893888295e-07,6.323010180930706e-10,1.3434744702700653e-10,2.2735258082076395e-10,4.9926603891573497e-08,7.339610842649495e-11,1.289326028456327e-07,0.82
4.1988903676329966e-08,4.7778032416730856e-08,1.2644564493883612e-07,1.8465667595484853e-10,1.7103057408679854e-07,6.370384353067577e-10,1.3663447826986295e-10,2.3306390693916974e-10,4.9926455689269483e-08,7.354431073050957e-11,1.2891971886875373e-07,0.83
4.166416282861292e-08,4.809701045247739e-08,1.2643579860871874e-07,1.8644598223107387e-10,1.7069707419407935e-07,6.417139621620137e-10,1.3892869014050318e-10,2.3882671890968254e-10,4.992630677172567e-08,7.369322827432174e-11,1.2890683740051352e-07,0.84
4.134307171026308e-08,4.841228796537751e-08,1.264259023134339e-07,1.8822735605607866e-10,1.7036728594082044e-07,6.46328407235996e-10,1.412300061506009e-10,2.4464032435940486e-10,4.992615716529275e-08,7.384283470723722e-11,1.2889395842754678e-07,0.85
4.102557866150261e-08,4.872391729748824e-08,1.2641595675374064e-07,1.9000085972891101e-10,1.700411568301173e-07,6.508826261351099e-10,1.4353834552132342e-10,2.505040410091438e-10,4.9926006949936083e-08,7.399305006390531e-11,1.2888108193727055e-07,0.86
4.071163313093352e-08,4.903194967048511e-08,1.264059626381638e-07,1.9176655471052996e-10,1.6971863528313147e-07,6.553776845472727e-10,1.4585360854429416e-10,2.5641719858136846e-10,4.9925856411668806e-08,7.414358833117919e-11,1.288682079199959e-07,0.87
4.040118613724493e-08,4.93364347207447e-08,1.2639592070549172e-07,1.935245014447004e-10,1.6939967083967833e-07,6.598151450687579e-10,1.4817565105320744e-10,2.6237914201036484e-10,4.9925706310787584e-08,7.429368921240146e-11,1.288553363726553e-07,0.88
4.009418904047654e-08,4.963742173495392e-08,1.2638583167236356e-07,1.9527475985578382e-10,1.6908421354175916e-07,6.641963956505078e-10,1.50504343211129e-10,2.6838922456953645e-10,4.992555725345462e-08,7.444274654536701e-11,1.2884246729002348e-07,0.89
3.9790593994984624e-08,4.993495919398596e-08,1.2637569625537932e-07,1.9701738917313378e-10,1.6877221412992427e-07,6.685229314691828e-10,1.5283954441810783e-10,2.744468110294205e-10,4.9925409955296774e-08,7.459004470321228e-11,1.288296006683801e-07,0.9
3.9490353965791084e-08,5.022909475599746e-08,1.2636551517386193e-07,1.987524479303229e-10,1.6846362402860198e-07,6.727963892625312e-10,1.5518109999629732e-10,2.805512782114511e-10,4.9925265273412144e-08,7.47347265878429e-11,1.288167365059419e-07,0.91
3.919342270222882e-08,5.051987528248416e-08,1.2635528915072648e-07,2.004799939814702e-10,1.6815839531078805e-07,6.770185574543145e-10,1.5752884000504464e-10,2.8670201528701e-10,4.992512421572551e-08,7.487578427447019e-11,1.288038748029792e-07,0.92
3.88997547115871e-08,5.0807346864336425e-08,1.2634501891334999e-07,2.0220008451756808e-10,1.6785648066273437e-07,6.811913862792338e-10,1.598825780559798e-10,2.9289842407647813e-10,4.992498795034384e-08,7.501204965614778e-11,1.2879101556193217e-07,0.93
3.860930523275686e-08,5.109155484789485e-08,1.263347051944408e-07,2.039127760828092e-10,1.6755783334863815e-07,6.853169979078553e-10,1.62242110128105e-10,2.991399193482868e-10,4.992485781491168e-08,7.51421850883082e-11,1.287781587875275e-07,0.94
3.832203033144757e-08,5.137254375700239e-08,1.2632434867774339e-07,2.0561812449613488e-10,1.672624079719534e-07,6.893969487876687e-10,1.6460728621045554e-10,3.0542591155003176e-10,4.9924734624675694e-08,7.526537532429478e-11,1.2876530447812757e-07,0.95
3.8037887353059075e-08,5.1650356909085056e-08,1.2631394978145148e-07,2.073161844939488e-10,1.6697016358031366e-07,6.934292920528195e-10,1.6697829619872117e-10,3.1175573785586256e-10,4.9924615917396773e-08,7.538408260321822e-11,1.2875245259128941e-07,0.96
3.775683452775331e-08,5.1925036759992895e-08,1.2630350881519748e-07,2.0900701002839732e-10,1.6668106134050072e-07,6.974107147039331e-10,1.6935546252034763e-10,3.181287122537876e-10,4.992449795817346e-08,7.55020418265267e-11,1.2873960306869545e-07,0.97
3.747883020790707e-08,5.219662557301569e-08,1.262930262728483e-07,2.1069065483722147e-10,1.663950601540782e-07,7.01340545754476e-10,1.717388532372497e-10,3.245442190772359e-10,4.9924379500748246e-08,7.562049925174291e-11,1.2872675588267932e-07,0.98
3.720383338923848e-08,5.24651649514184e-08,1.2628250267121552e-07,2.1236717208006008e-10,1.6611211918946696e-07,7.052185303302491e-10,1.741284973613247e-10,3.3100165934312486e-10,4.9924259697630256e-08,7.574030236973112e-11,1.287139110105956e-07,0.99
3.693180399151383e-08,5.273069552826036e-08,1.2627193866789124e-07,2.1403661425775218e-10,1.658321967963877e-07,7.090463432432671e-10,1.7652423762518917e-10,3.3750048022581606e-10,4.992413951472656e-08,7.586048527342613e-11,1.2870106845363232e-07,1.0
3.6662702538287916e-08,5.299325729956762e-08,1.2626133500117636e-07,2.156990333496107e-10,1.6555525086301949e-07,7.12826838589315e-10,1.7892580332958589e-10,3.440401621444675e-10,4.9924021031228776e-08,7.597896877121549e-11,1.2868822822716545e-07,1.01
3.6396490248096236e-08,5.3252889626847455e-08,1.2625069216320914e-07,2.1735448058068715e-10,1.652812428572601e-07,7.165596791016605e-10,1.8133323115388694e-10,3.506201250563148e-10,4.9923903343955936e-08,7.609665604405495e-11,1.2867539030864413e-07,1.02
3.6133129013525443e-08,5.350963119295435e-08,1.2624001063036293e-07,2.1900300656631937e-10,1.6501013503447017e-07,7.202444029384782e-10,1.8374656955056228e-10,3.5723979352021805e-10,4.992378544031511e-08,7.621455968488504e-11,1.2866255467430587e-07,1.03
3.5872581322178016e-08,5.37635200472242e-08,1.2622929098044488e-07,2.2064466142454587e-10,1.647418889364037e-07,7.238819968170333e-10,1.8616572753282693e-10,3.6389863059779335e-10,4.992366767278824e-08,7.63323272117527e-11,1.2864972131784061e-07,1.04
3.561481029267379e-08,5.401459360644352e-08,1.262185337649318e-07,2.2227949468558917e-10,1.6447646697686162e-07,7.274731816267528e-10,1.8859063949994236e-10,3.705961008827041e-10,4.9923550152016665e-08,7.644984798332472e-11,1.286368902300073e-07,1.05
