Time,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20,k3f,kf6,k5f,k5r,k2f,k1f,k1r,k4f,k4r,k7f,k7bf,k8f,k8r,u,u_prime,const_val_0,const_val_1,Cytoplasm,R1,R2,R3,R4,R5,R6,R7,R7b,R8
0.1,4.994667929520497e-08,1.298680986589298e-07,5.3320704795031206e-11,2.107469595858012e-07,7.482045245117691e-11,1.2696917830860127e-07,3.0296520712076916e-12,2.706150757466883e-11,8.08518711978982e-08,7.305317528109556e-13,9.147398270348977e-09,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2866319139201148e-09,1.1237176418524877e-09,7.482045245117691e-13,9.493832064261289e-11,2.62171381381518e-10,2.736930693955832e-11,2.4495303903572974e-11,0.0,8.446463829727135e-08
0.11,4.99451936735815e-08,1.2985496964597339e-07,5.4806326418502293e-11,2.098945361496854e-07,8.544742536827679e-11,1.269655482553748e-07,3.7729021397194514e-12,2.967514238533119e-11,8.001343161957867e-08,1.0037001001333113e-12,9.985564680321164e-09,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2861650564053372e-09,1.1503548461679789e-09,8.54474253682768e-13,1.0841333404614045e-10,2.605587201034577e-10,2.725584862057306e-11,3.0188284736380434e-11,0.0,8.317306540325448e-08
0.12,4.9943951050667137e-08,1.2984184720573256e-07,5.6048949332867925e-11,2.0905467532108994e-07,9.61753544727064e-11,1.2696179876391086e-07,4.592281126996392e-12,3.227274562722401e-11,7.918771570231679e-08,1.3362093349093964e-12,1.0810948088348266e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.285753182367688e-09,1.1717294904870924e-09,9.617535447270641e-13,1.2201411438357553e-10,2.589650270622646e-10,2.7144045210684988e-11,3.6365225230970524e-11,0.0,8.190793513076521e-08
0.13,4.9942902572630425e-08,1.2982873082395566e-07,5.7097427369581134e-11,2.0822716424118092e-07,1.0695488850968779e-10,1.2695792863441851e-07,5.484187172380638e-12,3.4854505416340744e-11,7.837445782227927e-08,1.7326729927262544e-12,1.1623809504727982e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2853852454598995e-09,1.1889235386634671e-09,1.069548885096878e-12,1.356780272817037e-10,2.5738999349152377e-10,2.7033868456503883e-11,4.2982019623123135e-11,0.0,8.066855074598802e-08
0.14,4.994200881477239e-08,1.2981562007759616e-07,5.7991185227618776e-11,2.0741178518986918e-07,1.1774656080240339e-10,1.2695393721561874e-07,6.444719661704398e-12,3.742060800734815e-11,7.757339707834058e-08,2.1974567121546977e-12,1.2424405464947238e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2850523313965665e-09,1.2028055253336782e-09,1.177465608024034e-12,1.4935500048139944e-10,2.5583330594627086e-10,2.6925289505824045e-11,4.99938797375984e-11,0.0,7.945423141911023e-08
0.15,4.994124838939124e-08,1.2980251471927415e-07,5.875161060876801e-11,2.0660831922254468e-07,1.2852978332952214e-10,1.2694982488136365e-07,7.470050517826593e-12,3.9971231848707935e-11,7.67842902882407e-08,2.7338362697674734e-12,1.3212975875489515e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2847496037108228e-09,1.2138571519494983e-09,1.2852978332952214e-12,1.6301893384686794e-10,2.5429465307360767e-10,2.6818279397008847e-11,5.7358252742861985e-11,0.0,7.82643277257077e-08
0.16,4.9940588110791676e-08,1.2978941438717896e-07,5.941188920832791e-11,2.0581655088039655e-07,1.3927161007782378e-10,1.2694559132738319e-07,8.556513901443877e-12,4.2506559081810174e-11,7.600688556345755e-08,3.3455996335007938e-12,1.398976883690892e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.284469559168527e-09,1.2227950118146304e-09,1.3927161007782377e-12,1.766280386864319e-10,2.5277372574838183e-10,2.6712809609955688e-11,6.503539729291784e-11,0.0,7.709819364220648e-08
0.17,4.994001183045402e-08,1.2977631888611237e-07,5.998816954598779e-11,2.0503626600022036e-07,1.4995691894366239e-10,1.269412372114614e-07,9.700621143387219e-12,4.5026763140537764e-11,7.52409503034479e-08,4.035404254639069e-12,1.475501429229745e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2842085461878476e-09,1.229975028789747e-09,1.4995691894366239e-12,1.901631557684056e-10,2.512702201647551e-10,2.6608851839662356e-11,7.298839533621737e-11,0.0,7.595521635925171e-08
0.18,4.993950319000694e-08,1.2976322801889633e-07,6.049680999306822e-11,2.0426725075416568e-07,1.605703670360987e-10,1.2693676317854706e-07,1.0898903670015833e-11,4.753201737834186e-11,7.448625204225005e-08,4.805900404545967e-12,1.5508942057345383e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2839628659204407e-09,1.2357517056681182e-09,1.6057036703609872e-12,2.036048484661361e-10,2.497838328654758e-10,2.6506377836405873e-11,8.118184857490034e-11,0.0,7.483479425367376e-08
0.19,4.993904834673359e-08,1.297501416132522e-07,6.095165326641886e-11,2.0350929291559502e-07,1.7109923791204865e-10,1.269321700113475e-07,1.2147988285000083e-11,5.0022493083070625e-11,7.374256263487506e-08,5.6595072844030455e-12,1.6251777857840503e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2837293883506623e-09,1.240422785828542e-09,1.7109923791204864e-12,2.1693701578894154e-10,2.4831426305590017e-10,2.6405359575411277e-11,8.95823786994347e-11,0.0,7.373634166940975e-08
0.2,4.9938638359033806e-08,1.2973705954674147e-07,6.136164096620005e-11,2.027621897975409e-07,1.8153590891253008e-10,1.2692745874256216e-07,1.3445071671048067e-11,5.249835405795491e-11,7.300966913218233e-08,6.597831708801143e-12,1.6983733036108842e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2835060915005912e-09,1.2441820691877215e-09,1.8153590891253008e-12,2.3015001445446587e-10,2.468612239891983e-10,2.630577029159126e-11,9.816202341616973e-11,0.0,7.265930330528737e-08
0.21,4.9938262261189304e-08,1.2972398167634913e-07,6.17377388107008e-11,2.0202573473568186e-07,1.9187065387446514e-10,1.2692263030181818e-07,1.4787111209679992e-11,5.495976721603665e-11,7.228735226798196e-08,7.622819756078968e-12,1.7705024912261922e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2832904959417075e-09,1.247261204415145e-09,1.9187065387446516e-12,2.43231538450575e-10,2.4542442296989403e-10,2.6207582711002565e-11,1.0689211170399626e-10,0.0,7.160312527719963e-08
0.22,4.993791468574795e-08,1.2971090791645653e-07,6.208531425206207e-11,2.012997294382999e-07,2.0209957733939511e-10,1.26917685915868e-07,1.617145000016051e-11,5.740689217995134e-11,7.157540735781934e-08,8.735741951888736e-12,1.8415856900228745e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2830813878181704e-09,1.249775696103192e-09,2.0209957733939512e-12,2.56176677804907e-10,2.440035799220033e-10,2.6110770668778934e-11,1.157478121328096e-10,0.0,7.056728212580736e-08
0.23,4.9937591932564705e-08,1.2969783819853427e-07,6.240806743530121e-11,2.0058397813425278e-07,2.122205202498417e-10,1.2691262689983173e-07,1.759554885553429e-11,5.983988638759835e-11,7.087363408974567e-08,9.937664925100656e-12,1.9116428245329208e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2828779302117813e-09,1.251805843384343e-09,2.122205202498417e-12,2.689827260924527e-10,2.425984185128446e-10,2.6015308341274655e-11,1.2470604911953806e-10,0.0,6.955126309313655e-08
0.24,4.99372889048214e-08,1.2968477243988764e-07,6.271109517860828e-11,1.9987828483810904e-07,2.222298600492551e-10,1.269074544870701e-07,1.9056853664013698e-11,6.225890804538143e-11,7.01818304598676e-08,1.1229751220509727e-11,1.980693978891186e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.282678970541616e-09,1.2534586144619631e-09,2.2222986004925513e-12,2.8164512142540774e-10,2.412086617513832e-10,2.5921169884905217e-11,1.337444872946316e-10,0.0,6.855456431247353e-08
0.25,4.9937003341805915e-08,1.2967171058760778e-07,6.299665819409125e-11,1.991824669146035e-07,2.32126885075896e-10,1.2690217002430555e-07,2.0553410292147378e-11,6.466410657216638e-11,6.949981131654363e-08,1.2612458830131994e-11,2.0487576224626214e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2824839973513935e-09,1.2547829786475166e-09,2.32126885075896e-12,2.9416298616529493e-10,2.3983405150814303e-10,2.582833120387623e-11,1.4284581372157489e-10,0.0,6.75767132426731e-08
0.26,4.9936732022494415e-08,1.296586525787007e-07,6.32679775055951e-11,1.9849633721428145e-07,2.419098980016131e-10,1.2689677481984912e-07,2.2083061668150664e-11,6.70556343587354e-11,6.882738580830986e-08,1.4086484123981873e-11,2.115852770756614e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2822922821429375e-09,1.255846179781618e-09,2.419098980016131e-12,3.0653419730067063e-10,2.38474323188708e-10,2.573676762501114e-11,1.5199194052625044e-10,0.0,6.661723769831333e-08
0.27,4.9936472497126346e-08,1.2964559835869595e-07,6.352750287366503e-11,1.9781971729108426e-07,2.5157796772127455e-10,1.2689127019079732e-07,2.3643990153747968e-11,6.943363849354781e-11,6.816437288745276e-08,1.565218055540297e-11,2.181997493199181e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2821032707877688e-09,1.2566992658676959e-09,2.5157796772127455e-12,3.187575989586444e-10,2.371292242597916e-10,2.564645561535069e-11,1.6116777613873383e-10,0.0,6.567568687504043e-08
0.28,4.993622292368456e-08,1.2963254787976797e-07,6.3777076315447e-11,1.9715243470142574e-07,2.6113077118221824e-10,1.268856574648874e-07,2.5234615846240216e-11,7.179826237819706e-11,6.751059835083232e-08,1.730965688816696e-11,2.2472091992279487e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2819165465547719e-09,1.257380587372901e-09,2.6113077118221824e-12,3.3083280354076357e-10,2.3579851050329746e-10,2.55573724310454e-11,1.703604014933072e-10,0.0,6.475162680570089e-08
0.29,4.993598106704865e-08,1.2961950108983383e-07,6.401893295136475e-11,1.9649431308021514e-07,2.70567592183756e-10,1.2687993796316076e-07,2.6853194711045203e-11,7.414965180814943e-11,6.686588351891806e-08,1.9059190320029698e-11,2.3115057290761907e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2817316038781738e-09,1.257935625440677e-09,2.70567592183756e-12,3.427589292169465e-10,2.3448193217568593e-10,2.5469494828447096e-11,1.795562589659575e-10,0.0,6.384462466949647e-08
0.3,4.993574609422706e-08,1.2960645795264935e-07,6.425390577295755e-11,1.9584518942489353e-07,2.7988911930205624e-10,1.2687411303353773e-07,2.849840202250497e-11,7.648794418657779e-11,6.623006489040459e-08,2.0900620253189093e-11,2.374903448934221e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.281548254144531e-09,1.258381834739413e-09,2.7988911930205625e-12,3.5453686955141397e-10,2.3317925816436993e-10,2.538280130842611e-11,1.8874510152233416e-10,0.0,6.295427526127401e-08
0.31,4.9935516989609294e-08,1.2959341842990728e-07,6.448301039071404e-11,1.9520489899251147e-07,2.8909585814945524e-10,1.2686818402043771e-07,3.016885844246759e-11,7.881327800970136e-11,6.560297698711303e-08,2.283384311011111e-11,2.437418916977684e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2813662674714936e-09,1.2587399530052401e-09,2.8909585814945525e-12,3.661672881436651e-10,2.3189025486878877e-10,2.5297270154704327e-11,1.9791669261286722e-10,0.0,6.208017734830513e-08
0.32,4.993529273167052e-08,1.2958038248343975e-07,6.470726832948906e-11,1.9457327869996763e-07,2.9818829917375023e-10,1.2686215226016412e-07,3.1863219721678415e-11,8.112579077880683e-11,6.498445600964184e-08,2.4858729335371812e-11,2.4990685261022782e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.281185412652581e-09,1.2590305354587262e-09,2.9818829917375024e-12,3.7765082972536317e-10,2.3061469092618506e-10,2.5212879874998726e-11,2.0706140003289634e-10,0.0,6.122193853076731e-08
0.33,4.993507300415156e-08,1.2956735008366786e-07,6.492699584845647e-11,1.9395017737075322e-07,3.071676115060303e-10,1.268560190783614e-07,3.358046388161811e-11,8.34256126608883e-11,6.43743510588017e-08,2.6974845096087594e-11,2.5598674096102193e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.281005617906792e-09,1.259260236095829e-09,3.071676115060303e-12,3.8898899457700443e-10,2.2935235147578078e-10,2.512961053018586e-11,2.1617205706326947e-10,0.0,6.037919010222044e-08
0.34,4.993485734728723e-08,1.2955432119967308e-07,6.51426527127814e-11,1.9333544540567783e-07,3.160348038666777e-10,1.2684978578335538e-07,3.531959066101282e-11,8.571287289712596e-11,6.377251267310263e-08,2.918175308647775e-11,2.6198305573810875e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2808267790235047e-09,1.259438377713298e-09,3.160348038666777e-12,4.0018307989250775e-10,2.2810302376097314e-10,2.5047442393369046e-11,2.2524190430382375e-10,0.0,5.9551571265562784e-08
0.35,4.993464481156049e-08,1.2954129579350938e-07,6.535518843952349e-11,1.9272891451576838e-07,3.247904718187724e-10,1.2684345374164558e-07,3.7079148578602695e-11,8.798771212203712e-11,6.317877184828778e-08,3.147939765377447e-11,2.6789748754058448e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2806486810877322e-09,1.2595834525922856e-09,3.2479047181877244e-12,4.1123386890714496e-10,2.2686646910617691e-10,2.4966353323249136e-11,2.3426150683763034e-10,0.0,5.8738700693474766e-08
0.36,4.9934435531720054e-08,1.2952827384294475e-07,6.556446827995581e-11,1.9213045931544757e-07,3.3343611710560934e-10,1.2683702418350643e-07,3.8858718412875324e-11,9.025024482385235e-11,6.25930043957899e-08,3.3866853256862354e-11,2.7373128750953233e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.28047135429311e-09,1.2596931405401003e-09,3.3343611710560935e-12,4.2214327412152903e-10,2.2564250818104578e-10,2.4886326747782046e-11,2.4322839324318665e-10,0.0,5.7940263122408446e-08
0.37,4.993422899024293e-08,1.2951525531633883e-07,6.577100975708414e-11,1.9153992896034122e-07,3.4197269412213697e-10,1.2683049841922388e-07,4.0657263191145014e-11,9.250060099414436e-11,6.201505951864862e-08,3.6343716590836946e-11,2.7948596764760546e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2802946813877513e-09,1.2597774536521804e-09,3.41972694122137e-12,4.329125271489313e-10,2.2443092637339923e-10,2.4807342802571996e-11,2.52136259666422e-10,0.0,5.71559127321856e-08
0.38,4.993402487694399e-08,1.2950224018558072e-07,6.59751230560261e-11,1.9095718491100939e-07,3.5040130473626605e-10,1.268238777103855e-07,4.247398112710883e-11,9.473890298752482e-11,6.144479909986025e-08,3.8909405499885494e-11,2.8516291494639857e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2801185919981475e-09,1.2598423772936174e-09,3.5040130473626605e-12,4.435430425917751e-10,2.2323152607322826e-10,2.472938322550789e-11,2.6098052373264585e-10,0.0,5.6385325998088e-08
0.39,4.99338229531404e-08,1.2948922842351407e-07,6.617704685961589e-11,1.9038209081801437e-07,3.5872311459795377e-10,1.268171633131261e-07,4.4308132615510814e-11,9.696527184549158e-11,6.088208733707332e-08,4.156328241287758e-11,2.9076349380513796e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2799430319157783e-09,1.2598924545295385e-09,3.5872311459795376e-12,4.5403631542930936e-10,2.2204411266252704e-10,2.465243004568006e-11,2.6975715996401565e-10,0.0,5.562818745254377e-08
0.4,4.993362306270435e-08,1.2947622000414643e-07,6.637693729565497e-11,1.8981451334495826e-07,3.6693935994901405e-10,1.268103564746092e-07,4.615905430933899e-11,9.91798267818663e-11,6.032679158599848e-08,4.430464429958741e-11,2.962890376970193e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2797679655950348e-09,1.2599306050103558e-09,3.669393599490141e-12,4.643939293108074e-10,2.2086849565691298e-10,2.4576465689831804e-11,2.784627649126278e-10,0.0,5.488419063121897e-08
0.41,4.9933425153809954e-08,1.2946321490306175e-07,6.657484619005475e-11,1.8925432378785204e-07,3.7505136102177255e-10,1.2680345842610317e-07,4.8026186817441146e-11,1.0138268417036617e-10,5.977878401986158e-08,4.7132702909039975e-11,3.0174083277229377e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2795933810687185e-09,1.259957749697907e-09,3.750513610217726e-12,4.746175729134286e-10,2.1970449094985845e-10,2.450147319188032e-11,2.870947049057338e-10,0.0,5.415304007051644e-08
0.42,4.9933229269377995e-08,1.2945021309730414e-07,6.677073062201398e-11,1.887013978378056e-07,3.830605130350455e-10,1.2679647038328323e-07,4.9909065476353335e-11,1.0357395767798056e-10,5.9237941373994966e-08,5.0046593562458895e-11,3.0712012032442574e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2794192877871023e-09,1.259973020302561e-09,3.8306051303504554e-12,4.847090286510073e-10,2.1855192048665856e-10,2.4427436161863103e-11,2.956510294719095e-10,0.0,5.343445074893874e-08
0.43,4.99330352410151e-08,1.2943721456166488e-07,6.696475898491183e-11,1.8815560797978033e-07,3.909679977872732e-10,1.267893935558999e-07,5.180702476370052e-11,1.0575376253714382e-10,5.870413676486842e-08,5.3045656799260275e-11,3.124281757833232e-08,0.01,1000.0,10000.0,0.2,100000000.0,200000.0,0.2,10000000.0,0.02,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2792456474443066e-09,1.2599794940025543e-09,3.9096799778727316e-12,4.946698128968538e-10,2.174106017915511e-10,2.435433780105933e-11,3.0412866671092e-10,0.0,5.2728137313343376e-08
