Time,T,E,I,r2,b,a,g2,p1,g1,mu2,c,p2,g3,mu3,V,s1,s2,compartment,Induction_of_tumor,Removal_of_tumor_from_the_system_by_the_action_of_immune_response,Activation_and_transfer_of_effector_cells_to_the_action_site,Deactivation_and_removal_of_effector_cells_from_the_site_of_tumor,Activation_of_interleukin_2,Deactivation_of_interleukin2
536.0,6202.3854194178575,2005.4468518098731,204.84463302590206,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,1116.4272115810643,38.131402065285364,124.04772087226381,60.16340555429619,2067.054289654456,2048.4463302590207
537.0,7379.37618736083,2079.702713463709,224.57015761884108,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,1328.2846506203477,46.87805584839494,147.587536693366,62.39108140391127,2266.6312633789103,2245.701576188411
538.0,8777.634541016412,2177.082843455868,246.90352043215833,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,1579.9698834966214,58.12328929262505,175.55270437266896,65.31248530367604,2492.880258923033,2469.0352043215835
539.0,10437.648711202197,2301.6546681846094,272.4994947625806,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,1878.770639887673,72.70316495323486,208.75298855184425,69.04964004553828,2752.474898458394,2724.9949476258057
540.0,12406.8165903951,2458.2290238514647,302.1462960666101,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,2233.2183277593604,91.75141758206762,248.13634711037767,73.74687071554393,3053.433060349509,3021.462960666101
541.0,14740.436718963967,2652.4849166236777,336.7784057314128,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,2653.266387386814,116.80329524790479,294.808750890998,79.57454749871033,3405.2600936137173,3367.7840573141284
542.0,17502.760061255478,2891.1099294205933,377.49471162068403,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,3150.479579029187,149.93182099067207,350.0552192222689,86.73329788261779,3819.1166340592345,3774.9471162068403
543.0,20768.07831171293,3181.957959729577,425.57754361249727,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,3738.229834747759,193.92412698877706,415.3615860419469,95.4587387918873,4308.018515346256,4255.775436124973
544.0,24621.80051075316,3534.22264236016,482.51515626296776,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,4431.889991325922,252.50557199750787,492.43603221559914,106.02667927080479,4887.069405965131,4825.151562629678
545.0,29161.477891018807,3958.6269816711188,550.0288568949131,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,5249.0181858450405,330.6189843795543,583.2295824628292,118.75880945013355,5573.728237626241,5500.288568949131
546.0,34497.694735808356,4467.626884859579,630.1020923364187,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,6209.518109830012,434.7639794448796,689.9539225271445,134.02880654578738,6388.107314464714,6301.020923364186
547.0,40754.71559636322,5075.6239294618845,725.0123890955805,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,7335.755379085442,573.3968283057973,815.0943435230233,152.26871788385654,7353.292719590965,7250.123890955805
548.0,48070.81123589095,5799.18075034647,837.3645132058183,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,8652.616039797647,757.3850320721501,961.4162608177191,173.97542251039408,8495.675842797145,8373.645132058184
549.0,56598.11361228088,6657.232753696714,970.1235220592124,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,10187.480261971932,1000.5010702869255,1131.9623136868915,199.71698261090143,9845.28380621605,9701.235220592123
550.0,66501.89057038976,7671.284827145879,1126.6461529879832,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,11970.091536963626,1319.9287158887444,1330.0378591615433,230.13854481437636,11436.09009235636,11266.461529879833
551.0,77959.15482684634,8865.582135927732,1310.7085094074237,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,14032.306002154892,1736.744291422663,1559.1831517251755,265.96746407783195,13306.287115719835,13107.085094074237
552.0,91156.46732389934,10267.239363531939,1526.5276713576384,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,16407.69670884054,2276.32384245376,1823.129410391552,308.0171809059581,15498.494964309168,15265.276713576384
553.0,106286.95601831337,11906.316367884488,1778.7752106904838,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,19131.01663171405,2968.625021871647,2125.7391944830865,357.18949103653466,18059.88713968629,17787.752106904838
554.0,123546.51784063416,13815.824735081991,2072.5801167722616,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,22237.51462582268,3848.2931743568965,2470.930442816192,414.4747420524597,21042.208227345345,20725.801167722617
555.0,143129.24172445262,16031.648943411548,2413.5185656241774,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,25762.11117403566,4954.551667519908,2862.584934286067,480.9494683023464,24501.65771958272,24135.185656241774
556.0,165222.2153102542,18592.377262533973,2807.589668454393,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,29738.463221946455,6330.859680931317,3304.4444219426327,557.7713178760192,28498.632083113058,28075.89668454393
557.0,189999.77302095256,21539.027284136824,3261.1748224423905,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,34197.92852362314,8024.337483205057,3799.995594499496,646.1708185241047,33097.301234231054,32611.748224423904
558.0,217617.37990502667,24914.663636572983,3780.979756261406,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,39168.46453342773,10084.986134123605,4352.3477531943145,747.4399090971895,38365.015585347566,37809.797562614054
559.0,248205.22417102722,28763.901606815227,4373.960148118276,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,44673.47502266145,12564.739538902992,4964.104662475833,862.9170482044568,44371.533732877935,43739.60148118276
560.0,281861.6549018469,33132.298663679976,5047.227487897274,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,50730.62904525409,15516.397258386682,5637.233304285497,993.9689599103992,51188.07398472392,50472.27487897274
561.0,318646.5698178525,38065.63127823075,5807.938050269412,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,57350.67118766276,18992.480987126917,6372.931633315605,1141.9689383469224,58886.18586190778,58079.38050269412
562.0,358574.766730613,43609.069047925914,6663.166238966152,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,64536.22561919769,23044.05133798174,7171.495606078715,1308.2720714377774,67536.46017846027,66631.66238966152
563.0,401609.28442298993,49806.23942069798,7619.759623861386,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,72280.59863266311,27719.499465061705,8032.18599850364,1494.1871826209394,77207.0675595197,76197.59623861386
564.0,447654.76658036263,56698.183945869205,8684.17738551829,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,80566.5857775254,33063.31622596847,8953.09568455345,1700.945518376076,87962.12696000765,86841.7738551829
565.0,496550.88572320936,64322.21722507,9862.314104159426,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,89365.29027368384,39114.835943752565,9931.01811486999,1929.6665167521,99859.92161052095,98623.14104159427
566.0,548065.8649690971,72710.6968686694,11159.306692399547,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,98634.95953361811,45906.943908284855,10961.31775200603,2181.320906060082,112950.97538277607,111593.06692399547
567.0,601890.1751272741,81889.69773513563,12579.333349960292,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,108319.85373512038,53464.72480207922,12037.80401230885,2456.690932054069,127275.97920775042,125793.33349960292
568.0,657630.5056995337,91877.60585946045,14125.385705121638,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,118349.16414505207,61804.04155922427,13152.610685928772,2756.3281757838135,142863.59144547957,141253.8570512164
569.0,714804.1753922104,102683.63584701825,15799.053239872688,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,128636.01091383271,70930.03042830051,14296.08414704984,3080.509075410547,159728.1180672796,157990.53239872688
570.0,772834.1053167233,114306.29353520705,17600.260728992846,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,139076.54237582855,80835.50986062062,15456.682817891144,3429.1888060562114,177867.1063937533,176002.60728992845
571.0,831044.5548600284,126731.79242400119,19527.04673662484,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,149549.17165312098,91499.29564144881,16620.891886105976,3801.9537727200354,197258.8654610855,195270.46736624843
572.0,888658.0004410397,139932.43719751635,21575.292100757564,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,159914.01872078882,102884.42205438606,17773.160879900213,4197.973115925491,217859.93358684186,215752.92100757564
573.0,944793.3908457734,153865.00640697154,23738.472248825074,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,170012.59965872375,114936.27511647517,18895.868774725135,4615.950192209146,239602.54255776913,237384.72248825073
574.0,998466.1367108059,168469.1679114543,26007.40885655919,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,179667.82703522366,127580.6443228579,19969.323782936688,5054.075037343629,262392.1301509444,260074.0885655919
575.0,1048590.320636952,183665.9661289431,28370.029512040976,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,188684.40849624635,140721.6983849565,20971.80755605968,5509.978983868293,286104.96095097036,283700.29512040975
576.0,1093983.373199892,199356.41387103204,30811.14345651043,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,196849.6871973084,154239.863246846,21879.668704991516,5980.692416130961,310585.90489927476,308111.4345651043
577.0,1133374.3894727926,215420.26046821734,33312.24313013286,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,203935.13487035007,167989.61641040142,22667.489130446975,6462.60781404652,335646.4835936288,333122.4313013286
578.0,1165415.8956883317,231714.96502106727,35851.336740178354,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,209698.46279959154,181797.10092524684,23308.319356192293,6951.448950632018,361063.225121648,358513.36740178353
579.0,1188702.1414570312,248075.06671616418,38402.83729342535,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,213886.9034933285,195457.64199871314,23774.044373407916,7442.252001484925,386576.6229756255,384028.3729342535
580.0,1201792.4774060827,264311.90486589546,40937.50340572816,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,216241.4037679152,208732.83556910534,24035.85119346326,7929.357145976864,411890.61461052625,409375.03405728156
581.0,1203243.0278727883,280213.9256677291,43422.46802524141,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,216502.30661674487,221347.1167784769,24064.862301787452,8406.417770031872,436672.93619411014,434224.6802524141
582.0,1191648.5264783513,295547.66045887995,45821.35891781352,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,214416.8582917537,232983.34759762834,23832.972369351213,8866.4298137664,460556.4616106298,458213.5891781352
583.0,1165698.1357165987,310059.63214439363,48094.54806940266,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,209749.22899590954,243276.83158689714,23313.964644453183,9301.788964331809,483141.8850097687,480945.4806940266
584.0,1124252.3188846933,323479.66707372206,50199.61454599202,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,202294.32058994067,251806.94610241134,22485.048391354794,9704.390012211661,504002.4195039735,501996.1454599202
585.0,1066442.9563389986,335525.63027056056,52091.96494081755,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,191895.75898344396,258084.1450686791,21328.861215427023,10065.768908116817,522690.3971681462,520919.6494081755
586.0,991810.2040188346,345910.30558153725,53725.75000294156,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,178470.50430259548,261529.73174015354,19836.206233668345,10377.309167446117,538746.627555546,537257.5000294156
587.0,900499.655434809,354351.6183551205,55055.157973842426,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,162044.32487410973,261444.9818241647,18009.995314535005,10630.548550653613,551713.8429104647,550551.5797384243
588.0,793532.5079063528,360586.74971742625,56036.10168406636,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,142800.43114458138,256963.58731283087,15870.652402779571,10817.602491522786,561153.8866981586,560361.0168406636
589.0,673197.3095075877,364392.6131159542,56628.38134271566,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,121150.02351412982,246988.31179448095,13463.94845849577,10931.778393478626,566669.8295005283,566283.8134271565
590.0,543584.5162536156,365614.6738482469,56798.055859940534,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,97828.59194354582,230136.68248847633,10871.692601023657,10968.440215447406,567929.6119839048,567980.5585994053
591.0,411232.9282865426,364206.6414073546,56518.94330182386,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,74012.41451225414,204823.60387996983,8224.660832917194,10926.199242220639,564678.8411976397,565189.4330182386
592.0,285584.2482471612,360281.02474166104,55769.46365703206,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,51400.57702657888,169903.00838632564,5711.687207692603,10808.430742249831,556701.2085637945,557694.6365703206
593.0,178160.44969573696,354157.07351901045,54513.986224066546,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,32067.095505779387,126659.56022725387,3563.2111985425217,10624.712205570313,543606.5269719835,545139.8622406655
594.0,98731.07944231883,346363.3215721946,52645.32915403116,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,17771.0459844022,81667.74881767633,1974.6237449580535,10390.899647165837,524202.615708974,526453.2915403116
595.0,49321.50872248518,337537.1737134619,49867.52619913844,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,8877.734735666058,45076.82944071637,986.43227561861,10126.115211403856,495268.6010933846,498675.2619913844
596.0,23092.137657416013,328243.6012328933,45577.26324222006,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,4156.554783201167,22092.74300655808,461.84479646473795,9847.308036986798,450458.2393841815,455772.63242220064
597.0,10554.939557170701,318857.65466934396,39015.608398873315,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,1899.882853661092,10181.433914993891,211.10077603231434,9565.729640080319,382308.48570659757,390156.0839887331
598.0,4838.894402018211,309577.97709669446,30089.801436383834,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,870.9996752752072,4611.5633508695055,96.77981516327165,9287.339312900833,291165.4936314282,300898.01436383836
599.0,2255.7491556173504,300495.01433408377,20344.614375159454,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,406.0345617883839,2103.4267864186445,45.116853693811244,9014.850430022512,194130.47007755277,203446.14375159453
600.0,1075.6347648105457,291645.3232335845,12151.75064823991,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,193.61419258520243,977.0403440741987,21.514510788348044,8749.359697007536,114640.81721206741,121517.5064823991
601.0,525.8077409935186,283040.98051041557,6660.445340674904,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,94.64537782718318,464.3156182014301,10.517916749974049,8491.229415312468,62413.11822354603,66604.45340674905
602.0,263.64153073320506,274683.3109810493,3495.797623718467,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,47.455471622216216,226.11973131817228,5.274540518274958,8240.499329431479,32668.800276447673,34957.976237184674
603.0,135.56576380912438,266568.97377386136,1811.8095147453296,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,24.401836451875592,112.88226114848395,2.7129746680442297,7997.06921321584,16928.175147208658,18118.095147453296
604.0,71.45409258163549,258692.63696641254,943.8342509348383,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,12.861736377499476,57.7516282556042,1.430692213297826,7760.779108992376,8828.570142699187,9438.342509348384
605.0,38.581731090277295,251048.16295296254,498.6867769062409,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,6.9447115125189764,30.26470327848718,0.773197396619928,7531.444888588876,4673.087595709362,4986.867769062409
606.0,21.32702921358579,243629.14150982248,268.38666838618985,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,3.8388652328605692,16.23606109784832,0.4280571756776144,7308.874245294674,2520.256874700015,2683.8666838618983
607.0,12.061038944393967,236429.13293875495,147.39511677564764,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,2.1709870018083017,8.910854705618718,0.2426925502404231,7092.873988162648,1387.1452712671482,1473.9511677564765
608.0,6.9736177823348795,229441.7798754459,82.65193986462941,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,1.2552511980847652,5.000013774890632,0.14090063072642225,6883.253396263377,779.5702949103652,826.5193986462941
609.0,4.119739221233489,222660.85837914416,47.32272878525205,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.7415530588673389,2.866540193437536,0.08378084826807995,6679.825751374325,447.3267747639189,473.22728785252053
610.0,2.4851079738396655,216080.3003830967,27.657001022026897,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.4473194349437532,1.6780584603601354,0.05104725934667809,6482.409011492901,261.9952061480097,276.57001022026895
611.0,1.5297415510579515,209694.202382924,16.491853419546292,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.2753534790588001,1.0024262529625723,0.031900177430992736,6290.82607148772,156.5550105615808,164.9185341954629
612.0,0.9603474273985699,203496.8274110164,10.028698447577419,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.17286253687986505,0.6107095881079955,0.020473716298604977,6104.904822330492,95.39503064926132,100.28698447577419
613.0,0.6145033744592432,197482.6037027822,6.21585705075781,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.11061060738142298,0.37922966667014757,0.013519396697234683,5924.478111083466,59.2433725638916,62.158570507578105
614.0,0.4005540675122427,191646.12173441084,3.924701345585574,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.07209973214317873,0.2398891796721188,0.00920407845804156,5749.383652032325,37.478039997847674,39.24701345585574
615.0,0.2658282950855584,185982.1304750746,2.5230748513929058,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.04784909311142562,0.1544977237209452,0.006474304663918507,5579.463914252238,24.138284185377408,25.230748513929058
616.0,0.17952044281584606,180485.53328433787,1.6506107218974897,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.03231367970503949,0.10125257712547181,0.004713931301011925,5414.565998530136,15.81983655627812,16.506107218974897
617.0,0.12330358395923338,175151.38367806133,1.0983187308977922,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.022194645111806795,0.0674899531911582,0.0035563890425805993,5254.54151034184,10.544902929373325,10.983187308977922
618.0,0.08609327244874083,169974.88107971728,0.7429589808389604,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.015496789040356422,0.04573028065365285,0.002779959083696057,5099.246432391518,7.145166039928428,7.429589808389604
619.0,0.061077843367770376,164951.36661876252,0.51067353970456,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.010994011805988826,0.03148397440833496,0.0022483791245572044,4948.540998562876,4.9192780468497395,5.1067353970455995
620.0,0.04400627273235678,160076.31900830992,0.35649978457699677,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.007921129091715287,0.022013628698542766,0.0018766005404738649,4802.289570249297,3.4395826561598946,3.564997845769968
621.0,0.032185735308594,155345.3505185829,0.2526467636466406,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.005793432355488648,0.0156246994697482,0.0016107395131500584,4660.360515557487,2.441334982650621,2.526467636466406
622.0,0.023885682471705874,150754.20305400962,0.18168282654797915,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.004299422844874965,0.011252708614514127,0.0014161585634453273,4522.626091620288,1.7582227283980814,1.8168282654797916
623.0,0.01797837052394115,146298.7443370603,0.13251716736957964,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.003236106694291226,0.008219415265960357,0.0012702770939770234,4388.962330111809,1.2842764920858811,1.3251716736957964
624.0,0.013718927578266527,141974.9641992968,0.0979956278247464,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.002469406964077388,0.006086700525856663,0.0011581727037059532,4259.2489259789045,0.9510429206602569,0.979956278247464
625.0,0.010608912191634687,137778.97097855908,0.07344133638566448,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.0019096041944879128,0.004567765489082169,0.0010698523381742241,4133.369129356773,0.7137110151752555,0.7344133638566448
626.0,0.00831058491759692,133706.98802056035,0.05575742518336042,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.0014959052851635606,0.003472447653634093,0.0009985376987799266,4011.2096406168107,0.5425685508893021,0.5575742518336042
627.0,0.006592294912079587,129755.35028246332,0.04286734476327019,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.0011866130841718808,0.00267307974331393,0.0009395729537499259,3892.6605084738994,0.417667858062882,0.42867344763270193
628.0,0.005293280759296818,125920.50103595555,0.03336189512271655,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.0009527905366718513,0.002082914232216215,0.0008897207341347597,3777.615031078666,0.32545481581614316,0.33361895122716545
629.0,0.0043007138016969435,122198.98866729574,0.02627354879170733,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.0007741284843044094,0.0016423214689115391,0.0008467029804878548,3665.9696600188718,0.2566123880860968,0.2627354879170733
630.0,0.003534531591698816,118587.46357140294,0.02093042627877398,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.0006362156865050841,0.0013098472866964362,0.0008088975925659597,3557.6239071420882,0.20466341474775435,0.2093042627877398
