Time,T,E,I,r2,b,a,g2,p1,g1,mu2,c,p2,g3,mu3,V,s1,s2,compartment,Induction_of_tumor,Removal_of_tumor_from_the_system_by_the_action_of_immune_response,Activation_and_transfer_of_effector_cells_to_the_action_site,Deactivation_and_removal_of_effector_cells_from_the_site_of_tumor,Activation_of_interleukin_2,Deactivation_of_interleukin2
54.0,16208.265681737576,1562.7544889331766,199.78836866175635,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,2917.4730453947154,75.33883767133337,324.1653233628982,46.8826346679953,2039.2036477619708,1997.8836866175634
55.0,19306.812684794037,1865.7326795682889,245.11619634758637,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,3475.2053159057737,106.1615918622494,386.1362653100667,55.97198038704867,2500.725548970419,2451.1619634758636
56.0,22976.557634289074,2226.313694319171,299.4079056027376,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,4135.750678548243,149.14437669549181,459.5311665445842,66.78941082957513,3053.3656311036802,2994.0790560273763
57.0,27314.54481607991,2654.989000858066,364.2645451586655,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,4916.576099649217,208.80155217380738,546.2909128489048,79.64967002574198,3713.3836752704233,3642.645451586655
58.0,32431.242463196588,3163.98324458517,441.5532226329729,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,5837.5644804417025,291.154402309689,648.6248689597275,94.91949733755509,4499.733794919437,4415.532226329729
59.0,38451.331059553144,3767.475913472355,533.4421980631058,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,6921.156424821177,404.13984007148275,769.0266446436004,113.02427740417065,5434.417547510759,5334.421980631058
60.0,45514.15888911388,4481.829059773533,642.4369275042452,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,8192.432075990908,558.0814723028662,910.2832056816636,134.454871793206,6542.84492794703,6424.3692750424525
61.0,53773.74025143535,5325.812265489412,771.4158160948996,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,9679.110591906701,766.2091114257627,1075.4748381818886,159.77436796468237,7854.189824131332,7714.158160948996
62.0,63398.19116669705,6320.8160808719795,923.6639045451473,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,11411.448322656788,1045.2013479907698,1267.963862681021,189.62448242615937,9401.726495976185,9236.639045451473
63.0,74568.43702092602,7491.040971265865,1102.9034275973058,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,13422.00588835295,1415.7118625719925,1491.3687870502506,224.73122913797593,11223.126757081483,11029.03427597306
64.0,87476.11490573823,8863.64647424097,1313.3181123084985,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,15745.270254057188,1902.8289735311446,1749.522353290964,265.9093942272291,13360.694514732504,13133.181123084985
65.0,102320.66535862534,10468.848873971092,1559.5671405113615,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,18417.130854133593,2536.4128970908773,2046.4133723410912,314.06546621913276,15861.519558205116,15595.671405113615
66.0,119305.5171346988,12339.947305721622,1846.7966752595432,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,21474.19243263473,3351.25268702838,2386.1104195101484,370.19841917164865,18777.51902983292,18467.966752595432
67.0,138633.47127484917,14513.266182988078,2180.62333781004,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,24952.94374725898,4386.9987615399195,2772.6695158420653,435.39798548964234,22165.347903234833,21806.2333781004
68.0,160501.41851980315,17028.00397060041,2567.1200165941173,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,28888.806293888803,5687.847499516943,3210.0284763953878,510.8401191180123,26086.16284981586,25671.200165941173
69.0,185094.45525890018,19925.973313751347,3012.77299730953,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,33315.074824000105,7301.975180309008,3701.8892292171877,597.7791994125404,30605.21593477273,30127.729973095302
70.0,212579.58861966964,23251.22844452638,3524.4261271180885,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,38261.784009456285,9280.747297225333,4251.591917132289,697.5368533357913,35791.27178787071,35244.26127118088
71.0,243099.1792298055,27049.579370702668,4109.20730946346,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,43754.52804324949,11677.748407524648,4861.983752979742,811.48738112108,41715.84739500084,41092.0730946346
72.0,276764.217464735,31367.9869562715,4774.43488424808,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,49813.25048184842,14547.682500600866,5535.284544560418,941.039608688145,48452.26540250879,47744.3488424808
73.0,313647.52571018616,36253.844750957964,5527.507368892968,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,56451.021046999405,17945.195463163458,6272.950739883907,1087.615342528739,56074.53004274413,55275.07368892968
74.0,353776.9415491564,41754.14798959447,6375.775167582099,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,63672.809334352234,21923.65731422393,7075.539090902699,1252.6244396878342,64656.02647123071,63757.75167582099
75.0,397128.49656274833,47914.5489144147,7326.394198238072,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,71474.2581351382,26533.923648366435,7942.570229523034,1437.4364674324408,74268.04228137666,73263.94198238073
76.0,443619.61279260187,54778.3089623556,8386.164128483631,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,79840.46039487029,31823.085478965757,8872.39259684701,1643.3492688706679,84978.12762261617,83861.64128483631
77.0,493102.34293609584,62385.145115354244,9561.348204494965,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,88744.74454546299,37833.19712215762,9862.047247069446,1871.5543534606272,96848.28984108307,95613.48204494965
78.0,545356.686917827,70769.98376645762,10857.481882606497,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,98147.47411243577,44599.971853882074,10907.134178899689,2123.0995129937287,109933.04338608055,108574.81882606496
79.0,600084.0600504032,79961.62116874228,12279.160006663613,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,107994.87513462172,52151.424378031865,12001.681698769156,2398.8486350622684,124277.31358410112,122791.60006663614
80.0,656900.9994000015,89981.28915053533,13829.824603477204,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,118217.9069525808,60506.43699473227,13138.020548133554,2699.43867451606,139914.19216532318,138298.24603477205
81.0,715333.2129947821,100841.14908015465,15511.500420161121,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,128731.19512374501,69673.24361684163,14306.664887631796,3025.2344724046393,156862.58014291304,155115.0042016112
82.0,774810.2035993964,112542.70670216792,17324.62164033241,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,139432.06803748876,79647.81220237978,15496.204772566278,3376.2812010650377,175124.7065312299,173246.2164033241
83.0,834660.2585174234,125075.12370769757,19267.650445448533,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,150199.65953485912,90412.0794994784,16693.205948941115,3752.253711230927,194683.48470612435,192676.50445448532
84.0,894107.5045854147,138413.64818004245,21336.940709401115,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,160894.38298745087,101932.2268476389,17882.150953333254,4152.409445401274,215500.0531841104,213369.40709401114
85.0,952270.9422441764,152518.13993471238,23526.450982679537,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,171357.7609819081,114156.96767291514,19045.419794308953,4575.544198041372,237511.4629399182,235264.50982679537
86.0,1008161.7736837206,167331.1697611477,25827.459857515514,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,181411.94731646185,127015.31714098463,20163.236515310946,5019.935092834431,260627.69600690136,258274.59857515513
87.0,1060682.7835812245,182776.04095757447,28228.253260370962,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,190859.61709645498,140414.1503032155,21213.656809405347,5483.281228727234,284728.55939636915,282282.5326037096
88.0,1108637.7251711667,198756.03445750312,30714.001801563514,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,199485.6549154909,154236.74877310699,22172.755740679648,5962.681033725094,309662.4861992082,307140.01801563514
89.0,1150736.007602422,215152.83535762058,33266.510216153234,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,207057.99549198136,168340.28235113283,23014.721491374843,6454.5850607286175,335244.0488909031,332665.1021615323
90.0,1185604.00825911,231825.2416181842,35864.007813306904,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,213329.6532880173,182553.27042863084,23712.08160829433,6954.757248545526,361251.904446401,358640.07813306904
91.0,1211801.2782336548,248608.48551773452,38481.03161781994,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,218041.62907554934,196673.08338945656,24236.027112260916,7458.2545655320355,387427.67951046873,384810.3161781994
92.0,1227844.0274870568,265313.81292941904,41088.34518259714,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,220927.1223939045,210463.05366057274,24556.882201319622,7959.414387882571,413475.2359347361,410883.4518259714
