H_1_task1,I_2_task1,N_3_task1,V_4_task1,_1_task1
0.3164581633104908,0.16020713092779465,0.13674862508104066,0.07547835585727594,5.180000000000001
0.31880963481279934,0.1607321257494337,0.13685710963362438,0.07532619863416071,5.250000000000001
0.3211720681926778,0.16124384842499773,0.13696004828665015,0.0751787423266011,5.32
0.3235453454012187,0.1617424410051928,0.13705760593951488,0.07503581463861743,5.390000000000001
0.3259293471698501,0.16222804524681048,0.13714994434423203,0.0748972449085928,5.460000000000001
0.3283239542033558,0.1627007944274019,0.13723722802469218,0.07476288169467854,5.53
0.3307290457860105,0.16316082290860234,0.13731961736089573,0.07463257222888772,5.6000000000000005
0.33314450021462333,0.16360826316501156,0.13739727073753308,0.07450616880026674,5.670000000000001
0.33557019480112077,0.16404324576647497,0.13747034455679832,0.07438352879296328,5.74
0.3380060058751292,0.1644658993603642,0.13753899325120314,0.0742645147242943,5.8100000000000005
0.34045180754208304,0.1648763589518525,0.13760336451100583,0.07414897389572082,5.880000000000001
0.34290747337409805,0.16527475462889266,0.1376636057890181,0.07403676608864503,5.95
0.3453728770355101,0.16566120739070175,0.1377198667088787,0.07392777380781534,6.0200000000000005
0.347847890475028,0.1660358412017589,0.137772292116208,0.07382187266075521,6.090000000000001
0.3503323846087202,0.16639877843723652,0.13782102470778532,0.07371894254228115,6.16
0.3528262293196092,0.1667501398852079,0.13786620503287086,0.07361886762361268,6.23
0.3553292934572654,0.1670900447488552,0.13790797149452788,0.07352153634148244,6.300000000000001
0.35784144381478045,0.1674186196907881,0.13794645696084287,0.07342681697767436,6.370000000000001
0.36036254693860825,0.1677359828288751,0.13798179476741745,0.07333460085804323,6.44
0.3628924686515049,0.16804224795307382,0.13801411713852846,0.07324479096406775,6.510000000000001
0.36543107335039143,0.16833753073241187,0.13804355286213355,0.07315728517190585,6.580000000000001
0.3679782243522957,0.1686219456547569,0.13807022843937367,0.07307198450868892,6.65
0.370533783891319,0.1688956060522572,0.1380942680771845,0.07298879307891361,6.720000000000001
0.37309761311560224,0.1691586241267824,0.1381157936809079,0.07290761799083353,6.790000000000001
0.37566957466910594,0.1694111132140877,0.1381349271455467,0.07282836281416519,6.86
0.37824952738399575,0.16965318321492254,0.13815178563107586,0.07275094078158527,6.930000000000001
0.38083732922658053,0.16988494317459465,0.13816648417753885,0.07267526733510367,7.000000000000001
